sample_id,lot_id,tool_id,sequence,pressure_mean,pressure_std,temperature_c,rf_power_w,gas_flow_sccm,motor_current_a,vibration_rms,endpoint_slope,step_duration_s,anomaly_type,anomaly_score,yield_loss_proxy
S00391,L0019,T01,391,27.210733,0.405505,44.40646,797.736865,101.960622,12.28643,1.158496,-0.028887,72.134478,NORMAL,0.286121,8.66416
S00476,L0023,T03,476,26.677117,0.387068,43.467259,790.273148,106.246212,12.123024,1.089223,-0.052768,69.564138,NORMAL,0.309534,9.42432
S00435,L0021,T01,435,30.911839,0.503705,46.755132,783.955076,107.794115,12.067738,0.443157,-0.038598,76.755013,NORMAL,0.361631,12.287614
S00281,L0014,T01,281,29.595852,0.403876,44.586658,838.990903,103.673458,11.56184,0.385251,-0.022453,72.398093,NORMAL,0.228239,9.825766
S00519,L0025,T02,519,26.94352,0.546144,42.100172,846.65179,104.621711,11.643073,0.910249,-0.057793,73.726131,NORMAL,0.283552,10.145484
S00048,L0002,T01,48,27.826862,0.296225,44.199328,842.76143,107.209409,10.843066,0.927249,-0.042346,73.159453,NORMAL,0.171429,10.455578
S00466,L0023,T01,466,33.740024,1.146488,42.262196,841.493114,101.919675,14.35932,1.098641,-0.044074,75.479187,LEAK,0.702016,25.417604
S00036,L0001,T03,36,29.94885,0.532966,44.733284,889.196526,109.681142,12.096716,0.734149,-0.039855,79.007356,NORMAL,0.403675,12.011666
S00223,L0011,T02,223,27.307444,0.585987,44.238927,780.133978,103.836889,11.695844,0.829609,-0.064808,76.702366,NORMAL,0.288192,10.55783
S00738,L0036,T03,738,29.378919,0.380552,46.636464,811.034232,100.745778,13.239459,0.760752,-0.053203,70.789947,DRIFT,0.186498,12.473835
S00252,L0012,T01,252,28.072201,0.32869,45.94102,833.369639,103.475968,12.723123,0.623946,-0.034525,70.632431,NORMAL,0.119207,6.642215
S00222,L0011,T01,222,28.509881,0.332689,44.991837,798.369096,106.591484,12.142779,0.809009,-0.038879,68.148321,NORMAL,0.164996,6.478935
S00762,L0038,T03,762,31.867574,0.295138,48.753132,814.838796,112.273519,11.578449,1.029183,-0.05061,73.92272,DRIFT,0.337362,13.725087
S00242,L0012,T01,242,26.212133,0.184006,39.85705,809.456588,102.466241,12.160221,0.866863,-0.046579,73.186962,NORMAL,0.178469,2.245609
S00770,L0038,T01,770,28.714084,0.282759,43.951636,802.593246,104.905618,11.43493,0.735842,-0.056498,73.515928,NORMAL,0.149911,8.794779
S00611,L0030,T02,611,28.789299,0.289341,47.189014,866.737439,104.410696,11.837645,0.891448,-0.040337,75.122825,NORMAL,0.251506,6.131913
S00285,L0014,T01,285,,0.346026,39.96994,827.325774,105.89518,10.208395,0.682146,-0.048077,68.608029,NORMAL,0.116967,5.13688
S00528,L0026,T01,528,33.782783,1.236948,44.986395,776.096478,93.667305,12.18879,1.250465,-0.055015,71.087011,LEAK,0.820751,24.391653
S00350,L0017,T01,350,29.074918,0.445968,42.580304,813.6424,106.634419,11.133365,0.738178,-0.026669,68.114878,NORMAL,0.181132,9.323716
S00530,L0026,T01,530,27.259442,0.259467,44.31824,778.675226,101.656307,12.885885,0.931729,-0.033755,65.659024,NORMAL,0.238139,11.831832
S00081,L0004,T01,81,30.355288,0.294296,44.317703,815.279293,102.753674,11.444253,0.788187,-0.019615,70.987902,NORMAL,0.20314,11.240772
S00302,L0015,T01,302,27.276776,0.269452,44.155385,872.88691,109.245353,12.688693,0.776292,-0.040102,72.253517,NORMAL,0.235741,9.947541
S00091,L0004,T03,91,27.195561,0.344248,45.26809,875.383833,102.784487,,0.744482,-0.046727,69.249343,NORMAL,0.264743,9.371964
S00440,L0022,T04,440,27.840441,0.403865,45.141392,784.933907,107.233193,11.915065,0.662423,-0.038647,65.603855,NORMAL,0.196609,7.388736
S00687,L0034,T01,687,27.998647,0.154868,43.153632,823.247975,105.744772,11.587878,0.33732,-0.038678,75.090419,NORMAL,0.046905,3.06422
S00253,L0012,T03,253,26.274033,0.336207,42.381245,802.485028,99.331261,11.00747,0.888334,-0.037656,71.452772,NORMAL,0.236221,4.726417
S00274,L0013,T01,274,28.291,0.305234,422.66748,845.341445,107.528483,11.376108,0.837894,-0.035181,75.319261,NORMAL,0.163685,7.253733
S00617,L0030,T01,617,29.641587,0.410452,44.219007,,107.867694,10.538517,0.706629,-0.051856,74.333674,DRIFT,0.23069,5.99627
S00118,L0005,T03,118,26.49134,0.166478,43.694376,808.684756,102.763002,11.960521,0.88747,-0.039565,71.27182,NORMAL,0.167208,12.321678
S00733,L0036,T01,733,28.583884,0.209437,43.229613,830.815715,102.307972,11.487743,1.392876,-0.047932,67.083591,NORMAL,0.256812,6.409879
S00443,L0022,T02,443,27.876739,0.318062,43.373001,820.276398,103.762574,11.35443,0.810691,-0.046106,72.781669,NORMAL,0.089042,5.914822
S00041,L0002,T04,41,28.140538,0.36038,45.049136,797.296874,105.965091,11.737853,0.833513,-0.042344,69.007133,NORMAL,0.162258,6.098481
S00643,L0032,T01,643,26.29015,0.454847,45.179104,847.136334,108.775838,11.212673,0.869626,-0.048482,73.537059,NORMAL,0.284452,8.579438
S00135,L0006,T01,135,26.680771,0.373278,41.889498,875.511676,103.560701,11.538649,1.190991,-0.040825,70.92019,NORMAL,0.395808,13.860486
S00060,L0003,T01,60,27.60998,0.337035,44.551031,853.342584,102.75516,12.328504,0.787834,-0.026226,72.885868,NORMAL,0.187116,5.022199
S00215,L0010,T01,215,29.52591,0.300547,43.413077,860.363045,106.657159,11.845145,0.734193,-0.039257,71.2083,NORMAL,0.25234,7.316019
S00477,L0023,T01,477,31.991371,,42.607378,794.474845,105.861726,11.036114,0.969508,-0.041128,67.519481,NORMAL,0.415238,11.639734
S00459,L0022,T03,459,27.898515,0.418424,43.705814,775.921379,103.068,11.17677,1.279941,-0.036432,71.655842,NORMAL,0.339862,12.358801
S00276,L0013,T01,276,29.764966,0.205204,45.823404,827.068096,108.931198,12.004449,0.366306,-0.042131,71.207707,NORMAL,0.15722,8.502226
S00250,L0012,T01,250,28.735957,0.47324,42.758669,799.313673,110.045819,12.570176,0.791488,-0.039629,67.719891,NORMAL,0.206824,5.94543
S00747,L0037,T02,747,25.543912,0.167154,44.473711,813.493429,108.606471,11.866198,0.33228,-0.038514,68.167346,NORMAL,0.180859,7.013116
S00778,L0038,T02,778,29.346699,0.384126,44.934997,825.616162,106.340593,11.796958,0.725879,-0.050234,68.45576,NORMAL,0.177407,3.963072
S00235,L0011,T01,235,28.75587,0.255595,45.786601,805.932326,105.366764,11.754412,0.793281,-0.042574,72.249572,NORMAL,0.136862,5.891295
S00432,L0021,T01,432,28.950073,0.202059,43.082299,789.682973,105.17768,11.715818,0.99921,-0.04349,70.7724,NORMAL,0.223613,9.147643
S00508,L0025,T01,508,26.615503,0.331485,47.077897,790.43878,110.791285,12.582502,0.615161,-0.040891,69.798732,NORMAL,0.225999,7.89643
S00771,L0038,T01,771,29.453336,0.221858,44.125686,809.35206,103.495005,11.657478,0.500263,-0.046773,73.105046,NORMAL,0.154751,3.2377
S00740,L0037,T03,740,29.172289,0.464881,44.75489,826.59299,102.498277,11.114312,0.701999,-0.049219,67.508536,NORMAL,0.191317,8.369069
S00540,L0027,T02,540,28.217112,0.366353,48.245902,831.770822,99.579195,12.323295,0.672102,-0.036426,68.156891,NORMAL,0.131871,6.644631
S00325,L0016,T01,325,27.221598,0.339647,42.406361,853.962302,107.182304,12.883485,0.781493,-0.044435,73.491562,NORMAL,0.208738,6.285106
S00725,L0036,T02,725,28.115434,0.451614,45.107412,848.081583,105.918522,12.134747,0.462089,-0.0497,68.108605,NORMAL,0.188879,5.655181
S00271,L0013,T04,271,30.603603,0.44091,42.411484,835.811348,99.826197,13.611931,1.120418,-0.036859,71.376448,NORMAL,0.360041,12.089806
S00069,L0003,T02,69,27.737091,0.36439,45.132312,820.986428,108.829698,10.775509,0.734513,-0.028732,76.626646,NORMAL,0.106709,5.772202
S00545,L0027,T04,545,28.156041,0.257995,43.453446,819.836387,,12.819867,0.939021,-0.028178,67.311552,NORMAL,0.107465,4.47355
S00164,L0008,T01,164,33.046595,0.920351,43.98949,807.598495,94.540974,12.632105,1.198022,-0.030847,77.284412,LEAK,0.612927,18.396552
S00261,L0013,T02,261,27.855458,0.299292,41.940338,817.041432,108.242594,10.338546,0.863093,-0.050284,,NORMAL,0.10522,3.85046
S00373,L0018,T03,373,26.09737,0.362421,43.463262,804.882009,105.229552,11.095379,0.473769,-0.027031,69.063559,NORMAL,0.223532,11.076388
S00191,L0009,T04,191,28.47327,0.416774,44.559941,828.536557,106.538571,11.781581,0.340938,-0.033557,66.588697,NORMAL,0.149198,10.151931
S00180,L0009,T04,180,29.452153,0.274652,43.959476,821.089171,107.465815,10.966661,0.720231,-0.035812,76.110348,NORMAL,0.143994,7.177388
S00417,L0020,T02,417,27.952331,0.284149,40.463062,838.474331,107.160197,11.714726,0.349374,-0.031104,78.519807,NORMAL,0.119606,6.270313
S00430,L0021,T02,430,26.803506,0.235515,43.672371,822.416784,103.23293,12.190656,1.0409,-0.036558,73.680757,NORMAL,0.18497,4.09711
S00655,L0032,T01,655,28.309671,0.524051,42.859014,837.178884,106.053875,10.945443,0.61198,-0.034838,67.234984,NORMAL,0.189443,11.887328
S00654,L0032,T02,654,28.595322,0.414904,43.975266,826.264068,108.50404,10.975524,0.407862,-0.050736,72.490152,NORMAL,0.149152,4.201829
S00487,L0024,T02,487,28.291871,0.330801,42.545418,843.23367,105.910091,12.836915,0.934901,-0.039226,72.059355,NORMAL,0.189103,5.364361
S00188,L0009,T01,188,28.437253,0.519217,43.675955,801.385801,102.763445,12.174291,0.86099,-0.053027,72.799914,NORMAL,0.21345,9.126424
S00438,L0021,T02,438,27.266327,0.497445,44.449189,862.582235,102.369864,10.90056,1.097065,-0.0486,72.530363,NORMAL,0.341767,8.23156
S00183,L0009,T02,183,27.176976,0.274359,44.056802,873.498778,104.943978,12.359145,0.945191,-0.039723,72.546856,NORMAL,0.279786,8.480523
S00359,L0017,T01,359,26.236193,0.348248,45.341597,855.563146,104.238381,12.718483,0.751133,-0.04335,71.512489,NORMAL,0.26416,7.566157
S00287,L0014,T03,287,27.950589,0.25124,44.393815,817.083248,106.401627,12.258616,0.592949,-0.040975,72.208819,NORMAL,0.072572,7.967965
S00542,L0027,T02,542,29.862473,0.264325,43.171071,805.195628,102.015554,12.026662,0.901256,-0.043983,69.045228,NORMAL,0.22153,12.181097
S00393,L0019,T03,393,28.400215,0.349944,45.784652,819.297879,104.223179,11.604785,0.862368,-0.043125,69.317868,NORMAL,0.124844,8.712438
S00442,L0022,T04,442,33.565032,1.257449,45.243275,800.288255,96.728456,12.425604,1.151789,-0.033459,68.728099,LEAK,0.72984,26.276567
S00138,L0006,T01,138,27.277647,0.343545,43.305891,815.956947,109.220072,12.531028,0.740058,-0.04181,73.889672,NORMAL,0.132112,7.025543
S00339,L0016,T04,339,29.362827,0.349378,43.226856,809.937988,104.371845,12.146971,1.006894,,76.466313,NORMAL,0.232364,8.713751
S00139,L0006,T01,139,27.319221,0.198695,45.691503,789.340634,106.801889,13.101321,0.691966,-0.046096,71.37584,NORMAL,0.160361,3.530245
S00614,L0030,T01,614,28.178131,0.360295,44.445524,804.044124,103.022022,12.662902,0.338829,-0.039748,75.702747,NORMAL,0.13887,7.816228
S00763,L0038,T02,763,28.489851,0.451049,41.796238,838.408701,105.526937,12.419055,0.717716,-0.046891,69.617755,NORMAL,0.183276,6.569276
S00251,L0012,T04,251,26.972976,0.369228,45.288461,900.845149,100.813093,11.696413,0.480439,-0.051455,69.847286,NORMAL,0.345771,12.385492
S00306,L0015,T02,306,27.619794,0.074399,46.858164,825.54118,110.78112,12.962971,0.551816,-0.035568,71.045651,NORMAL,0.051463,5.495433
S00764,L0038,T02,764,27.985612,0.301645,47.168874,808.373054,101.63223,11.745777,0.724513,-0.045369,80.546949,NORMAL,0.105198,1.855442
S00685,L0034,T01,685,25.959823,0.453811,42.830458,858.542278,104.949552,12.771964,0.506944,-0.036133,75.645503,NORMAL,0.311817,12.510172
S00283,L0014,T01,283,,0.504947,41.312015,822.578602,106.442217,12.026826,0.808873,-0.064243,66.679221,NORMAL,0.1746,4.588083
S00502,L0025,T01,502,28.963937,0.362487,45.002404,839.697383,104.423174,12.752566,,-0.035597,72.167644,NORMAL,0.267697,8.732353
S00369,L0018,T02,369,27.849679,0.55482,44.025371,790.287948,106.07703,11.092365,0.890263,-0.045306,72.627371,NORMAL,0.243067,12.648244
S00664,L0033,T01,664,28.240013,0.247459,47.666751,845.759494,104.798262,12.674276,0.838801,-0.044221,73.411048,DRIFT,0.147964,6.298167
S00171,L0008,T02,171,26.870528,0.282834,44.216632,865.826303,109.782909,11.357353,0.646929,-0.04806,72.048118,NORMAL,0.241748,14.404931
S00557,L0027,T02,557,28.154549,0.259527,42.756846,808.761832,107.814513,12.22472,0.617047,-0.027764,73.864662,NORMAL,0.100705,8.616125
S00566,L0028,T01,566,28.36286,0.383206,46.047251,802.28018,100.583766,12.006554,0.922795,-0.03812,68.285789,NORMAL,0.188943,8.10127
S00117,L0005,T01,117,28.339352,0.535485,43.834831,831.624531,103.375412,12.178127,0.771912,-0.032851,68.724586,NORMAL,0.1799,10.907814
S00301,L0015,T02,301,26.49021,0.468483,43.346081,826.191336,109.363061,11.547354,1.058772,-0.044208,76.422646,NORMAL,0.272782,8.623217
S00426,L0021,T03,426,27.776347,0.298051,46.359516,825.023159,102.535954,10.709994,0.836267,-0.060205,74.070321,NORMAL,0.10732,6.691718
S00552,L0027,T01,552,34.287224,1.014291,46.514699,814.063044,93.921602,11.232234,1.065618,-0.036935,74.328446,LEAK,0.649181,21.331778
S00680,L0034,T01,680,29.749482,0.312641,43.865357,812.549712,104.754981,11.490344,1.005874,-0.027725,72.503715,NORMAL,0.235729,6.981182
S00543,L0027,T04,543,26.796398,0.426414,44.870247,801.43171,100.509172,11.267156,0.329489,-0.044378,75.17603,NORMAL,0.213204,9.423322
S00760,L0038,T02,760,29.256771,0.283304,45.697943,824.569468,103.03068,13.004264,0.739134,-0.035466,69.236955,NORMAL,0.145088,2.154799
S00364,L0018,T04,364,27.234493,0.26139,45.276488,766.942421,104.261382,11.715508,0.934248,-0.040587,75.211552,NORMAL,0.269829,12.196299
S00296,L0014,T01,296,29.170641,0.291532,45.235828,815.702383,109.527551,12.017655,0.84583,-0.043457,72.428153,NORMAL,0.153617,4.875803
S00150,L0007,T02,150,28.673233,0.441149,46.602981,828.30602,110.327436,10.893532,0.894246,-0.022549,73.99501,NORMAL,0.188276,11.240812
S00395,L0019,T01,395,27.740011,0.410082,45.078029,820.838708,109.724482,12.596982,0.958719,-0.044423,70.672688,NORMAL,0.157297,6.320589
S00660,L0033,T02,660,27.914638,0.247847,44.325413,842.872881,100.926092,11.632071,0.744119,-0.040485,69.030951,NORMAL,0.123412,7.487178
S00003,L0000,T03,3,28.664187,0.138857,44.737839,817.546256,106.903569,10.732944,0.842514,-0.036068,74.05767,NORMAL,0.084686,3.939015
S00678,L0033,T01,678,27.039333,0.349752,41.835779,848.64298,,10.998083,1.037145,-0.033014,66.744145,NORMAL,0.266365,13.120131
S00625,L0031,T01,625,27.26059,0.438545,45.31445,821.371003,103.979969,12.062571,0.951101,-0.034563,,NORMAL,0.187809,7.215169
S00106,L0005,T02,106,29.144325,0.193494,47.024723,838.9073,106.622205,11.823374,0.512283,-0.028391,73.745085,NORMAL,0.152858,4.964557
S00550,L0027,T04,550,26.004654,0.420915,45.01852,847.348725,103.755127,12.27213,0.69084,-0.036247,71.125989,NORMAL,0.273368,13.534064
S00289,L0014,T01,289,27.169495,0.350975,41.200502,834.301043,106.298376,12.916235,0.924382,-0.059015,69.169395,NORMAL,0.196117,8.665395
S00330,L0016,T01,330,28.746949,0.437365,44.127307,785.617787,,13.218816,0.607091,-0.041431,63.500714,NORMAL,0.232644,5.942527
S00627,L0031,T01,627,26.959201,0.496014,43.909063,826.161739,104.685057,12.510905,0.802919,-0.048138,73.163939,NORMAL,0.192177,10.332171
S00715,L0035,T02,715,29.9618,0.236794,48.13935,854.941098,106.443713,11.487515,0.882467,-0.035344,73.162092,DRIFT,0.265258,9.763155
S00634,L0031,T01,634,26.667076,0.480368,44.678367,811.869522,110.841847,12.236103,0.828978,-0.034906,73.734329,NORMAL,0.214309,6.163131
S00651,L0032,T02,651,27.359975,0.497804,42.635938,795.356179,108.932205,11.793781,0.626482,-0.041657,70.842868,NORMAL,0.218062,9.138397
S00210,L0010,T02,210,29.66178,0.229305,44.965565,805.867758,100.739063,11.45676,0.798652,-0.034545,74.364121,NORMAL,0.175746,2.265518
S00450,L0022,T01,450,28.280978,0.614267,43.884089,822.623112,108.066896,11.465777,0.971686,-0.041093,69.142059,NORMAL,0.217095,13.087265
S00505,L0025,T02,505,26.11674,0.42707,42.310934,872.306447,103.202631,11.036505,0.853813,-0.045317,73.311666,NORMAL,0.34515,9.579116
S00730,L0036,T01,730,30.357212,0.403896,48.322561,785.007232,106.188942,10.484632,0.886115,-0.049012,73.559369,DRIFT,0.327845,15.131498
S00507,L0025,T01,507,28.793969,0.458745,44.452791,824.199868,106.833663,11.620366,0.710404,-0.048677,68.176986,NORMAL,0.164884,3.855654
S00741,L0037,T01,741,27.956099,0.363852,41.352243,794.566409,105.157938,12.206228,1.380345,-0.037503,66.304854,NORMAL,0.301828,11.940768
S00315,L0015,T03,315,27.612323,0.210581,44.001006,836.667652,105.771399,12.651436,0.700715,-0.040471,76.867881,NORMAL,0.113698,7.148111
S00735,L0036,T01,735,27.854476,0.201728,40.380683,794.592141,104.10312,11.997337,0.876352,-0.040313,69.226886,NORMAL,0.140316,2.985095
S00798,L0039,T01,798,27.960139,0.456171,40.712239,844.290679,103.47334,11.215278,0.50245,-0.046737,74.259329,NORMAL,0.176763,2.866774
S00153,L0007,T04,153,26.793855,0.421268,42.904204,832.27889,108.168412,12.893326,0.784278,-0.043695,69.941278,NORMAL,0.196322,3.949018
S00606,L0030,T02,606,28.593432,0.507068,44.478406,826.265934,105.873464,12.724323,0.271798,-0.047479,72.363449,NORMAL,0.172103,3.090144
S00297,L0014,T02,297,31.679099,1.059188,45.547572,824.880086,103.503571,12.473468,1.076183,-0.046142,72.873799,LEAK,0.529998,17.000644
S00447,L0022,T01,447,27.447568,0.392141,44.988148,852.65161,100.432998,11.616951,0.340849,-0.056731,69.541622,NORMAL,0.207286,3.962335
S00491,L0024,T01,491,26.703967,0.200319,41.168864,823.866769,105.613491,12.058433,0.904456,-0.027353,76.933744,NORMAL,0.150662,6.955799
S00439,L0021,T03,439,28.428599,0.319596,42.146435,822.743541,101.115275,11.063606,1.15687,-0.053152,76.936792,NORMAL,0.197405,6.758922
S00471,L0023,T04,471,28.118289,0.271421,45.974419,818.330849,102.63214,11.798839,0.734256,-0.048784,70.440039,NORMAL,0.077942,9.051262
S00305,L0015,T01,305,28.858825,0.313366,46.006931,811.275496,104.951692,11.641795,0.746655,-0.041805,75.687152,NORMAL,0.143094,6.726405
S00054,L0002,T01,54,26.922356,0.425918,42.717807,872.133811,107.725383,12.280555,1.081827,-0.025275,66.239634,NORMAL,0.361153,9.796536
S00272,L0013,T02,272,29.777854,0.471929,42.994428,846.728581,103.960188,11.431981,0.582418,-0.05005,69.987181,NORMAL,0.273696,9.804118
S00408,L0020,T01,408,25.968859,0.274134,44.887614,841.515751,108.038916,12.614145,0.734015,-0.029409,70.775815,NORMAL,0.22388,5.062367
S00744,L0037,T02,744,28.813159,0.186147,42.409961,823.626267,102.884888,11.354099,0.981456,-0.03027,77.291842,NORMAL,0.141625,-5.350148
S00749,L0037,T01,749,29.923736,0.351333,41.790336,794.77043,104.845087,13.123634,0.335935,-0.029347,76.878461,NORMAL,0.247094,12.529036
S00128,L0006,T01,128,27.784803,0.367948,47.354248,853.363907,99.531126,10.691662,0.930205,-0.036953,74.120001,NORMAL,0.218708,4.184087
S00621,L0031,T02,621,30.475501,0.463338,48.921525,754.195405,102.691284,12.784504,0.729799,-0.037076,68.921451,DRIFT,0.404121,8.601777
S00124,L0006,T02,124,30.150701,0.459754,45.922236,811.373916,102.083082,13.239114,0.792911,-0.041647,71.434476,NORMAL,0.244039,3.057809
S00162,L0008,T02,162,29.330091,0.302336,45.007488,787.350767,107.07314,10.926268,0.867332,-0.035103,77.052192,NORMAL,0.240544,9.628808
S00267,L0013,T01,267,27.564018,0.214238,41.460858,858.998181,108.770915,13.959389,0.827818,-0.042712,73.920228,NORMAL,0.179809,5.547066
S00441,L0022,T01,441,30.956125,0.313128,41.97426,810.08453,108.954808,11.138397,0.972653,-0.044056,73.65298,NORMAL,0.29404,11.779014
S00148,L0007,T03,148,27.477769,0.36235,43.519444,784.81902,99.696755,12.548454,0.916493,-0.036182,72.115783,NORMAL,0.233775,13.664684
S00177,L0008,T01,177,27.018574,0.408469,45.220226,807.185453,111.118594,13.442964,0.826097,-0.02358,64.423189,NORMAL,0.189749,6.509471
S00759,L0037,T01,759,27.75746,0.189356,41.309254,850.17225,110.062401,10.609655,0.980476,-0.026315,63.482281,NORMAL,0.180016,10.338448
S00034,L0001,T03,34,27.529592,0.320408,44.664896,843.659206,109.541131,11.23713,0.83042,-0.043552,72.856997,NORMAL,0.170375,7.409483
S00571,L0028,T02,571,26.675325,0.21462,41.338866,821.80643,108.676165,11.891974,0.711831,-0.048096,74.125489,NORMAL,0.124405,5.184103
S00140,L0007,T03,140,29.471436,0.395523,45.714323,832.997378,105.322935,11.202809,1.01146,-0.042719,72.233793,NORMAL,0.257811,10.641948
S00456,L0022,T02,456,26.662494,0.419594,46.379185,780.882478,105.608514,12.079254,0.93539,-0.045972,72.6389,NORMAL,0.303415,7.796539
S00585,L0029,T03,585,27.338795,0.286538,45.37477,838.832779,105.617864,11.6049,0.28363,-0.038061,67.998634,NORMAL,0.151777,8.751586
S00409,L0020,T03,409,28.136238,,43.74706,787.621825,100.015147,10.836945,0.937636,-0.051632,71.473509,NORMAL,0.169366,7.175025
S00768,L0038,T02,768,29.73135,0.307458,44.126941,833.638981,104.146547,11.659222,0.7397,-0.030034,73.396092,NORMAL,0.19753,4.694607
S00094,L0004,T02,94,30.780385,0.301738,45.979501,805.434847,108.370607,11.018158,0.523295,-0.027532,79.02887,NORMAL,0.250867,8.555189
S00499,L0024,T02,499,28.703763,0.239491,42.397248,797.679452,109.582326,12.500572,0.808861,-0.038017,70.461585,NORMAL,0.153077,6.814353
S00037,L0001,T02,37,26.884739,0.201464,43.671058,825.61381,104.836446,12.42783,0.712539,-0.054792,70.196304,NORMAL,0.120164,5.644664
S00083,L0004,T01,83,26.104796,0.254186,46.182753,821.197995,103.403644,12.951775,0.769301,-0.035487,73.85144,NORMAL,0.161302,9.119094
S00489,L0024,T01,489,28.199961,0.145103,42.115566,741.973052,107.681601,13.008739,0.741385,-0.041943,69.98838,NORMAL,0.241341,10.238255
S00641,L0032,T04,641,33.156411,1.012985,43.662739,880.181264,99.334097,10.755494,1.298271,-0.044588,68.497179,LEAK,0.786088,26.369979
S00574,L0028,T01,574,29.823644,0.474748,43.915805,827.013159,109.699488,11.011162,,-0.036965,74.622906,NORMAL,0.227402,6.194809
S00202,L0010,T03,202,28.008055,0.313878,41.617597,834.787159,105.903475,13.44995,0.75975,-0.043764,71.56151,NORMAL,0.11584,3.79379
S00292,L0014,T04,292,28.170538,0.25623,43.620724,859.326082,104.75691,12.699734,0.844094,-0.040325,70.230249,NORMAL,0.181923,5.811174
S00427,L0021,T02,427,26.682139,0.565283,44.617505,804.069245,99.47162,11.655085,0.921385,-0.03314,69.170791,NORMAL,0.277387,10.89549
S00605,L0030,T02,605,28.638223,0.47887,44.965968,802.336874,103.648646,11.696058,0.812893,-0.045303,74.980537,NORMAL,0.19901,5.764896
S00392,L0019,T01,392,27.354065,0.338417,41.042506,846.927774,101.708497,12.221659,0.980782,-0.036959,70.820712,NORMAL,0.229416,7.419704
S00503,L0025,T01,503,28.329815,0.295568,42.059675,770.104567,105.76942,13.055006,0.696126,-0.046003,71.672209,NORMAL,0.215121,6.655278
S00757,L0037,T01,757,27.745213,0.564393,46.465879,814.517925,102.908354,12.220914,0.872412,-0.042603,72.127951,NORMAL,0.185646,7.850013
S00237,L0011,T01,237,25.678773,0.409111,42.867543,818.407652,108.09757,11.713614,0.567881,-0.028905,72.253915,NORMAL,0.22232,5.417304
S00082,L0004,T01,82,29.438041,0.368407,45.174359,789.006111,104.756943,10.781288,0.989167,-0.037241,72.739341,NORMAL,0.28878,10.226098
S00193,L0009,T03,193,27.787826,0.262494,44.83619,776.709577,103.060192,10.722009,0.542338,-0.042816,70.501325,NORMAL,0.184458,8.458489
S00709,L0035,T01,709,26.880331,0.37232,47.751704,757.278877,109.080383,12.315062,0.831506,-0.047102,70.43154,NORMAL,0.313743,11.240359
S00637,L0031,T01,637,26.588709,0.444663,44.154183,799.993732,103.059978,12.112267,0.723806,-0.049138,68.0235,NORMAL,0.231746,8.74552
S00777,L0038,T02,777,27.725536,0.498225,45.007891,783.869978,102.009729,10.971518,0.856577,-0.026438,71.485534,NORMAL,0.242749,8.588119
S00608,L0030,T01,608,27.584963,0.251932,45.062414,839.17967,103.67865,12.586529,0.571093,-0.048816,66.017301,NORMAL,0.131684,8.507087
S00761,L0038,T01,761,26.792987,0.313807,42.054847,839.951863,101.146919,12.230607,0.830944,-0.041824,70.782878,NORMAL,0.196418,5.275251
S00619,L0030,T01,619,33.032362,1.288849,42.159505,812.398504,101.142424,12.299251,0.780786,-0.049228,75.539397,LEAK,0.592834,16.911724
S00052,L0002,T02,52,27.02359,0.275382,46.055043,831.557056,102.861868,12.513274,0.018597,-0.035927,70.254855,NORMAL,0.146559,1.748696
S00422,L0021,T02,422,29.974248,0.639901,41.081407,800.238025,108.667314,12.383167,0.842555,-0.036065,70.614229,NORMAL,0.318731,10.761859
S00205,L0010,T01,205,28.142545,0.214233,43.37093,768.999825,109.045697,12.535981,0.378931,-0.024494,75.23257,NORMAL,0.188186,9.302649
S00755,L0037,T01,755,30.318818,0.265661,45.060955,853.332745,105.266518,12.092403,,-0.032475,68.516939,DRIFT,0.265688,9.638225
S00451,L0022,T01,451,27.717103,0.182759,42.659394,834.016993,108.498142,11.771463,0.853928,-0.037789,73.210056,NORMAL,0.108359,4.822926
S00729,L0036,T03,729,28.887856,0.545443,44.097129,788.596878,99.051505,11.865665,1.182306,-0.041065,77.642495,NORMAL,0.354838,8.942634
S00751,L0037,T01,751,28.933163,0.415917,44.966582,805.517782,101.793832,11.651486,0.790026,-0.039924,69.70492,NORMAL,0.186843,9.474781
S00225,L0011,T01,225,28.052812,0.411703,45.702919,798.126501,104.891591,10.566633,0.704027,-0.048755,74.57224,NORMAL,0.16025,8.35495
S00236,L0011,T02,236,28.469302,0.206218,43.862167,822.021539,105.881568,12.339685,0.746547,-0.036666,73.787141,NORMAL,0.080073,0.968423
S00286,L0014,T02,286,27.848295,,315.095106,813.829451,103.716827,10.326322,0.968403,-0.053085,76.867012,NORMAL,0.188006,6.430673
S00014,L0000,T01,14,29.005319,0.427499,44.730283,826.689186,105.411226,11.282515,1.074438,-0.037337,68.244939,NORMAL,0.242473,7.53092
S00789,L0039,T03,789,31.965926,0.440597,49.745721,810.599282,107.697244,11.791469,0.719729,-0.037413,73.386106,DRIFT,0.331947,10.570933
S00198,L0009,T01,198,29.197458,0.211522,42.237492,815.947805,109.049392,12.520312,0.360937,-0.047037,75.184983,NORMAL,0.122884,1.204039
S00750,L0037,T03,750,30.374702,0.505933,46.539436,854.693763,109.031366,11.428116,1.162418,-0.046342,70.801274,DRIFT,0.422557,11.449831
S00657,L0032,T01,657,28.713822,0.419291,44.361429,876.06618,107.872793,11.043422,0.619422,-0.043648,74.944327,NORMAL,0.280679,9.695732
