sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00432,L0021,T01,432,35,273.143071,17.84814,46.463195,1.79158,0,-2.069774,0.362344,0.03,0.029887,LOW
S00328,L0016,T01,328,53,88.441523,19.481803,42.895362,1.096878,3,0.360075,0.30046,0.107367,0.036227,LOW
S00274,L0013,T02,274,145,34.375516,18.15516,63.360385,384.974189,2,-0.288037,0.291334,0.132664,0.01966,LOW
S00182,L0009,T03,182,99,1136.26322,17.474944,43.28622,962.83948,0,-2.559602,0.392377,0.03,0.029887,LOW
S00672,L0033,T01,672,132,33.241363,19.802397,60.212067,17.469469,4,0.961445,0.340008,0.071989,0.072974,LOW
S00022,L0001,T01,22,164,403.196904,17.695524,35.817402,39.976499,5,1.591331,0.382661,0.03,0.150588,HIGH
S00201,L0010,T02,201,127,3676.599597,19.338907,45.889844,174.821961,4,-0.008614,0.394371,0.03,0.111056,LOW
S00105,L0005,T03,105,175,3954.633963,20.715015,50.236488,28.162981,5,0.908651,0.458451,0.03,0.150588,HIGH
S00177,L0008,T01,177,107,44.791941,17.643344,49.789908,104.83158,2,-0.319318,0.295743,0.154,0.015612,LOW
S00429,L0021,T02,429,173,45.389435,20.081591,56.07477,13.186292,6,2.541698,0.31679,0.093429,0.111281,LOW
S00605,L0030,T01,605,23,316.251998,19.771754,36.99276,454.005515,5,1.549989,0.385501,0.024993,0.150588,HIGH
S00474,L0023,T02,474,122,1070.323016,18.578097,53.305052,1.287136,6,1.950603,0.427289,0.03,0.201009,HIGH
S00256,L0012,T02,256,134,10.309315,17.142223,48.309058,659.906727,6,2.680504,0.291969,0.165677,0.053533,LOW
S00192,L0009,T01,192,51,106.622347,16.861382,35.386471,27.289879,7,3.014776,0.344145,0.03,0.263084,HIGH
S00544,L0027,T01,544,134,726.768959,17.160049,45.380136,2.242634,3,-0.087043,0.413349,0.03,0.080913,LOW
S00360,L0018,T01,360,155,337.304106,17.588508,46.650972,3.810392,7,2.898596,0.380933,0.03,0.263084,HIGH
S00374,L0018,T02,374,48,1839.077405,17.576296,49.609548,241.085102,7,2.370963,0.43826,0.03,0.263084,HIGH
S00241,L0012,T01,241,22,30.521921,20.247017,43.992619,9.671731,3,0.360832,0.339009,0.033312,0.078245,LOW
S00287,L0014,T01,287,139,537.931058,17.46087,39.741381,97.432502,7,2.675984,0.398215,0.03,0.263084,HIGH
S00702,L0035,T02,702,98,220.881565,18.305122,44.955005,,3,0.106212,0.272259,0.105655,0.036891,LOW
S00250,L0012,T03,250,66,89.34396,19.253554,44.918272,67.414252,7,2.974982,0.306118,0.092886,0.151646,HIGH
S00405,L0020,T01,405,51,15.949153,18.269031,52.197918,94.820697,2,-0.249683,0.249014,0.252763,0.005323,LOW
S00090,L0004,T01,90,175,2431.51392,17.162787,56.195471,8.081609,3,-0.737964,0.44653,0.03,0.080913,LOW
S00300,L0015,T01,300,51,608.354992,18.892607,44.141989,48.941689,2,-0.880911,0.361545,0.03,0.058415,LOW
S00645,L0032,T02,645,110,47.527187,15.994829,42.884903,207.674583,2,-0.574197,0.347448,0.071492,0.037818,LOW
S00070,L0003,T03,70,162,117.50192,17.235935,40.800211,343.598696,1,-1.347401,0.335464,0.03,0.041887,LOW
S00242,L0012,T01,242,167,21.039768,16.65798,35.310873,1.144993,4,0.962356,0.352708,0.036164,0.104537,LOW
S00254,L0012,T01,254,49,118.467315,18.532385,41.269827,518.131662,7,3.059694,0.410494,0.03,0.263084,HIGH
S00602,L0030,T01,602,47,4092.274309,16.300749,25.044724,1.97438,5,0.542012,0.444898,0.03,0.150588,HIGH
S00422,L0021,T01,422,92,1895.419173,18.983799,46.076374,130.516086,4,0.273072,0.406962,0.03,0.111056,LOW
S00075,L0003,T01,75,88,101.920878,19.027261,44.082086,70.484382,3,0.253455,0.330729,0.066571,0.055605,LOW
S00052,L0002,T02,52,64,12.16865,17.625785,36.096682,25.538982,1,-0.706672,0.260132,0.168875,0.0094,LOW
S00072,L0003,T01,72,44,33.045773,17.742197,38.304706,28.486694,5,1.78453,0.314744,0.082652,0.090366,LOW
S00064,L0003,T01,64,8,11.409285,17.933342,44.654692,12.526129,3,0.616632,0.319022,0.142092,0.025013,LOW
S00489,L0024,T02,489,25,58.936518,19.223191,43.114978,759.136375,0,-1.688773,0.375883,0.03,0.029887,LOW
S00580,L0029,T01,580,114,4358.869845,17.975385,41.200313,40.151699,4,-0.012395,0.419116,0.03,0.111056,LOW
S00504,L0025,T02,504,137,125.093967,18.155059,52.107974,7.751539,2,-0.392572,0.296302,0.055082,0.044963,LOW
S00323,L0016,T01,323,191,484.414743,16.885156,46.07472,1.703378,0,-2.297274,0.418184,0.03,0.029887,LOW
S00658,L0032,T02,658,130,2082.861122,15.877689,35.953023,4.789445,0,-2.72047,0.399584,0.03,0.029887,LOW
S00673,L0033,T01,673,137,91.771239,19.273927,55.426752,81.396058,3,0.331583,0.311115,0.058083,0.060716,LOW
S00371,L0018,T01,371,158,1341.510955,20.928496,34.921064,2.355364,1,-1.660723,0.407087,0.03,0.041887,LOW
S00346,L0017,T03,346,94,3214.483801,19.585242,51.692194,34.753046,6,1.614516,0.407474,0.03,0.201009,HIGH
S00259,L0012,T03,259,152,39.032497,17.954475,47.803101,74.128393,3,0.377296,0.331439,0.034133,0.077596,LOW
S00796,L0039,T03,796,111,1783.445731,17.367656,52.35666,8.515648,4,0.445634,0.40548,0.03,0.111056,LOW
S00437,L0021,T01,437,51,2077.470661,18.091762,30.919376,466.95452,2,-1.256505,0.429981,0.03,0.058415,LOW
S00173,L0008,T02,173,115,350.964613,16.956638,40.871255,53.301785,0,-2.275109,0.358725,0.03,0.029887,LOW
S00598,L0029,T01,598,154,2172.794665,17.285831,51.079265,,1,-1.966802,0.422613,0.03,0.041887,LOW
S00350,L0017,T01,350,81,73.844527,18.20266,54.588912,71.298377,5,1.767463,0.299288,0.074897,0.097628,LOW
S00705,L0035,T02,705,6,96.756896,18.737801,36.5702,65.172516,,3.072557,0.355987,0.03,0.263084,HIGH
S00685,L0034,T01,685,67,38.726531,16.158246,54.900108,114.156239,0,-1.979826,0.28767,0.207683,0.004344,LOW
S00503,L0025,T01,503,37,57.613951,17.620397,49.470662,3.73626,2,-0.535133,0.376544,0.03,0.058415,LOW
S00160,L0008,T01,160,98,34.079561,17.13853,37.214796,77.646249,4,1.077653,0.314785,0.13018,0.039849,LOW
S00267,L0013,T02,267,67,1186.473615,,39.867404,18.373397,0,-2.5228,0.426399,0.03,0.029887,LOW
S00084,L0004,T03,84,184,29.73395,16.988269,44.59771,13.319053,,3.168888,0.361202,0.039957,0.242406,HIGH
S00304,L0015,T01,304,52,30.836629,19.481036,31.990629,22.272778,5,1.912441,0.335145,0.03,0.150588,HIGH
S00031,L0001,T01,31,82,20.860056,19.973083,30.990322,61.024711,3,0.700252,0.239367,0.198995,0.013534,LOW
S00795,L0039,T02,795,127,4451.124799,16.415749,41.831454,264.244953,0,-3.055694,0.418065,0.03,0.029887,LOW
S00151,L0007,T01,151,89,287.327077,17.942062,46.824916,1.489356,1,-1.538634,0.362989,0.042258,0.036797,LOW
S00687,L0034,T02,687,31,60.029293,18.709531,45.215448,5.798548,5,1.70973,0.348023,0.03,0.150588,HIGH
S00687,L0034,T02,687,31,60.029293,18.709531,45.215448,5.798548,5,1.70973,0.348023,0.03,0.150588,HIGH
S00699,L0034,T02,699,51,124.785278,18.036623,36.555027,5.610982,4,1.066591,0.313869,0.037886,0.102776,LOW
S00227,L0011,T01,227,164,271.650261,18.905211,35.922478,6.060888,0,-1.86125,0.418846,0.03,0.029887,LOW
S00683,L0034,T03,683,90,3.378914,17.9083,39.147139,310.784945,1,-1.067296,0.296815,0.146923,0.008504,LOW
S00014,L0000,T01,14,14,19.640315,19.333285,49.644888,1.416707,0,-1.755469,0.334565,0.171559,0.00645,LOW
S00453,L0022,T01,453,130,1722.162583,20.170955,34.519234,4.464698,0,-2.573586,0.406161,0.03,0.029887,LOW
S00154,L0007,T03,154,192,43.179581,17.26163,28.56288,169.760395,3,0.210647,0.382034,0.03,0.080913,LOW
S00610,L0030,T01,610,131,252.953399,18.715704,50.245146,30.898276,6,2.207385,0.356736,0.03,0.201009,HIGH
S00329,L0016,T02,329,131,92.904424,18.533638,38.184819,7.790636,2,-0.444025,0.324819,0.03,0.058415,LOW
S00528,L0026,T01,528,125,53.824953,16.723629,44.778915,34.358218,4,1.028029,0.310473,0.11856,0.045038,LOW
S00678,L0033,T02,678,113,4149.631918,15.770493,32.6803,18.413561,6,1.159721,0.453048,0.03,0.201009,HIGH
S00288,L0014,T01,288,82,296.629077,16.893499,52.737546,1.600726,5,1.329016,0.370575,0.03,0.150588,HIGH
S00679,L0033,T02,679,146,429.319382,19.298355,68.59934,1.050455,7,2.840969,0.319702,0.08929,0.156805,HIGH
S00167,L0008,T01,167,158,1102.424399,16.726175,57.188795,7.093786,2,-0.845031,0.410642,0.03,0.058415,LOW
S00665,L0033,T03,665,147,592.892223,18.167568,49.951201,87.714305,7,2.837151,0.401153,0.03,0.263084,HIGH
S00734,L0036,T01,734,185,26.927212,17.519871,41.286592,635.818455,3,0.301864,0.334566,0.039292,0.073631,LOW
S00265,L0013,T01,265,27,168.527619,17.646011,46.335647,3.010042,3,0.32518,0.325294,0.03,0.080913,LOW
S00186,L0009,T02,186,11,389.15118,18.010071,26.460365,143.195462,5,1.439849,0.428546,0.03,0.150588,HIGH
S00424,L0021,T03,424,180,2206.439646,17.587904,51.221523,10.785407,2,-1.356011,0.509525,0.03,0.058415,LOW
S00181,L0009,T01,181,126,935.564818,17.036403,40.804492,35.38799,7,2.634742,0.400387,0.03,0.263084,HIGH
S00279,L0013,T03,279,99,999.318522,16.39265,54.987242,253.737515,6,1.945899,0.362391,0.03,0.201009,HIGH
S00283,L0014,T02,283,94,511.954259,19.863345,49.6433,2.468836,0,-2.215891,0.342536,0.03,0.029887,LOW
S00484,L0024,T01,484,99,4627.071576,20.077572,31.824111,230.190958,1,-2.194381,0.382717,0.03,0.041887,LOW
S00502,L0025,T01,502,134,13.443946,17.080459,44.229496,817.907361,6,2.62629,0.2829,0.256255,0.020456,LOW
S00707,L0035,T01,707,71,29.438749,19.138656,42.455273,176.932375,0,-1.662812,0.275299,0.138705,0.009232,LOW
S00492,L0024,T01,492,38,3023.670885,16.751382,46.72752,5.311339,1,-2.180089,0.453669,0.03,0.041887,LOW
S00710,L0035,T01,710,179,1611.231826,17.505401,49.244593,4.289621,4,0.068826,0.44516,0.03,0.111056,LOW
S00654,L0032,T01,654,83,998.90394,20.460408,45.73727,275.143952,5,1.144861,0.35171,0.03,0.150588,HIGH
S00193,L0009,T03,193,73,195.797143,16.384434,317.30119,9.008926,3,0.029774,0.384864,0.03,0.080913,LOW
S00633,L0031,T01,633,146,3983.720297,17.404735,46.914147,14.837182,2,-1.629109,0.451374,0.03,0.058415,LOW
S00332,L0016,T01,332,18,12.364744,19.670514,39.475976,941.527587,6,2.760077,0.310763,0.153905,0.060486,LOW
S00196,L0009,T01,196,101,2583.96379,17.244216,54.952999,234.19491,7,2.263242,0.412228,0.03,0.263084,HIGH
S00309,L0015,T01,309,108,441.712083,19.45291,55.218234,72.928651,2,-0.566582,0.277018,0.079015,0.034919,LOW
S00526,L0026,T02,526,121,27.934485,18.020235,51.959808,25.804487,2,-0.405739,0.329379,0.088492,0.031572,LOW
S00116,L0005,T03,116,112,1774.725705,18.965022,51.608284,31.768899,4,0.511048,0.385136,0.03,0.111056,LOW
S00093,L0004,T02,93,90,99.685829,16.715834,35.581077,89.452903,7,2.867005,0.268783,0.107675,0.131881,HIGH
S00156,L0007,T02,156,132,24.564719,17.896897,49.786378,26.527514,3,0.408931,0.328176,0.085879,0.045448,LOW
S00085,L0004,T01,85,76,238.572845,18.049748,47.426331,17.6633,3,0.111867,0.319011,0.03,0.080913,LOW
S00388,L0019,T01,388,169,68.265381,16.963048,45.555024,4.9795,4,1.042037,0.343083,0.058408,0.083748,LOW
S00465,L0023,T02,465,97,24.958321,20.081756,59.804395,27.063909,4,1.274726,0.245066,0.185004,0.022204,LOW
S00614,L0030,T02,614,146,89.870761,17.383969,51.698576,7.395579,3,0.293225,0.306438,0.054742,0.062846,LOW
S00426,L0021,T02,426,185,31.221601,17.701073,39.139806,85.470447,2,-0.218223,0.309425,0.101982,0.027337,LOW
S00076,L0003,T01,76,75,234.733068,16.591062,38.799575,105.363771,6,2.107584,0.371546,0.03,0.201009,HIGH
S00210,L0010,T01,210,25,11.818469,16.611062,40.572725,85.321994,6,2.331733,0.282059,0.128247,0.078658,LOW
S00789,L0039,T02,789,130,17.126228,18.15775,51.718383,5.709952,5,1.921595,0.321287,0.137782,0.051387,LOW
S00786,L0039,T02,786,153,44.349089,17.704969,50.714066,8.329227,5,1.717666,0.30935,0.12117,0.061061,LOW
S00294,L0014,T01,294,128,1173.565648,20.224862,45.191851,6.536816,2,-0.963687,0.357289,0.03,0.058415,LOW
S00273,L0013,T01,273,13,34.920001,19.822761,47.42517,76.942704,3,0.603805,0.324934,0.061197,0.058791,LOW
S00454,L0022,T01,454,24,2996.317606,21.212973,40.295524,145.686243,,-1.128517,0.474745,0.03,0.058415,LOW
S00222,L0011,T02,222,104,185.48569,17.318444,38.316457,154.160502,4,0.819886,0.320007,0.03,0.111056,LOW
S00092,L0004,T02,92,50,18.177981,19.244369,46.726178,19.677521,,1.973381,0.249323,0.166422,0.038029,LOW
S00524,L0026,T03,524,65,682.155874,17.756858,34.569308,11.503376,1,-1.560389,0.342452,0.03,0.041887,LOW
S00394,L0019,T01,394,184,25.146474,17.840248,51.462756,40.016441,6,2.456008,0.34682,0.070483,0.138797,HIGH
S00744,L0037,T03,744,25,216.177043,18.232414,44.435706,10.442386,,3.127054,0.428859,0.03,0.263084,HIGH
S00493,L0024,T01,493,123,852.993868,16.392927,53.070117,60.951036,2,-1.046033,0.406259,0.03,0.058415,LOW
S00478,L0023,T03,478,82,3260.422885,18.976296,37.446709,203.472777,0,-2.822332,0.41996,0.03,0.029887,LOW
S00552,L0027,T01,552,36,671.938245,18.482822,25.954432,155.154493,2,-0.719813,0.416838,0.03,0.058415,LOW
S00333,L0016,T02,333,38,18.551158,14.785812,60.568434,707.635862,7,3.158528,0.293399,0.10491,0.135403,HIGH
S00445,L0022,T01,445,22,509.820418,17.902246,42.30258,15.071502,5,1.232479,0.41897,0.03,0.150588,HIGH
S00406,L0020,T01,406,1,44.189991,18.90129,55.094287,85.344338,0,-1.741897,0.399991,0.03,0.029887,LOW
S00785,L0039,T02,785,65,31.091719,16.397021,31.216217,29.179285,2,-0.426184,0.314591,0.03,0.058415,LOW
S00094,L0004,T01,94,86,2074.650518,17.633648,58.459098,462.62193,5,1.004327,0.3609,0.03,0.150588,HIGH
S00179,L0008,T01,179,44,19.052668,19.747823,36.031933,354.960701,4,1.300491,0.306383,0.091833,0.059515,LOW
S00440,L0022,T01,440,184,284.64072,18.237487,,5.059863,1,-1.462842,0.421423,0.03,0.041887,LOW
S00083,L0004,T01,83,185,4875.368207,18.627886,48.059592,31.434654,5,0.482022,0.473575,0.03,0.150588,HIGH
S00746,L0037,T01,746,13,3790.995563,17.493117,47.961302,1.12037,5,0.544058,0.470288,0.03,0.150588,HIGH
S00352,L0017,T01,352,123,39.939193,17.029864,44.728851,2.004869,6,2.598122,0.320657,0.050227,0.167633,HIGH
S00275,L0013,T01,275,73,25.461429,17.363899,42.886993,30.602099,6,2.604198,0.287586,0.130047,0.077235,LOW
S00477,L0023,T01,477,107,118.850293,16.157027,39.348552,137.547369,3,0.042674,0.334437,0.045177,0.069335,LOW
S00219,L0010,T02,219,94,106.196096,18.351879,61.900162,102.8311,6,2.339974,0.332668,0.03,0.201009,HIGH
S00363,L0018,T01,363,99,3143.670916,16.506726,43.088776,1.524945,0,-2.827618,0.408776,0.03,0.029887,LOW
S00449,L0022,T01,449,125,21.823274,20.99077,49.896177,230.336603,7,3.564996,0.299282,0.106403,0.133492,HIGH
S00062,L0003,T01,62,23,4773.388313,16.613707,56.203977,196.856145,6,1.234674,0.450271,0.03,0.201009,HIGH
S00778,L0038,T02,778,14,339.812901,16.412219,47.404959,69.644128,3,-0.182375,0.400732,0.03,0.080913,LOW
S00315,L0015,T01,315,46,560.46535,18.552491,36.613979,298.353746,3,-0.023616,0.391583,0.03,0.080913,LOW
S00379,L0018,T01,379,180,87.511366,18.625013,44.302228,,2,-0.596669,0.34237,0.03,0.058415,LOW
S00027,L0001,T02,27,113,96.622888,15.562029,,73.40672,5,1.612744,0.344923,0.03,0.150588,HIGH
S00630,L0031,T02,630,51,3805.537037,19.418589,33.480339,1.298674,5,0.902892,0.438399,0.03,0.150588,HIGH
S00472,L0023,T01,472,123,44.197661,19.680592,52.357756,17.884039,2,-0.091682,0.328303,0.043376,0.050828,LOW
S00199,L0009,T03,199,192,179.912622,19.399572,51.536027,10.259653,7,3.103015,0.349032,-0.052669,0.245588,HIGH
S00717,L0035,T01,717,99,4383.462743,17.139937,43.949088,14.976107,2,-1.58534,0.431546,0.03,0.058415,LOW
S00054,L0002,T02,54,53,42.590506,16.915864,49.039896,301.940644,2,-0.400864,0.291968,0.104371,0.026647,LOW
S00155,L0007,T02,155,164,3328.237002,18.892867,,615.799561,5,0.79271,0.44645,0.03,0.150588,HIGH
S00652,L0032,T01,652,20,27.239786,20.100636,36.374298,1.286001,2,-0.185127,0.325498,0.093439,0.02995,LOW
S00234,L0011,T01,234,165,60.656673,16.887362,39.408075,4.667082,7,3.099098,0.346585,0.03,0.263084,HIGH
S00619,L0030,T01,619,14,2227.478976,18.44832,41.774503,54.62464,3,-0.34635,0.485261,0.03,0.080913,LOW
S00144,L0007,T01,144,162,72.25068,16.563158,34.954075,8.383349,1,-1.382618,0.311557,0.047064,0.034969,LOW
S00176,L0008,T01,176,6,1715.782045,16.644568,44.294419,19.352725,1,-1.999759,0.446199,0.03,0.041887,LOW
S00214,L0010,T01,214,33,,19.101791,30.245109,50.61011,0,-2.009089,0.376506,0.03,0.029887,LOW
S00149,L0007,T01,149,35,4392.676767,20.326226,48.43778,217.232696,5,0.685095,0.428279,0.03,0.150588,HIGH
S00571,L0028,T02,571,57,116.421041,17.726202,34.745372,111.189115,7,2.932405,0.345676,0.03,0.263084,HIGH
S00763,L0038,T01,763,68,129.771409,20.694812,43.472641,632.509517,3,0.23533,0.318473,0.041788,0.07178,LOW
S00099,L0004,T02,99,79,94.679116,18.880224,42.228088,992.846477,1,-1.25617,0.314053,0.044137,0.036072,LOW
S00576,L0028,T01,576,20,18.760857,21.044327,51.547126,37.684184,3,0.628258,0.356923,0.03,0.080913,LOW
S00559,L0027,T01,559,13,1089.280525,18.287858,42.311811,444.026197,6,1.951284,0.433107,0.03,0.201009,HIGH
S00540,L0027,T01,540,10,639.932412,16.710278,53.086057,160.765097,2,-0.974791,0.366644,0.03,0.058415,LOW
S00663,L0033,T03,663,183,28.980752,18.791512,47.208078,1.819053,0.6,2.493505,0.300054,0.159975,0.056801,LOW
S00261,L0013,T02,261,85,3481.11705,16.501817,41.672692,22.221292,6,1.453581,0.442531,0.03,0.201009,HIGH
S00792,L0039,T02,792,86,1475.38618,16.311372,42.396213,22.835148,4,0.309759,0.41269,0.03,0.111056,LOW
S00387,L0019,T01,387,122,632.887311,19.879327,47.413401,2.361002,1,-1.546082,0.386314,0.03,0.041887,LOW
S00202,L0010,T02,202,116,275.622,21.095046,30.789625,8.395249,0,-2.177717,0.376793,0.03,0.029887,LOW
S00216,L0010,T02,216,105,1098.974175,18.240907,44.911891,6.447797,4,0.274037,0.387869,0.03,0.111056,LOW
S00195,L0009,T03,195,132,11.988279,19.811851,59.321865,20.900759,7,3.541995,0.303611,0.156341,0.081679,LOW
S00776,L0038,T01,776,144,206.054456,17.625962,46.646294,731.068035,3,0.098298,0.372617,0.03,0.080913,LOW
S00396,L0019,T01,396,97,812.773247,19.039729,45.890808,1.248701,1,-1.571684,0.354806,0.03,0.041887,LOW
S00787,L0039,T03,787,29,21.287451,17.03296,40.018657,2.408589,4,1.150603,0.333984,0.08796,0.061945,LOW
S00560,L0028,T02,560,14,685.62928,19.091382,48.574573,1.110053,1,-1.589603,0.41539,0.03,0.041887,LOW
S00794,L0039,T02,794,160,483.093758,18.730091,57.551711,6.796391,3,-0.176618,0.391145,0.03,0.080913,LOW
S00459,L0022,T03,459,159,388.537769,17.843633,44.569009,4.616781,0,-2.30368,0.34582,0.03,0.029887,LOW
S00660,L0033,T02,660,78,719.373022,18.342315,47.667319,309.465032,0,-2.348063,0.380505,0.03,0.029887,LOW
S00649,L0032,T01,649,90,1232.292097,19.862219,53.908125,2.974235,5,1.131184,0.392615,0.03,0.150588,HIGH
S00509,L0025,T01,509,85,601.934381,17.528772,50.921823,158.910921,0,-2.240768,0.390364,0.03,0.029887,LOW
S00355,L0017,T02,355,77,3175.185796,15.589116,55.835455,1.497015,4,-0.079988,0.394866,0.03,0.111056,LOW
S00693,L0034,T01,693,34,17.275748,16.85752,37.885009,46.158724,5,1.972726,0.279586,0.273832,0.011984,LOW
S00523,L0026,T01,523,130,1937.379549,15.933023,38.920697,153.901844,3,-0.629183,0.444096,0.03,0.080913,LOW
S00556,L0027,T01,556,28,41.268818,18.717819,44.70756,20.979773,3,0.40458,0.320083,0.130534,0.028308,LOW
S00410,L0020,T01,410,155,10.454411,16.734498,52.549979,2.2961,3,0.58466,0.285976,0.115206,0.033334,LOW
S00289,L0014,T01,289,75,2357.557725,18.016212,45.82199,609.407918,4,0.322787,0.357236,0.03,0.111056,LOW
S00545,L0027,T03,545,119,198.753531,18.922668,59.198725,153.036652,7,3.078562,0.365005,0.03,0.263084,HIGH
S00303,L0015,T01,303,188,504.299203,15.940631,37.564947,2.03225,7,2.636637,0.43362,0.03,0.263084,HIGH
S00632,L0031,T03,632,78,27.164024,19.054298,48.833326,46.410708,3,0.548328,0.316298,0.095121,0.041236,LOW
S00686,L0034,T02,686,12,2784.228967,17.173969,46.876271,29.531644,4,-0.079005,0.464557,0.03,0.111056,LOW
S00082,L0004,T01,82,148,3185.530667,19.353741,52.575194,995.753469,1,-2.066386,0.435461,0.03,0.041887,LOW
S00286,L0014,T02,286,51,,18.422918,46.646828,32.67413,3,-0.594632,0.452708,0.03,0.080913,LOW
S00007,L0000,T01,7,29,1618.686837,20.126557,41.619166,1.949698,7,2.594516,0.44007,0.03,0.263084,HIGH
S00516,L0025,T01,516,90,10.404708,17.6133,37.555476,12.426816,1,-0.822026,0.233357,0.179496,0.008372,LOW
S00255,L0012,T01,255,111,16.660628,19.550748,56.977376,31.118921,2,-0.262017,0.250727,0.143997,0.017396,LOW
S00587,L0029,T01,587,173,673.654648,20.007599,28.923384,36.6698,1,-1.565383,0.436788,0.03,0.041887,LOW
S00408,L0020,T01,408,34,854.158768,19.730131,43.721201,256.185013,2,-0.760748,0.414565,0.03,0.058415,LOW
S00471,L0023,T01,471,53,22.357758,20.662474,32.267077,73.749552,3,0.622596,0.326724,0.03361,0.078009,LOW
S00097,L0004,T03,97,154,648.217985,17.449698,36.329412,19.349406,7,2.769058,0.377459,0.03,0.263084,HIGH
S00685,L0034,T01,685,67,38.726531,16.158246,54.900108,114.156239,0,-1.979826,0.28767,0.207683,0.004344,LOW
S00067,L0003,T01,67,79,161.475923,18.578505,40.708922,536.644851,7,2.972674,0.31493,0.047033,0.228401,HIGH
S00770,L0038,T03,770,71,1837.332939,15.58969,26.545298,19.441061,0,-2.756858,0.425344,0.03,0.029887,LOW
S00715,L0035,T01,715,114,22.027765,18.696087,55.227914,403.179188,5,1.790816,0.30153,0.113057,0.066383,LOW
S00211,L0010,T01,211,91,,19.313884,59.49738,29.092399,7,3.044807,0.350613,0.03,0.263084,HIGH
S00301,L0015,T02,301,180,1021.179666,17.830433,43.575928,2.258928,3,-0.191743,0.428218,0.03,0.080913,LOW
S00191,L0009,T01,191,9,,16.612667,50.048226,1.166159,,2.209741,0.409332,0.03,0.201009,HIGH
S00529,L0026,T01,529,185,654.985568,17.084542,24.214159,141.541075,7,2.635392,0.442748,0.03,0.263084,HIGH
S00006,L0000,T02,6,177,2868.559462,17.94976,43.090114,22.076129,6,1.543874,0.435255,0.03,0.201009,HIGH
S00730,L0036,T03,730,149,,15.437384,51.994017,46.767068,7,3.245138,0.327775,0.105929,0.134096,HIGH
S00293,L0014,T03,293,116,426.202654,16.896663,49.47018,1.013648,2,-0.731327,0.364237,0.03,0.058415,LOW
S00575,L0028,T01,575,79,21.325345,15.983446,43.096368,125.858912,6,2.600375,0.275474,0.158923,0.057424,LOW
S00758,L0037,T02,758,24,825.436466,18.959591,46.485342,326.815312,4,0.391809,0.454692,0.03,0.111056,LOW
S00709,L0035,T02,709,183,17.857413,17.160657,39.808475,1.784039,2,-0.228458,0.327948,0.107117,0.025874,LOW
S00129,L0006,T01,129,41,48.276033,17.088377,56.085452,168.671116,6,2.493194,0.312728,0.1157,0.08926,LOW
S00479,L0023,T01,479,165,3560.888222,16.980528,63.324907,5.115192,7,2.227384,0.461137,0.03,0.263084,HIGH
S00370,L0018,T01,370,175,,18.494716,43.692908,292.41231,7,3.378625,0.354595,0.097968,0.144594,HIGH
S00185,L0009,T03,185,124,4467.392888,19.284769,53.802524,2.046446,6,1.234798,0.471007,0.03,0.201009,HIGH
S00729,L0036,T01,729,104,24.036407,19.092101,45.074593,167.678425,4,1.08651,0.313001,0.095009,0.05759,LOW
S00139,L0006,T01,139,99,158.143502,17.208747,61.323996,29.653235,3,-0.003732,0.245854,0.06952,0.053925,LOW
S00601,L0030,T01,601,185,11.400328,17.303512,59.129879,51.351438,3,0.595634,0.318197,0.093467,0.041962,LOW
S00569,L0028,T01,569,72,3553.145642,15.895966,45.965841,5.576237,6,1.382824,0.404641,0.03,0.201009,HIGH
S00077,L0003,T02,77,12,15.758475,17.546922,46.915546,84.776686,4,1.145523,0.38569,0.03,0.111056,LOW
S00511,L0025,T01,511,97,38.671486,18.614064,63.044158,48.352428,2,-0.327405,0.311348,0.141791,0.017816,LOW
S00760,L0038,T01,760,175,552.550022,17.338492,55.144874,171.12225,0,-2.192125,0.399901,0.03,0.029887,LOW
S00079,L0003,T01,79,183,344.560772,18.979406,55.080285,3.715542,6,2.249738,0.364879,0.03,0.201009,HIGH
S00168,L0008,T01,168,14,213.393567,18.285424,53.484353,60.937159,2,-0.620088,0.375936,0.03,0.058415,LOW
S00324,L0016,T01,324,18,2660.718501,17.320416,29.96958,24.404888,1,-2.188327,0.495083,0.03,0.041887,LOW
S00058,L0002,T01,58,162,29.346594,15.922144,44.520875,34.788818,4,0.994969,0.312324,0.05101,0.090207,LOW
S00483,L0024,T02,483,181,45.225794,17.59794,45.890204,75.09247,1,-1.333973,0.427842,0.03,0.041887,LOW
S00403,L0020,T01,403,112,4968.757115,18.496709,43.605536,12.432432,1,-2.437,0.447463,0.03,0.041887,LOW
S00277,L0013,T02,277,86,123.535009,18.255348,50.608283,34.661689,4,0.777615,0.330509,0.03,0.111056,LOW
S00505,L0025,T01,505,180,86.435386,19.136134,47.995865,57.003265,1,-1.350546,0.351079,0.03,0.041887,LOW
S00584,L0029,T02,584,189,711.599948,,45.261238,394.728025,0,-2.326735,0.403018,0.03,0.029887,LOW
S00086,L0004,T02,86,123,271.84947,16.345952,32.201233,21.240219,1,-1.513065,0.364909,0.03,0.041887,LOW
S00754,L0037,T01,754,100,584.751217,17.086722,26.054613,56.413196,0,-2.401404,0.361427,0.055594,0.02272,LOW
S00767,L0038,T01,767,170,946.835344,18.028034,38.447676,562.66172,,-0.257118,0.384262,0.03,0.080913,LOW
