sample_id,lot_id,tool_id,sequence,gate_cd_nm,eot_nm,channel_dose_proxy,anneal_temp_c,contact_resistance_proxy,vth_v,ion_proxy,ioff_proxy,retention_risk,spec_yield_pct
S00243,L0012,T04,243,49.431727,1.217892,0.964904,,89.180492,0.693624,0.915488,0.000697,0.060466,93.401885
S00526,L0026,T03,526,42.365532,1.154213,0.952793,914.083321,80.676452,0.508316,1.143252,0.000744,0.019489,98.912668
S00511,L0025,T01,511,38.080331,1.334512,1.069571,922.354637,82.44755,0.478775,1.251669,0.000811,0.023859,97.39635
S00694,L0034,T02,694,41.667282,1.222219,0.913271,912.43741,76.362215,0.535892,1.238628,0.000669,0.02006,96.28092
S00137,L0006,T01,137,42.254238,1.045482,0.988198,916.528729,65.447675,0.472188,1.216844,0.001829,0.024957,97.080256
S00553,L0027,T01,553,41.305408,1.05185,1.001244,909.525622,92.076672,0.506715,1.152455,0.000946,0.022658,98.609392
S00429,L0021,T01,429,43.801457,0.974016,0.958327,922.035663,77.294921,0.4475,1.103185,0.000815,0.029526,96.046821
S00340,L0017,T04,340,36.840855,1.175368,1.073983,932.458658,74.62605,0.509882,1.482232,0.001267,0.019281,98.137834
S00089,L0004,T02,89,,1.09956,0.989593,924.308754,64.180016,0.543121,1.206697,0.000898,0.021079,99.8
S00186,L0009,T01,186,41.975394,1.310628,0.983629,902.109717,79.674298,0.571422,1.17994,0.001023,0.02558,98.783357
S00363,L0018,T01,363,40.228024,1.195066,1.057592,909.126661,84.933265,0.513516,1.215486,0.000826,0.018806,98.071128
S00577,L0028,T01,577,38.226613,1.060086,0.883173,911.792596,77.182268,0.470272,1.28854,0.000713,0.025286,96.941576
S00091,L0004,T01,91,41.859405,1.10235,1.032887,914.908717,72.4384,0.517229,1.268049,0.00086,0.018332,96.667671
S00456,L0022,T01,456,40.676343,1.132088,0.971479,921.951223,75.471163,0.465103,1.270115,0.000773,0.026193,97.449628
S00425,L0021,T01,425,43.276244,1.08831,0.766929,922.589472,86.193354,0.446338,1.1488,0.000908,0.02976,98.420234
S00289,L0014,T01,289,40.49044,1.253316,0.966564,930.431345,98.427484,0.48823,1.134291,0.001033,0.031903,95.202606
S00420,L0021,T01,420,40.884261,1.347968,0.995166,911.852347,89.998443,0.530624,1.156105,0.000803,0.020721,97.862671
S00209,L0010,T02,209,42.34785,1.206666,0.993018,895.455088,87.51847,0.591464,1.117494,0.000895,0.029319,97.633119
S00202,L0010,T01,202,40.832188,1.173561,0.987987,919.633822,97.077969,0.505613,1.146146,0.000742,0.027078,97.087531
S00126,L0006,T01,126,37.957618,1.148715,1.047023,935.02232,79.423914,0.453467,1.358583,0.001072,0.028353,95.506497
S00245,L0012,T01,245,44.648105,1.120907,0.939138,938.382613,70.90482,0.539567,1.289417,0.000973,0.020572,95.923286
S00321,L0016,T01,321,37.948296,1.030193,0.893204,910.092637,73.62167,0.445566,1.422771,0.00113,0.029917,97.081299
S00599,L0029,T01,599,40.953,1.20819,1.018549,952.496244,77.424512,0.521298,1.305043,0.000915,0.018147,97.783552
S00445,L0022,T01,445,45.300625,1.242829,0.991553,914.244414,73.059913,0.619349,1.168405,0.000717,0.035415,95.872159
S00613,L0030,T04,613,43.206101,1.131262,0.895765,909.580246,89.436605,0.547123,1.060117,0.000776,0.022757,95.542008
S00422,L0021,T01,422,40.359542,1.03257,0.957174,890.175554,80.864857,0.498578,1.211799,0.000635,0.020835,96.332746
S00318,L0015,T01,318,40.803508,,0.969807,936.206868,83.914758,0.488454,1.207572,0.000998,0.022331,97.306811
S00569,L0028,T02,569,41.605587,1.198606,1.089668,915.978685,86.756694,0.53671,1.134345,0.000869,0.020173,97.649475
S00093,L0004,T02,93,46.675175,1.229006,0.946472,921.551422,75.36048,0.642655,1.085009,0.000658,0.041431,97.470491
S00041,L0002,T01,41,43.854145,1.188403,1.088372,1199.299842,70.159056,0.589054,1.252716,0.000608,0.028843,96.4777
S00138,L0006,T01,138,39.461255,1.125269,1.037966,942.216396,83.397114,0.4918,1.265481,0.000974,0.021826,96.498672
S00247,L0012,T01,247,42.018717,1.121436,0.984542,944.848997,77.581778,0.473057,1.280506,0.001099,0.02481,97.734381
S00158,L0007,T02,158,44.737389,1.220033,0.956075,898.890899,97.034858,0.609967,0.940478,0.000591,0.045045,97.226033
S00226,L0011,T01,226,40.225327,1.16404,9.36169,926.13733,80.952335,0.479006,1.27461,0.000928,0.023822,97.094622
S00019,L0000,T01,19,37.24263,1.148655,1.113987,935.10434,83.875056,0.479251,1.362153,0.001835,0.023782,96.737355
S00373,L0018,T03,373,40.368652,1.129168,0.987749,902.95902,82.670004,0.495183,1.289306,0.000875,0.021326,99.775794
S00389,L0019,T04,389,41.368132,1.250771,0.934972,931.490599,74.435276,0.545305,1.329538,0.000798,0.021397,97.797624
S00354,L0017,T04,354,41.845509,1.125496,0.817544,904.237817,86.33242,0.467426,1.194698,0.00115,0.025781,98.380642
S00203,L0010,T04,203,40.79985,1.178731,1.019725,926.048172,89.41701,0.513869,1.192996,0.000869,0.019695,97.688409
S00380,L0019,T02,380,44.30973,1.194798,1.045753,901.843846,84.750905,0.609127,1.137568,0.001051,0.03305,96.648012
S00464,L0023,T01,464,44.177027,1.11033,1.071801,914.818292,74.933934,0.558751,1.16151,0.000784,0.023459,98.440298
S00204,L0010,T01,204,42.789555,1.166796,0.9204,887.348036,78.372639,0.472596,1.10368,0.000881,0.024888,98.246428
S00548,L0027,T02,548,43.573115,1.080262,0.97893,920.126964,99.364355,0.517082,1.065165,0.001217,0.027072,98.241282
S00410,L0020,T04,410,38.183559,1.183284,0.948093,957.51436,86.43083,0.499132,1.371815,0.001151,0.020756,97.842455
S00358,L0017,T02,358,44.212669,1.282764,1.01136,926.807002,98.979502,0.629294,1.016256,0.000533,0.054647,96.458783
S00271,L0013,T01,271,39.541329,1.332602,0.930931,925.779012,70.877166,0.462918,1.333426,0.000891,0.026586,98.404534
S00791,L0039,T01,791,45.255821,1.07127,0.988434,907.41922,78.615823,0.488512,0.960905,0.000889,0.022322,98.3745
S00045,L0002,T03,45,40.152673,1.237317,0.935049,882.164955,76.585261,0.42745,1.176323,0.000964,0.033825,95.259375
S00780,L0039,T01,780,45.828233,1.21013,0.904814,886.443913,76.974089,0.566406,1.007084,0.000606,0.024719,97.579153
S00022,L0001,T04,22,42.010249,1.076245,0.915035,922.52335,81.68042,0.479668,1.269894,0.000676,0.023714,98.979437
S00697,L0034,T01,697,44.660729,1.073149,0.881989,948.757765,82.518283,0.446842,1.098167,0.001125,0.029659,96.228348
S00372,L0018,T01,372,41.024551,1.150147,1.050646,911.904623,82.792675,0.530405,1.174352,0.001235,0.019319,98.526514
S00647,L0032,T02,647,43.127663,1.126638,0.945937,897.108962,81.607766,0.519613,1.108315,0.000807,0.018034,97.181601
S00206,L0010,T01,206,39.509132,1.127994,1.022703,939.298275,80.790952,0.506002,1.370776,0.000917,0.019801,98.459945
S00717,L0035,T04,717,45.188907,0.937033,1.049095,947.877086,82.966723,0.489144,1.111053,0.001151,0.022226,97.519101
S00261,L0013,T02,261,43.694224,1.196886,0.924284,924.288369,99.186923,0.548914,1.111399,0.001023,0.032107,97.437525
S00211,L0010,T01,211,43.877893,1.213965,1.011036,909.568367,85.241937,0.551231,1.118629,0.000891,0.022283,99.201311
S00257,L0012,T03,257,44.561788,1.256236,0.856191,897.349566,87.300298,0.589052,1.035017,0.00117,0.028843,98.211212
S00114,L0005,T03,114,43.515993,1.221131,1.026049,915.083001,78.645772,0.56876,1.178344,0.001139,0.025119,96.921998
S00296,L0014,T01,296,41.864421,1.208095,0.898684,948.938749,78.022188,0.482334,1.307305,0.001333,0.023286,98.02485
S00155,L0007,T02,155,41.965924,1.265909,1.015347,913.647299,85.858447,0.599007,1.144854,0.000649,0.03086,96.638412
S00478,L0023,T01,478,38.924518,1.116103,0.966578,895.828348,86.183009,0.466376,1.220135,0.000979,0.025967,97.59884
S00329,L0016,T04,329,42.093903,1.233401,1.085143,931.130563,90.578014,0.629966,1.169814,0.000653,0.041487,97.048908
S00520,L0026,T03,520,42.576732,,1.023452,900.11416,82.068362,0.527089,1.142765,0.000573,0.018884,96.615698
S00770,L0038,T02,770,47.56369,1.168045,1.068377,913.426656,71.941116,0.685143,1.045187,0.000517,0.054992,94.688432
S00007,L0000,T01,7,43.33847,1.149678,,899.718315,77.137313,0.550422,1.118709,0.000778,0.02216,97.897827
S00175,L0008,T04,175,44.059006,1.137395,0.97059,921.406244,83.770821,0.552923,1.142582,0.000564,0.022543,98.469554
S00676,L0033,T01,676,44.032835,1.172919,1.038886,900.094578,98.466748,0.566424,1.041996,0.001553,0.035274,95.746046
S00560,L0028,T02,560,42.248783,1.226968,1.000894,932.629814,78.792808,0.549411,1.205887,0.00102,0.022007,98.147536
S00216,L0010,T01,216,42.752493,1.231593,1.021761,913.758384,84.729312,0.540573,1.130172,0.000626,0.020714,99.258462
S00344,L0017,T01,344,46.740088,1.137785,0.950221,931.272803,85.298734,0.545943,1.031121,0.000978,0.021491,96.335712
S00142,L0007,T02,142,42.932557,1.312175,1.034631,908.098609,69.271037,0.622803,1.15012,0.00062,0.036251,97.355437
S00016,L0000,T02,16,41.330244,1.183828,1.093899,925.336823,77.417254,0.611921,1.238026,0.000732,0.033681,96.52692
S00508,L0025,T03,508,47.090933,1.134324,1.126116,910.2022,94.069015,0.57686,0.981491,0.00073,0.032623,97.601047
S00375,L0018,T02,375,,1.183242,0.999867,893.332534,72.060461,0.560385,1.188769,0.000867,0.023723,97.706955
S00075,L0003,T02,75,39.582581,1.063784,1.00106,917.316852,92.45756,0.500115,1.343328,0.000875,0.024015,98.270469
S00430,L0021,T01,430,41.022383,,1.038686,932.665015,96.38233,0.516816,1.208055,0.001148,0.024499,97.197575
S00528,L0026,T02,528,40.683938,1.022751,0.917059,922.010395,80.908025,0.490512,1.226016,0.000886,0.022019,99.02421
S00140,L0007,T02,140,40.644673,1.146825,1.019742,928.310077,75.619973,0.546574,1.323639,0.000784,0.021584,99.8
S00256,L0012,T01,256,38.751553,1.198785,0.994096,908.114498,91.468299,0.479525,1.251878,0.000903,0.026719,99.66811
S00641,L0032,T01,641,45.824041,1.200059,0.970599,912.012622,79.653579,0.575066,1.097622,0.000457,0.026223,97.486233
S00218,L0010,T03,218,38.577133,1.142067,1.072782,909.506516,70.284158,0.502007,1.336298,0.001496,0.020351,99.624097
S00625,L0031,T02,625,40.669599,1.250036,0.985068,928.329218,85.235851,0.53166,1.182711,0.00105,0.019486,98.395746
S00315,L0015,T01,315,45.128667,1.25671,1.111078,907.594807,84.157977,0.689456,1.078507,0.000492,0.056582,94.507324
S00024,L0001,T01,24,41.412,1.131604,0.997077,930.519251,93.444349,0.513152,1.152737,0.001057,0.02272,97.275287
S00742,L0037,T01,742,41.324226,1.129561,1.05379,924.52761,83.441337,0.536705,1.232375,0.000813,0.020172,97.85016
S00141,L0007,T02,141,43.281955,1.106843,1.107257,910.867884,90.018771,0.610732,1.143879,0.00051,0.03577,96.710772
S00752,L0037,T01,752,44.023684,1.24679,0.838721,938.125903,76.16889,0.517507,1.212744,0.000922,0.018297,99.755606
S00516,L0025,T03,516,41.992183,1.035759,0.992925,,89.201071,0.475969,1.200684,0.000975,0.025339,96.675771
S00365,L0018,T04,365,41.91049,1.112364,1.055055,924.535621,76.220625,0.580835,1.301835,0.000689,0.027274,95.084095
S00048,L0002,T01,48,43.241219,1.108904,0.978657,924.884108,93.760475,0.505176,1.148563,0.000833,0.024254,98.563931
S00196,L0009,T01,196,41.262109,0.978571,0.994624,917.385033,69.351825,0.479642,1.146771,0.001051,0.023719,98.396883
S00442,L0022,T04,442,42.716299,1.232614,0.919192,888.926285,86.133496,0.596954,1.053321,0.000505,0.030433,96.45256
S00682,L0034,T01,682,43.934401,1.212271,1.102422,894.302,89.051794,0.58675,1.067462,0.000875,0.029428,97.076514
S00120,L0006,T02,120,39.895302,1.038524,0.85653,920.489046,85.474009,0.479285,1.337511,0.000776,0.023777,98.86799
S00473,L0023,T01,473,46.134873,0.920921,0.891416,933.240747,84.093849,0.336799,1.143216,0.001494,0.061943,95.243966
S00185,L0009,T01,185,42.975395,1.023198,1.081296,934.930776,100.690818,0.52303,1.049755,0.000856,0.028343,97.831513
S00651,L0032,T04,651,37.393662,1.183178,0.857886,919.148278,94.456499,0.426034,1.194465,0.001302,0.042441,95.368932
S00415,L0020,T01,415,39.870487,1.201144,9.10665,911.365734,103.516919,0.493738,1.202164,0.000659,0.036506,97.414661
S00793,L0039,T01,793,39.18215,1.110725,1.01008,950.539029,78.65487,0.497698,1.382353,0.001205,0.020962,98.903664
S00044,L0002,T01,44,43.280172,1.195454,0.936831,902.184981,75.74432,0.526547,1.188391,0.001183,0.018814,97.737469
S00397,L0019,T01,397,41.292015,1.09597,0.978839,924.44622,82.900512,0.509376,1.152391,0.000953,0.019348,99.503721
S00786,L0039,T01,786,41.187852,1.099431,1.000572,899.273379,83.267843,0.534128,1.17815,0.000617,0.019819,98.042123
S00490,L0024,T01,490,38.169568,1.102959,0.996755,932.033609,76.938008,0.462225,1.348372,0.001437,0.026712,97.984157
S00145,L0007,T01,145,40.878945,1.118057,1.02746,926.608026,84.898671,0.513726,1.248065,0.000961,0.018779,98.84814
S00274,L0013,T02,274,45.579538,1.189543,1.119517,929.96186,77.380482,0.608196,1.125722,0.000613,0.032843,96.469823
S00253,L0012,T04,253,41.311018,1.229499,0.943982,939.995608,92.132662,0.559428,1.22204,0.000444,0.027137,97.183708
S00251,L0012,T01,251,38.442976,1.157031,0.983784,927.913101,84.312159,0.494126,1.326152,0.001413,0.021481,97.176166
S00475,L0023,T01,475,38.173455,1.185517,0.889225,917.162155,70.985149,0.445657,1.315144,0.00093,0.029898,96.501801
S00506,L0025,T03,506,,1.100974,1.010065,886.948253,80.458343,0.504256,1.146815,0.000932,0.02004,97.253275
S00486,L0024,T01,486,40.814732,1.422876,1.030402,933.957348,87.302446,0.55465,1.24693,0.001072,0.022811,98.513265
S00612,L0030,T01,612,43.216956,1.283601,0.962445,910.692078,64.858237,0.555439,1.159089,0.000912,0.022934,96.172022
S00350,L0017,T03,350,45.067964,1.150616,0.939486,915.745712,88.683607,0.53118,1.05728,0.000909,0.019883,96.585594
S00376,L0018,T01,376,42.839153,1.140851,0.986473,918.283242,93.045124,0.548371,1.075369,0.000735,0.025962,96.858885
S00037,L0001,T03,37,41.754954,1.152524,1.105822,895.935,76.675085,0.537833,1.1711,0.000604,0.020329,98.017731
S00223,L0011,T03,223,42.148517,1.065634,1.045508,933.870879,86.188078,0.491448,1.216877,0.000845,0.021878,97.612307
S00191,L0009,T02,191,41.876298,1.097754,1.020564,910.525768,83.248089,0.51161,1.191553,0.001474,0.019053,99.8
S00367,L0018,T01,367,44.218666,1.071889,1.099946,932.11859,79.871299,0.536727,1.150585,0.000846,0.020175,98.48744
S00603,L0030,T01,603,43.09325,1.272042,0.984291,912.425553,73.849897,0.571984,1.130131,0.001075,0.025678,97.203862
S00667,L0033,T03,667,41.408351,1.087421,0.930165,910.356815,69.722317,0.454226,1.262627,0.001673,0.028207,98.088249
S00480,L0024,T01,480,43.345653,1.084859,1.066206,894.332246,75.297852,0.519034,1.126628,0.001524,0.018106,98.501314
S00165,L0008,T04,165,45.716453,1.18559,0.987728,924.953301,77.388276,0.615698,1.146494,0.000582,0.034552,96.069119
S00160,L0008,T02,160,40.274665,1.08032,0.931434,909.24118,83.080896,0.4804,1.141895,0.001232,0.023596,98.722208
S00290,L0014,T02,290,41.386616,1.209476,1.03838,909.709528,83.22534,0.604826,1.207379,0.0007,0.032102,98.604283
S00283,L0014,T02,283,41.261476,1.18213,0.883724,908.538123,83.953778,0.504348,1.185085,0.000537,0.020027,97.315963
S00637,L0031,T01,637,43.933504,1.171391,0.98271,914.467942,83.432182,0.551836,1.117478,0.000653,0.022376,97.854996
S00571,L0028,T02,571,42.640264,1.149769,0.941174,923.121748,94.113762,0.499393,1.207132,0.00078,0.025537,95.75922
S00338,L0016,T01,338,46.3416,1.316894,0.951456,920.710212,84.130772,0.651867,1.066113,0.00088,0.044069,95.385571
S00029,L0001,T01,29,41.457916,1.162684,0.885177,922.13629,60.926376,0.494338,1.265445,0.001092,0.02145,97.214225
S00530,L0026,T04,530,38.601034,1.020177,0.921284,926.911972,76.829455,0.501778,1.353423,0.00088,0.020383,98.600872
S00747,L0037,T02,747,41.470799,1.17593,0.938377,933.582958,71.838715,0.501618,1.318169,0.000863,0.020406,96.772778
S00288,L0014,T01,288,40.615092,1.060163,1.011094,906.747599,90.036442,0.498848,1.159879,0.000857,0.022299,96.867548
S00458,L0022,T01,458,42.004622,1.138705,0.981023,918.679048,87.616328,0.520943,1.213032,0.000954,0.018103,99.111728
S00364,L0018,T02,364,39.084475,1.256953,0.098811,909.207417,82.751969,0.512709,1.239236,0.001014,0.01891,98.472898
S00104,L0005,T04,104,46.965146,1.038048,1.007932,939.860083,79.935601,0.554089,1.080544,0.001007,0.022723,95.810667
S00438,L0021,T03,438,40.914008,1.169394,0.950611,921.581113,77.573804,0.5072,1.255423,0.000783,0.019639,98.737182
S00316,L0015,T02,316,41.511089,1.298347,0.914344,908.755549,78.815342,0.560831,1.157245,0.000609,0.023795,96.204446
S00732,L0036,T01,732,46.897093,1.193796,0.922816,931.449145,78.295373,0.577476,1.190634,0.000468,0.026657,98.579332
S00405,L0020,T04,405,44.784338,1.19256,1.092965,945.185447,69.666758,0.652822,1.189552,0.000775,0.044351,94.927517
S00395,L0019,T01,395,44.863913,1.19796,0.96382,916.896081,71.122834,0.581323,1.112498,0.00102,0.027365,97.831811
S00635,L0031,T01,635,38.849455,1.188011,1.019853,916.712676,83.397751,0.505507,1.272292,0.000901,0.019869,99.599009
S00730,L0036,T01,730,,1.052013,0.962118,929.994722,,0.484643,1.232742,0.001475,0.022921,98.445761
S00011,L0000,T02,11,38.04827,1.243084,1.037523,904.192201,92.866972,0.498446,1.216439,0.000879,0.024632,98.257134
S00661,L0033,T04,661,38.907954,1.227567,1.034858,920.765655,71.860856,0.53166,1.406951,0.001155,0.019486,97.562769
S00123,L0006,T01,123,39.445436,1.199317,0.991623,934.850076,66.558275,0.483586,1.28682,0.000816,0.023088,97.726241
S00563,L0028,T03,563,44.054456,1.119644,1.018843,914.390462,89.390648,0.464104,1.082996,0.00104,0.027651,97.216159
S00072,L0003,T01,72,43.184532,1.230441,0.903167,910.78887,80.714933,0.570274,1.151288,0.001014,0.02538,96.856821
S00231,L0011,T04,231,40.31289,0.947709,1.107623,906.382333,84.735915,0.551437,1.187424,0.001974,0.022315,98.070804
S00042,L0002,T01,42,41.208654,1.193164,1.036958,893.091792,80.84796,0.505945,1.104357,0.000989,0.019809,97.553924
S00258,L0012,T02,258,43.410744,1.064649,0.970452,911.897103,88.927051,0.502604,1.12322,0.001335,0.020923,98.704504
S00606,L0030,T01,606,41.935172,1.195179,1.016103,903.352977,81.35609,0.548352,1.171704,0.000914,0.021848,95.379391
S00088,L0004,T02,88,44.563137,1.236012,0.80604,906.770618,100.496217,0.560923,0.968544,0.001244,0.036398,94.800275
S00314,L0015,T01,314,41.503988,1.14588,1.002533,898.049824,76.892186,0.526005,1.179551,0.000592,0.018744,99.315823
S00433,L0021,T01,433,41.037511,1.035208,0.975477,903.777131,75.02521,0.466157,1.211136,0.001561,0.026006,98.799101
S00736,L0036,T01,736,38.802816,1.262108,1.131762,916.526056,69.503231,0.53779,1.26638,0.000778,0.020323,98.307226
S00306,L0015,T03,306,44.732431,1.071787,0.949545,907.963452,81.338207,0.485525,1.032022,0.000778,0.022783,97.974486
S00212,L0010,T02,212,39.600187,1.105301,1.062176,939.033736,91.745727,0.556825,1.240595,0.000605,0.026311,98.529049
S00201,L0010,T02,201,43.083393,1.073319,1.045767,920.088763,78.425012,0.550625,1.203091,0.001097,0.022191,97.103946
S00351,L0017,T03,351,41.840019,1.112437,1.01191,919.867176,77.409453,0.481992,1.191006,0.000775,0.023341,96.954459
S00487,L0024,T01,487,39.384928,1.107248,1.024287,924.764585,83.405233,0.512752,1.323438,0.000844,0.018905,97.310446
S00470,L0023,T03,470,40.541675,1.171896,0.990353,912.522561,76.679019,0.466958,1.300543,0.0013,0.025864,97.662934
S00275,L0013,T01,275,40.436602,1.11938,1.026338,928.62317,78.856706,0.454776,1.267009,0.001729,0.028101,96.57526
S00110,L0005,T01,110,39.682533,1.175045,1.016834,943.277958,79.98648,0.481067,1.255949,0.0013,0.023489,98.255717
S00305,L0015,T02,305,42.041447,1.109472,1.066396,912.485011,74.047364,0.54232,1.245159,0.000837,0.020964,98.646114
S00386,L0019,T01,386,41.472076,1.137056,0.982852,916.17911,84.429155,0.517495,1.236808,0.001122,0.018299,98.903838
S00584,L0029,T01,584,39.362253,1.179334,,932.731037,92.931182,0.465441,1.269272,0.002113,0.030904,97.709492
S00096,L0004,T02,96,42.782504,1.167794,1.002065,928.37598,93.386136,0.569636,1.207376,0.000833,0.030353,96.810591
S00081,L0004,T01,81,42.770988,1.173999,1.085419,912.66634,105.909535,0.579909,0.993621,0.000996,0.049557,96.623677
S00085,L0004,T01,85,43.264369,1.152721,0.99781,911.323763,82.368847,0.546727,1.069431,0.00083,0.021607,98.622239
S00125,L0006,T04,125,45.224792,1.168738,1.021548,890.474281,91.038188,0.615349,1.062277,0.001089,0.038191,96.006828
S00010,L0000,T01,10,36.729839,1.200478,0.991973,940.294331,87.73613,0.468515,1.347895,0.000799,0.025591,97.71883
S00763,L0038,T01,763,44.878486,1.034964,0.995623,904.164067,87.942687,0.48502,1.083485,0.000917,0.022862,97.50533
S00692,L0034,T01,692,41.760196,1.010337,1.029226,901.973492,78.310041,0.494723,1.1362,0.000707,0.021393,96.310924
S00536,L0026,T01,536,38.886935,1.058642,0.956222,920.060218,93.138936,0.463377,1.260831,0.000829,0.031561,97.212286
S00403,L0020,T02,403,42.186986,1.270377,0.847372,917.406227,87.403188,0.53691,1.203174,0.000824,0.020201,99.546324
S00345,L0017,T03,345,42.503184,1.093219,,902.714949,78.630195,0.450803,1.193142,0.001087,0.028871,97.031896
S00192,L0009,T02,192,38.815842,1.173338,0.920751,915.083702,84.24673,0.492255,1.29774,0.000935,0.021758,99.8
S00706,L0035,T04,706,43.078822,1.037203,1.112152,918.627201,84.028525,0.534735,1.127743,0.000974,0.019902,99.555291
S00348,L0017,T01,348,40.202779,1.038262,0.836406,935.191254,61.364183,0.401599,1.328907,0.00145,0.040264,97.187577
S00663,L0033,T01,663,39.835902,1.241534,0.978166,922.25237,91.447133,0.503662,1.211992,0.001304,0.022643,99.398175
S00393,L0019,T02,393,40.784716,1.09627,1.114533,924.748146,87.874327,0.575809,1.204109,0.000838,0.026356,97.936485
S00027,L0001,T03,27,41.90551,1.296806,0.946524,921.081978,92.631829,0.51412,1.208345,0.001103,0.021952,97.643816
S00662,L0033,T01,662,42.019478,1.01079,1.047002,905.823765,85.282054,0.508809,1.179238,0.000913,0.019423,98.021009
S00655,L0032,T01,655,45.427749,1.260786,0.963464,914.732855,82.860268,0.612139,1.142137,0.000574,0.033731,96.622854
S00225,L0011,T01,225,40.637244,1.145781,0.959683,905.991672,78.848489,0.477759,1.267138,0.001013,0.024026,97.404782
S00547,L0027,T01,547,45.724292,1.202332,1.091369,901.749114,75.222219,0.639894,1.071877,0.000614,0.04067,95.012983
S00065,L0003,T01,65,40.288003,1.186576,1.032083,901.01016,99.81756,0.531865,1.185768,0.000736,0.029218,97.500934
S00333,L0016,T01,333,42.889775,1.158775,0.947416,901.111952,79.186477,0.521709,1.128659,0.000913,0.018199,99.108999
S00419,L0020,T01,419,40.630591,1.170033,1.010454,908.696015,86.442775,0.521904,1.220873,0.000997,0.018223,98.974917
S00775,L0038,T02,775,41.114257,1.287539,1.076403,916.58779,77.971918,0.595077,1.321619,0.000785,0.030048,98.329717
S00106,L0005,T02,106,35.867308,1.125387,1.110473,942.84219,87.427619,0.557509,1.489067,0.000843,0.023261,97.626678
S00733,L0036,T01,733,39.291771,1.175792,1.099683,907.303382,70.346944,0.520189,1.26505,0.000849,0.01801,97.99461
S00443,L0022,T03,443,38.955316,1.170464,1.047048,932.510584,69.679234,0.485559,1.335329,0.001075,0.022778,97.647931
S00152,L0007,T01,152,46.889338,1.221299,0.916663,928.201059,92.624837,0.59283,1.039486,0.000754,0.034612,94.274428
S00724,L0036,T01,724,44.881161,1.063144,1.071511,923.96093,87.119385,0.522547,1.133068,0.000964,0.018304,96.860411
S00371,L0018,T02,371,42.007846,1.043615,0.915364,920.90436,84.402207,0.503688,1.205562,0.0013,0.020118,98.430904
S00115,L0005,T01,115,42.278781,1.039921,0.94685,931.459374,82.795378,0.470111,1.93212,0.001033,0.025313,97.419906
S00567,L0028,T02,567,40.770079,1.200254,1.077044,936.493058,82.265456,0.540751,1.266287,0.001003,0.02074,97.011624
S00469,L0023,T01,469,38.718683,1.176282,1.017072,910.497597,81.847029,0.495578,1.270426,0.000687,0.021268,99.8
S00705,L0035,T01,705,45.898836,1.14917,0.092777,943.099862,88.544387,0.56485,1.101868,0.000818,0.024916,96.520384
S00322,L0016,T02,322,41.164373,1.042749,0.994681,908.287683,85.465271,0.515088,1.236727,0.000747,0.018604,99.380715
S00053,L0002,T01,53,40.148199,1.06805,0.94652,948.152893,91.345181,0.485943,1.291906,0.000842,0.025468,98.452586
S00174,L0008,T01,174,39.129125,1.0623,1.068978,941.32848,68.112327,0.504009,1.391799,0.000825,0.020074,97.068289
S00103,L0005,T02,103,43.541151,1.134193,1.017943,919.069184,76.000093,0.570555,1.120077,0.000672,0.025429,97.343724
S00609,L0030,T03,609,37.294004,1.297545,1.114964,923.532252,95.242293,0.442998,1.197365,0.000649,0.038884,94.364742
S00607,L0030,T02,607,40.583353,1.14365,0.923035,913.446522,66.03758,0.490533,1.33299,0.001109,0.022016,96.022094
S00129,L0006,T03,129,43.076248,1.240367,1.027007,928.590582,82.273624,0.568368,1.157271,0.000475,0.025052,98.844447
S00228,L0011,T03,228,44.444399,1.210975,1.014888,936.471548,81.391867,0.574071,1.227506,0.000582,0.026046,98.15637
S00713,L0035,T01,713,44.540054,1.176174,0.930524,909.93033,75.738752,0.540393,1.170799,0.000843,0.020689,98.936184
S00236,L0011,T01,236,37.926196,1.256367,1.004446,919.371485,88.989479,0.492495,1.241282,0.000564,0.02247,97.773175
S00595,L0029,T01,595,42.020936,1.091225,1.047413,936.597116,93.160285,0.534485,1.234706,0.000898,0.023707,97.185583
S00413,L0020,T04,413,41.784791,1.16462,0.906897,902.301121,69.24963,0.509055,1.207776,0.000581,0.019391,98.762056
S00545,L0027,T01,545,44.644836,1.064645,1.054001,925.601379,89.324289,0.538592,1.06365,0.001191,0.021384,97.241311
S00235,L0011,T03,235,39.39845,1.17968,0.913446,932.027862,79.328131,0.430664,1.42453,0.000942,0.033097,96.7149
S00454,L0022,T02,454,40.358838,1.122634,1.001172,923.332569,60.851542,0.50136,1.304768,0.00099,0.020442,97.865677
S00381,L0019,T04,381,38.946837,1.243923,0.902571,907.831504,,0.481826,1.23275,0.001965,0.029302,95.451617
S00588,L0029,T02,588,40.75139,1.193339,1.065976,908.940536,71.867388,0.553561,1.335122,0.00086,0.022641,98.726415
S00043,L0002,T01,43,37.924466,1.146133,1.024806,909.601227,85.745165,0.471799,1.580228,0.000943,0.025024,96.862265
S00466,L0023,T02,466,37.035091,1.117763,1.008136,923.391484,88.913619,0.516288,1.364715,0.000906,0.019039,97.661998
S00689,L0034,T01,689,41.89399,1.230819,1.136922,928.173577,73.395531,0.579476,1.256666,0.000896,0.027023,96.861689
S00776,L0038,T01,776,43.629277,1.258057,0.993299,915.985616,73.512924,0.584239,1.199333,0.000917,0.027914,97.688647
