sample_id,lot_id,tool_id,sequence,down_force_psi,platen_speed_rpm,head_speed_rpm,slurry_flow_ml_min,pad_age_runs,pattern_density,removal_rate_proxy,wiwnu_proxy,dishing_nm,erosion_nm,yield_proxy
S00161,L0008,T01,161,2.870595,86.213273,143.875164,180.739511,94.323057,0.300374,329.733916,2.727669,34.795261,30.170806,96.926056
S00251,L0012,T03,251,4.361879,74.173346,75.638868,142.941989,45.660649,0.282397,406.236686,2.869529,56.506149,21.89586,93.695925
S00725,L0036,T01,725,3.308778,92.676671,134.918193,128.605757,44.630109,0.271418,372.888947,1.729681,48.341039,18.095781,96.219593
S00266,L0013,T03,266,23.54978,138.746925,109.851603,125.43123,101.332538,0.792609,332.411602,0.477598,44.035534,40.737145,95.084084
S00621,L0031,T02,621,2.824053,79.643806,98.727702,196.335361,114.97522,0.671092,338.970718,3.91751,51.917147,41.892147,91.433972
S00591,L0029,T01,591,,135.064772,126.508582,189.171699,41.792883,0.289375,445.909907,3.30233,52.426891,24.586296,94.544022
S00126,L0006,T01,126,4.279481,131.841068,94.069843,167.704435,128.869235,0.723042,435.758701,3.119561,53.220651,44.738018,90.08099
S00554,L0027,T04,554,3.681265,145.234915,140.755032,120.704876,4.543216,0.476912,420.214694,1.038379,49.87191,22.716486,96.107818
S00589,L0029,T01,589,4.469896,91.336638,80.422481,226.182078,74.6851,0.444657,426.224072,5.885817,66.470992,30.562921,84.315531
S00359,L0017,T01,359,3.368183,143.873677,76.359181,222.278432,38.58131,0.488086,430.252771,3.792158,40.868634,18.871188,93.141705
S00079,L0003,T02,79,2.403955,81.737116,87.796367,130.157024,46.750534,0.731075,313.402804,-0.110543,45.638485,39.192397,94.309431
S00512,L0025,T01,512,4.295592,127.333498,106.912171,129.201141,119.469576,0.659717,414.701661,0.850821,70.709074,38.069331,91.106771
S00744,L0037,T01,744,2.989704,75.274478,77.050515,143.434675,130.217026,0.651004,319.743253,1.196514,42.248821,41.892482,93.071805
S00351,L0017,T01,351,3.608147,107.042047,71.144471,143.613872,79.219527,0.713449,382.454263,0.903428,53.866144,36.903316,92.244317
S00773,L0038,T03,773,4.339764,78.369692,96.544995,187.11559,34.699249,0.423833,422.002461,4.316691,48.598696,23.824629,94.768473
S00033,L0001,T01,33,3.963438,117.726392,78.695175,178.750029,66.756002,0.691091,425.701097,3.23438,62.175141,33.853651,90.086423
S00679,L0033,T01,679,3.855496,134.245208,83.103604,188.462922,87.005971,0.459972,408.35848,3.826969,52.927192,30.68552,91.889141
S00090,L0004,T02,90,3.137415,90.006595,99.61095,204.854712,125.111896,0.398213,360.910609,3.902457,28.372515,30.751846,94.57054
S00386,L0019,T01,386,4.218725,103.759189,129.96507,194.772808,126.400564,0.311225,427.714613,3.694465,53.678752,31.706279,92.513329
S00518,L0025,T03,518,4.12064,118.014889,144.873475,123.150069,80.04285,0.202159,399.68968,1.771771,41.100103,21.807236,94.48394
S00726,L0036,T01,726,4.378611,108.872025,130.649557,219.121759,129.633882,0.431707,429.254833,4.812564,60.299463,32.707535,89.83026
S00101,L0005,T01,101,2.844104,108.854419,86.419667,148.730834,129.979514,0.766035,338.418472,1.498178,46.286221,39.105734,93.863285
S00260,L0013,T02,260,3.520263,101.9789,93.936136,217.814145,28.943276,0.335523,408.671455,4.271338,42.581429,18.41983,95.825091
S00285,L0014,T01,285,4.331036,89.567094,79.731415,194.362799,127.633157,0.362131,405.625387,3.40418,60.928156,33.057185,91.664107
S00290,L0014,T01,290,3.963837,130.763752,139.914353,195.951929,53.175604,0.350423,444.663748,3.88795,42.582187,29.715019,94.993165
S00767,L0038,T01,767,2.132664,72.629109,140.351748,143.173414,107.455229,0.655937,274.558948,0.974656,48.982054,32.489655,91.46577
S00479,L0023,T02,479,4.476279,129.973804,107.663213,120.816545,48.621703,0.36615,433.982815,1.814418,62.571523,25.236877,93.185553
S00614,L0030,T01,614,2.413132,119.682064,74.846656,123.147405,92.686433,0.581978,326.932766,0.507229,43.40059,30.100382,96.330053
S00740,L0037,T03,740,3.835623,141.097005,86.469237,173.940221,104.73495,0.693837,406.019301,3.282471,58.297293,36.439773,91.726425
S00217,L0010,T01,217,3.591175,147.912444,92.176833,179.790173,122.573056,0.796938,406.880513,3.120233,54.210876,44.790993,92.803908
S00712,L0035,T02,712,3.646905,121.47892,67.978057,174.457003,47.075183,0.686521,412.945033,3.125487,56.00669,30.463498,93.334486
S00215,L0010,T01,215,2.451235,102.037694,90.9868,200.859611,2.626472,0.453508,361.350529,3.820289,39.547989,12.008544,96.322807
S00282,L0014,T02,282,4.493121,85.589811,119.040964,214.115075,10.996786,0.473323,453.188684,4.632486,45.878092,22.495218,92.517922
S00098,L0004,T01,98,2.273551,127.722208,136.905811,128.905627,80.969681,0.740549,333.598882,1.042303,47.55537,38.778368,94.565433
S00280,L0014,T01,280,3.84844,,65.326213,213.757893,101.01178,0.511453,428.137686,5.183959,41.67388,29.62594,92.01133
S00443,L0022,T03,443,2.300135,135.8359,96.696776,130.274646,44.612053,0.564821,351.78673,1.39905,48.066107,23.343112,96.528641
S00737,L0036,T03,737,3.972298,89.022633,76.118204,151.706579,116.169718,0.58285,374.611594,1.515954,54.813925,36.95872,91.737139
S00735,L0036,T03,735,4.153463,95.485228,77.832193,183.198674,81.238507,0.642469,413.553698,3.951839,57.551056,31.076269,91.50725
S00389,L0019,T01,389,2.880477,88.275657,141.335465,186.14699,49.985801,0.503245,362.110608,2.685366,42.628072,21.233966,96.269029
S00353,L0017,T02,353,3.163832,79.697525,83.375846,184.572312,52.167105,0.446911,350.811777,2.861611,44.287401,25.7959,94.994388
S00300,L0015,T01,300,2.785071,129.721966,105.39389,178.542468,39.071825,,394.30753,2.785111,42.383956,30.139917,95.56646
S00785,L0039,T03,785,3.674087,78.471192,66.299901,223.534827,29.707156,0.529424,383.398662,5.10848,48.698402,28.379363,90.178656
S00039,L0001,T02,39,4.477955,118.154304,90.782568,223.869027,130.150501,0.535464,437.866611,5.706428,50.787804,37.562183,88.195207
S00154,L0007,T01,154,3.279432,88.834863,100.689968,223.870854,133.706954,0.456322,360.466497,4.660968,41.150225,30.9052,92.603454
S00482,L0024,T01,482,3.110489,113.365341,109.669528,182.604488,137.858622,0.405211,364.237516,2.581975,43.842398,34.745793,95.704364
S00055,L0002,T02,55,2.176588,87.739626,127.222281,208.887635,15.882788,0.380601,333.762027,4.885537,38.769545,17.829573,96.567576
S00732,L0036,T04,732,,117.821932,81.087334,213.424437,139.770916,0.60444,341.077837,5.326856,45.064385,35.218545,90.933967
S00346,L0017,T01,346,3.67746,115.920249,107.003942,223.274844,113.195622,0.223672,409.940847,3.593397,42.269432,28.251763,95.391684
S00617,L0030,T01,617,3.261117,83.025866,126.911383,123.148269,122.57671,0.785037,328.239623,-0.772035,52.632493,47.588011,92.867553
S00004,L0000,T01,4,3.670562,123.891793,134.614518,170.471366,76.356273,0.797138,401.649893,2.984527,54.657262,42.704324,93.95272
S00011,L0000,T03,11,3.050142,127.786212,139.398942,219.653496,112.968436,0.297174,391.810017,4.036182,35.129001,32.338078,93.397232
S00727,L0036,T01,727,,120.377532,112.728689,140.84209,67.539595,0.367049,361.789899,1.444891,49.839594,26.859201,92.925643
S00455,L0022,T03,455,3.550897,88.428656,125.569495,197.697383,105.4005,0.544709,374.037699,3.736418,50.474281,36.07804,92.657611
S00423,L0021,T01,423,2.51049,97.349823,104.438706,225.03815,58.415098,0.508829,344.39502,5.053905,38.954479,32.795711,92.438315
S00230,L0011,T01,230,4.002275,98.349739,108.304854,214.877586,40.755507,0.633857,430.789131,5.337937,50.321111,25.747296,90.873202
S00655,L0032,T04,655,2.159663,149.913277,90.214335,200.068982,20.118415,0.533607,379.017501,4.222509,30.325301,25.054177,92.993307
S00211,L0010,T02,211,3.178403,126.985168,114.96005,181.573317,21.424324,0.238996,400.658983,2.604015,36.442471,12.826933,96.374523
S00445,L0022,T04,445,2.705659,87.965414,135.6582,179.366069,24.855076,0.409876,345.837301,3.004109,34.664951,19.758409,95.973167
S00015,L0000,T01,15,2.685229,89.080558,71.213775,176.755933,120.688393,0.261337,335.58246,2.72271,37.205892,31.269827,94.357956
S00630,L0031,T01,630,3.889652,80.184344,120.103345,174.513621,30.725224,0.396591,394.612151,3.17408,46.734188,26.091722,95.424225
S00410,L0020,T02,410,2.439279,133.037252,126.366078,147.62989,19.10413,0.621071,365.62401,1.919486,49.064566,26.638933,95.632794
S00552,L0027,T01,552,2.593328,70.017648,127.573966,206.803908,57.0802,0.426512,330.052707,4.318128,34.5991,24.736173,94.536246
S00468,L0023,T01,468,2.081371,78.213568,71.930036,177.595745,53.7131,0.402718,301.952772,3.03376,32.270083,21.142737,96.825192
S00030,L0001,T01,30,2.521192,149.446481,82.467407,175.571019,122.190961,0.493877,365.882268,3.18344,37.703612,32.750284,96.617385
S00026,L0001,T01,26,3.79947,139.55219,144.36102,142.040034,74.781262,0.515449,415.651733,2.360143,55.315741,30.342572,91.556575
S00427,L0021,T03,427,2.97804,113.166211,80.80655,139.88886,13.493171,0.636836,348.590032,0.303974,47.238519,25.628442,94.762965
S00181,L0009,T01,181,4.244418,97.643884,93.392375,196.16316,116.21498,0.4073,426.345859,3.982127,52.235905,29.850819,90.461843
S00401,L0020,T01,401,3.440742,125.357517,121.405487,204.236304,33.162854,0.576147,421.336017,4.134709,49.654883,23.488738,95.926591
S00505,L0025,T01,505,4.182961,92.336597,81.45696,130.157671,70.660343,0.416528,398.563119,2.294666,59.416879,26.948171,93.814774
S00313,L0015,T03,313,3.132795,105.271288,98.03797,163.214927,128.009689,0.579726,347.368801,1.412422,42.554462,42.26423,94.042584
S00339,L0016,T01,339,2.241309,82.446252,109.70918,202.067361,131.908335,0.637452,304.640592,5.11764,34.888205,45.496855,90.136427
S00678,L0033,T03,678,3.165713,117.205667,115.25631,187.191491,109.493154,0.437762,375.150758,2.386367,47.432138,32.127013,91.785348
S00357,L0017,T01,357,2.108918,78.635419,110.536689,124.334372,85.624499,0.674119,273.801051,1.022401,50.632327,29.129361,94.048943
S00074,L0003,T01,74,4.271274,133.162184,75.360968,176.261856,84.438454,0.463003,426.913879,3.32916,49.64028,21.672903,96.100111
S00029,L0001,T02,29,4.351285,147.590414,86.463571,120.033469,50.899941,0.797703,445.995006,0.004233,60.339373,36.660701,92.855161
S00558,L0027,T01,558,4.416363,86.343698,137.578129,138.327719,61.90788,0.572218,398.269507,2.09712,55.177328,28.846082,93.956119
S00244,L0012,T03,244,4.183102,91.384347,132.44736,219.10915,40.006312,0.525294,407.233503,4.81376,56.307044,23.250179,90.006946
S00780,L0039,T03,780,2.10352,104.891721,121.943612,214.592924,20.635013,0.505388,342.702406,4.787855,27.291007,21.490663,93.361267
S00118,L0005,T01,118,3.440843,70.664442,112.01,156.584854,40.88051,0.499437,376.713772,2.615115,49.288456,26.902183,93.616025
S00645,L0032,T01,645,2.595581,93.087872,103.209795,184.245264,89.690014,0.782622,343.333057,3.309188,50.298924,32.763333,92.474952
S00114,L0005,T04,114,2.85325,79.648471,68.251306,170.846933,82.825643,0.323707,332.774377,2.671861,32.355765,24.533581,94.938057
S00597,L0029,T01,597,3.50804,130.295484,92.548324,131.04147,7.97268,0.48634,393.754423,0.966991,51.863357,17.888031,95.267604
S00478,L0023,T03,478,2.309083,95.135048,91.525988,229.374668,46.082473,0.203441,342.704356,3.456493,21.123415,12.570409,96.972077
S00672,L0033,T01,672,2.994144,71.139338,94.98245,223.745245,58.391809,0.609386,356.973104,4.986696,38.436691,35.100938,90.6021
S00754,L0037,T03,754,3.396854,117.188928,115.750487,205.569981,43.230573,0.627934,401.999918,4.425194,57.32587,29.23616,90.750523
S00006,L0000,T01,6,2.906588,77.730691,81.800758,129.817178,,0.649622,339.181754,0.398925,49.065318,21.528108,95.842804
S00136,L0006,T01,136,2.988115,109.154278,103.379654,132.069017,73.082799,0.612233,366.566078,1.148172,49.744819,29.831605,96.167088
S00080,L0004,T01,80,2.859754,126.257328,93.130968,181.398668,103.612524,0.656727,360.012809,3.017922,49.823287,42.13652,92.272338
S00128,L0006,T01,128,4.494228,73.585373,79.361922,133.046181,115.448279,0.55623,363.380093,1.72569,65.476904,40.032428,90.430804
S00731,L0036,T01,731,2.832771,139.70284,88.487999,176.76879,5.986858,0.285829,406.630159,3.016713,36.928358,19.208897,98.147994
S00020,L0001,T01,20,3.98932,91.622351,143.615091,128.305697,5.537855,0.360582,384.040852,2.327505,58.802228,12.722203,95.407147
S00066,L0003,T03,66,2.855746,126.246728,138.975595,154.35465,25.137142,0.270084,381.095459,2.301113,34.697287,17.177989,97.656504
S00391,L0019,T03,391,3.553704,133.764086,122.963526,,20.5666,0.730865,413.724029,2.339087,60.235492,21.975095,95.466437
S00692,L0034,T02,692,3.946594,131.296238,65.052131,215.287126,1.796039,0.798236,456.2864,6.225449,56.122,31.482928,96.08756
S00661,L0033,T01,661,2.606886,135.034908,105.989162,122.535836,83.285897,0.415199,361.218464,0.987839,42.326254,25.413185,96.248114
S00519,L0025,T01,519,3.682778,96.257937,111.592504,162.054395,91.460858,0.707194,382.213427,2.49867,56.962286,36.885532,92.274661
S00454,L0022,T01,454,2.720879,92.476122,126.856934,196.34534,139.341338,0.495717,325.603674,4.024137,46.595228,38.669848,92.917895
S00336,L0016,T01,336,4.121075,142.164289,87.852487,227.141886,13.71006,0.759946,467.119998,5.835572,56.697663,31.6318,85.664828
S00131,L0006,T01,131,3.31261,114.453981,102.098253,217.41689,91.103686,0.377051,401.757036,4.415694,38.264234,30.067515,94.531092
S00286,L0014,T01,286,3.565398,143.895286,80.98748,167.499465,71.329108,0.540865,411.379188,2.521195,49.337008,30.332222,95.219983
S00302,L0015,T04,302,3.80365,102.770919,120.328824,126.207477,139.982453,0.394207,376.029322,2.011088,55.642956,38.771703,92.22605
S00221,L0011,T02,221,2.282113,104.789766,91.110343,226.907862,22.846831,0.699827,357.676081,6.216278,38.700839,25.705755,89.054873
S00777,L0038,T01,777,3.770929,112.70048,141.891798,180.202742,39.933406,0.279303,417.437364,3.458781,43.19096,18.598812,95.711701
S00417,L0020,T01,417,2.213282,106.403405,84.811382,202.96184,133.091151,0.719336,344.788802,5.069678,34.76031,42.738758,90.925563
S00017,L0000,T03,17,3.077624,96.842099,80.312896,155.278479,0.464804,0.337027,369.661623,2.465748,41.612885,15.406067,98.303774
S00178,L0008,T03,178,2.351772,106.850805,109.704667,190.047957,103.538573,0.596081,336.614956,4.287583,40.107824,36.395945,94.247932
S00503,L0025,T02,503,3.905301,105.183089,66.150314,166.461995,104.796172,0.340993,387.467661,3.338073,47.782261,32.070567,94.487551
S00104,L0005,T01,104,2.35435,79.847027,97.266787,163.550332,79.842733,0.214328,309.133285,2.211886,36.161766,26.378432,95.052111
S00599,L0029,T01,599,3.527023,92.971318,109.920756,125.571452,69.804177,0.536671,362.645404,0.673099,53.021909,26.80761,93.306021
S00153,L0007,T01,153,4.271426,135.36414,115.462843,207.105456,59.078917,0.268851,460.394042,4.094994,47.715981,21.188225,92.197411
S00334,L0016,T02,334,2.001411,102.892586,93.797111,210.158626,105.985814,0.524413,325.687896,4.658763,36.035265,30.064571,90.07788
S00527,L0026,T01,527,3.227712,70.675733,96.182568,,24.780709,0.364348,353.938128,2.651868,37.361548,17.488732,98.398039
S00232,L0011,T02,232,3.096755,135.838427,72.38723,141.772301,60.913777,0.266583,395.664861,1.799501,44.978814,28.605859,98.622656
S00653,L0032,T01,653,2.937893,120.966682,102.150625,181.495168,,0.348979,358.553261,2.423458,41.591919,31.421656,95.866214
S00733,L0036,T01,733,2.617161,119.814672,113.344343,226.175973,17.143508,0.66007,389.388831,6.300644,45.525319,30.007831,89.30297
S00440,L0022,T01,440,2.08655,101.804822,130.872154,171.380807,43.005457,0.376943,333.607285,3.190739,34.982887,16.402479,96.296597
S00257,L0012,T01,257,2.17802,104.176493,130.941793,210.539507,136.642787,0.60208,323.199877,4.899307,32.336991,36.054173,90.84314
S00792,L0039,T04,792,3.622722,76.65123,75.326764,215.763085,112.036072,0.239287,371.644121,3.354846,36.073456,26.036957,94.170357
S00000,L0000,T02,0,3.720166,105.058305,129.454289,213.460218,15.651684,0.421458,421.595829,4.816269,41.20505,24.37607,93.018068
S00574,L0028,T04,574,3.194522,138.439265,127.283616,130.671635,12.28146,0.526935,401.89693,0.969256,42.595542,15.592533,96.891539
S00379,L0018,T03,379,2.158639,123.399812,115.640988,223.210602,111.26094,0.313924,353.511824,4.609733,30.150677,27.294,92.79802
S00691,L0034,T01,691,4.485307,105.637034,124.667435,159.302931,100.114771,0.413365,423.785792,3.60548,59.69748,25.166743,92.692056
S00470,L0023,T01,470,2.860852,123.544831,83.514486,225.426504,58.781546,0.661712,393.516293,5.734612,42.402387,31.20144,90.784617
S00237,L0011,T01,237,2.194239,85.187256,106.150858,218.081356,99.267111,0.76051,329.692876,6.76033,35.440509,39.062672,89.613668
S00070,L0003,T01,70,2.119085,125.119129,99.022013,194.137801,44.433038,0.34962,360.325623,4.197352,37.344211,17.332666,97.283446
S00657,L0032,T01,657,2.676273,97.696004,131.384632,167.297968,2.527211,0.614047,346.881406,2.625706,43.437769,24.762188,97.516829
S00032,L0001,T01,32,3.238932,85.952509,142.764594,137.157261,43.62872,0.273972,351.262527,1.495782,48.760991,23.678283,96.777008
S00166,L0008,T01,166,2.947803,110.960873,70.87352,172.862105,12.056588,0.581492,368.36504,3.062598,44.026001,23.58491,96.951285
S00370,L0018,T01,370,2.822911,102.297757,111.550341,180.103933,55.194959,0.445031,356.793952,2.697916,41.161357,25.411195,96.764408
S00746,L0037,T01,746,3.463804,111.521058,96.860351,127.47115,103.402238,0.786499,369.026611,0.346659,67.324287,43.927705,88.921914
S00742,L0037,T01,742,3.059963,131.439263,122.509245,139.724223,,0.348395,377.254143,1.42207,35.726556,23.771375,95.176899
S00432,L0021,T03,432,2.756242,81.834837,113.469534,215.301871,101.750028,0.772386,344.87518,5.569043,45.803945,39.236012,88.15965
S00656,L0032,T02,656,3.447897,134.651227,123.506997,193.726725,25.377475,0.351026,413.863927,3.19289,41.830216,23.042155,96.200659
S00723,L0036,T01,723,3.075359,81.692388,138.47767,222.751291,17.154444,0.556826,387.165985,4.814335,35.108572,23.142551,93.257958
S00738,L0036,T02,738,3.018956,104.772219,106.737015,191.006063,70.251888,0.748126,365.417668,3.952914,40.607447,32.548625,92.57924
S00046,L0002,T04,46,,82.345402,98.794206,156.004754,21.699255,0.64249,318.594938,2.921436,43.295854,34.219062,95.457944
S00757,L0037,T01,757,2.757646,138.250503,65.606299,177.389204,123.459727,0.784516,371.724575,3.194541,54.413753,39.374354,90.263026
S00192,L0009,T02,192,4.44711,81.821851,101.859889,142.595619,118.917008,0.52166,389.166008,2.469562,54.942026,34.602987,91.577698
S00021,L0001,T01,21,3.917579,71.483196,114.139443,127.53955,54.469339,0.793801,366.220191,-0.02115,62.661891,36.38874,91.946203
S00784,L0039,T02,784,3.815408,142.693856,92.4459,196.490944,111.952118,0.713526,427.01555,4.317089,46.881521,39.366644,89.211583
S00569,L0028,T02,569,3.042059,100.309349,80.104518,210.198055,110.001257,0.399992,357.628439,3.321743,39.503279,33.293135,96.017771
S00255,L0012,T02,255,3.180702,120.501143,135.601385,162.56284,20.094702,0.78861,409.420099,1.866119,62.65157,26.482252,94.106425
S00258,L0012,T01,258,3.240893,132.380827,67.967218,172.702825,134.154921,0.339756,370.454207,2.67738,42.894397,31.667561,94.901979
S00633,L0031,T01,633,4.351065,100.272804,102.823831,189.024303,51.450318,0.615543,422.186822,4.135162,61.660285,42.027475,90.801105
S00595,L0029,T02,595,3.260084,129.461876,72.093068,194.033026,52.659499,0.783175,408.201701,4.755356,51.683289,35.595439,92.413093
S00718,L0035,T03,718,3.084045,110.579999,88.361964,1485.56516,56.018853,0.791671,371.650972,1.218985,47.237524,34.340535,93.242756
S00038,L0001,T02,38,2.753272,117.804654,98.972632,204.160093,111.251135,0.518303,372.510485,4.037329,30.032968,34.500245,94.683272
S00798,L0039,T03,798,4.107409,136.01201,77.187996,120.088235,56.163136,0.375967,422.76307,1.594079,54.718474,22.999096,96.234574
S00647,L0032,T01,647,4.048042,109.707006,89.365078,198.909975,84.716499,0.798634,416.910791,5.550082,53.613991,41.429987,88.227707
S00408,L0020,T01,408,4.47445,123.584492,65.274212,160.595084,137.551406,0.546655,429.513906,3.361567,61.024287,36.597033,91.29994
S00717,L0035,T03,717,3.541179,77.177226,124.393723,142.076352,19.380229,0.274714,365.292828,2.149057,48.436246,16.161979,95.31781
S00322,L0016,T01,322,4.134918,125.713878,90.283925,227.4235,71.466133,0.706534,472.196052,6.30008,47.247219,36.473295,87.117452
S00001,L0000,T02,1,4.396067,88.368063,91.360228,151.100698,133.113769,0.765551,377.34187,1.676769,63.442679,42.715693,90.478841
S00322,L0016,T01,322,4.134918,125.713878,90.283925,227.4235,71.466133,0.706534,472.196052,6.30008,47.247219,36.473295,87.117452
S00538,L0026,T04,538,4.318823,88.042891,88.281139,156.613668,44.156235,0.300558,229.854815,2.660077,50.524227,21.658859,94.234419
S00199,L0009,T02,199,2.248678,145.967633,141.056184,213.207571,9.147735,0.496708,388.640801,5.007285,25.994194,23.671042,96.539482
S00164,L0008,T03,164,2.687588,79.639214,133.809898,125.293113,99.862647,0.541038,300.210619,0.789801,44.558946,25.494803,95.216611
S00010,L0000,T02,10,2.216381,72.275948,98.681765,208.493078,20.039942,0.656559,321.613275,5.441984,36.236549,22.984499,91.604492
S00276,L0013,T02,276,3.672237,108.386017,71.681003,124.311946,101.47549,0.526637,382.004353,1.355429,54.701627,30.140488,94.111585
S00411,L0020,T01,411,2.503575,119.199089,138.595808,163.993716,91.436136,0.29839,355.82491,2.782312,38.325772,28.837666,94.998875
S00092,L0004,T04,92,4.018342,116.435945,115.379092,,103.895829,0.432518,433.661954,4.622736,42.883577,36.009643,90.646928
S00765,L0038,T01,765,4.202712,112.034197,69.519607,161.708691,21.204933,0.375937,439.249012,2.178675,49.134474,20.159689,95.727429
S00112,L0005,T02,112,3.028273,,68.959652,137.726599,93.608135,0.375698,390.313977,0.915389,44.810449,29.660221,94.39936
S00734,L0036,T03,734,,136.949009,122.233981,206.089615,86.565498,0.451775,364.926013,3.940354,36.733461,29.510146,93.101902
S00036,L0001,T02,36,4.011468,113.129011,118.28473,188.79747,5.044193,0.681033,453.450135,3.426886,54.851872,26.479936,91.498005
S00474,L0023,T02,474,4.118816,70.403882,91.893323,191.278203,28.066816,0.671807,388.764058,4.092422,49.820956,31.092445,91.812495
S00344,L0017,T01,344,2.694099,118.751835,128.048214,132.695629,139.2473,0.274016,339.700044,1.867831,41.564873,31.289957,96.653473
S00762,L0038,T02,762,3.298688,144.035485,117.269318,192.24925,13.879628,0.365412,432.748448,3.844189,34.685204,18.689082,95.47507
S00368,L0018,T02,368,4.386962,92.600965,77.73251,162.40916,82.94718,0.748137,401.512276,3.488723,65.43325,39.510877,90.467515
S00510,L0025,T01,510,3.312578,70.465807,142.234043,172.788895,125.907623,0.319691,344.26846,2.377371,39.076906,31.697377,94.380785
S00054,L0002,T01,54,2.638504,131.880085,84.901991,217.774704,,0.671742,374.956717,5.192244,38.780147,33.38926,91.351356
S00632,L0031,T01,632,3.774169,72.405459,81.613579,205.161556,34.683685,0.496388,394.623315,4.031702,46.082275,23.024012,90.933613
S00462,L0023,T02,462,3.831481,73.93021,66.913874,142.972576,133.042795,0.387747,359.158296,1.640109,55.820579,32.95139,92.382164
S00279,L0013,T01,279,2.501726,123.843659,105.808832,202.841204,106.506054,0.769432,365.3376,4.735253,38.838112,39.632721,90.471825
S00225,L0011,T01,225,3.868434,93.350117,138.967423,144.164958,63.475202,0.759545,384.493128,1.181763,70.382503,35.310561,90.169826
S00207,L0010,T03,207,2.2418,93.286601,109.147609,181.469535,61.555304,0.32868,328.136872,3.322543,30.658167,26.959614,96.400835
S00476,L0023,T03,476,4.286931,123.085689,105.546198,221.110068,45.403599,0.622374,454.577418,6.121854,54.970569,32.802556,88.740771
S00665,L0033,T02,665,2.117615,92.016855,83.038127,211.652249,5.334341,0.778968,327.560877,6.049223,35.407391,27.659759,90.924277
S00362,L0018,T02,362,3.372839,116.071198,109.335597,201.983649,99.141344,0.550927,398.88487,3.484788,47.677226,29.470647,93.630396
S00572,L0028,T02,572,4.12326,91.391662,111.231324,,85.837636,0.768464,400.425213,0.886958,55.139134,40.681466,91.727744
S00483,L0024,T01,483,3.487153,86.617224,119.542534,155.69896,121.116917,0.378901,347.086418,2.055891,46.250079,36.361646,94.258198
S00002,L0000,T01,2,3.443572,92.254251,108.835621,194.842523,70.877592,0.330367,398.52554,3.146605,46.060367,30.121746,93.106621
S00140,L0007,T01,140,3.392732,140.109491,76.148205,198.99098,24.718267,0.25439,422.680193,3.761531,40.758724,10.835931,96.16944
S00487,L0024,T02,487,3.718621,79.651205,67.336344,212.256949,20.518962,0.73189,380.080088,4.973463,59.188033,29.94085,89.690435
S00605,L0030,T02,605,2.829089,82.180381,117.288578,167.89845,29.096204,0.558358,333.227033,2.539855,36.646337,28.583402,93.138493
S00143,L0007,T02,143,3.16763,128.147767,138.542134,223.529139,74.804249,0.641801,415.574602,5.18304,44.826765,33.707663,92.028895
S00292,L0014,T01,292,2.41237,102.96004,126.755318,205.347977,34.800107,0.618373,350.438282,4.585207,35.675068,35.414327,90.938605
S00327,L0016,T01,327,3.440153,112.669578,94.323013,187.155731,100.80197,0.337013,398.015018,2.15569,42.661054,26.588479,97.780055
S00289,L0014,T04,289,2.537469,119.138059,118.23299,195.438894,121.69816,0.285338,356.327871,3.753831,32.90312,29.737149,93.355223
S00523,L0026,T03,523,3.796807,,79.008696,223.302234,93.81922,0.743028,382.020002,6.578707,56.495431,38.077879,87.456378
S00756,L0037,T01,756,3.256868,104.67544,140.37613,219.092205,99.380639,0.310365,389.989931,4.108288,33.675324,26.379893,94.154603
S00584,L0029,T01,584,2.147018,93.997694,66.077041,211.379635,114.380978,0.315797,314.845997,3.544551,23.310355,27.428947,94.272247
S00654,L0032,T03,654,2.763631,113.193269,77.595534,156.066001,15.682602,0.238097,376.028006,2.372282,33.610908,12.984416,98.222076
S00247,L0012,T01,247,2.507607,102.551042,107.253294,213.625443,37.859715,0.6392,357.829775,4.770271,32.117409,28.154752,91.566721
S00310,L0015,T04,310,2.19246,106.9178,89.321907,227.708531,,0.267942,343.264746,3.568456,32.733102,26.288146,91.552912
S00051,L0002,T01,51,2.388155,92.700725,74.560359,179.971624,,0.548836,349.286815,2.885995,34.565589,30.231685,95.269108
S00277,L0013,T01,277,3.03817,115.27663,83.852981,185.472046,83.109763,0.375955,376.338257,3.100106,43.252765,28.894653,95.552498
S00590,L0029,T01,590,2.813095,119.728979,97.905443,222.963647,31.175681,0.691685,390.278031,5.6533,39.894166,29.159544,89.387694
S00416,L0020,T01,416,3.047992,121.2323,65.781827,166.307405,117.566032,0.406019,348.015721,2.374309,42.022997,33.518506,95.750286
S00328,L0016,T01,328,3.687696,137.789634,131.465366,132.374642,59.132109,0.56402,408.575068,0.667777,56.650685,25.828676,93.042612
S00203,L0010,T01,203,4.354328,91.059397,130.019538,196.68884,69.428092,0.62466,411.169345,4.725471,58.680472,33.499215,87.036896
S00501,L0025,T02,501,3.51357,128.68897,128.745952,174.68622,116.528297,0.629118,393.430485,2.561826,51.100896,35.641004,92.245332
S00610,L0030,T04,610,3.624878,85.65766,139.088389,196.111356,68.412036,0.468365,387.08841,3.692931,45.873228,26.205184,93.310666
S00315,L0015,T02,315,3.977016,96.615328,111.151936,130.37378,105.821056,0.708906,375.701896,0.80873,60.156294,39.759904,90.789669
S00693,L0034,T03,693,4.165695,116.356399,82.612511,159.918027,105.42713,0.256145,425.373027,2.834245,48.847434,25.749161,96.1727
