sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00237,L0011,T03,237,NEGATIVE,EXPOSED,50.0,76.211321,97.706821,-0.129681,122.966672,99.916157,105.587284,59.960067,2.314829,-0.524162,0.742539,52.472177,4.218283,1.396073,0.133371,0.076487,0.134475,FAIL
S00641,L0032,T01,641,POSITIVE,UNEXPOSED,50.0,100.335084,100.335084,-0.16244,123.38759,95.702327,110.667936,44.837366,2.338258,-0.399342,-0.432822,50.973845,4.978237,1.10015,0.36203,0.01384,0.290052,FAIL
S00107,L0005,T01,107,NEGATIVE,EXPOSED,50.0,67.168369,86.113294,-0.129978,127.144707,99.342277,104.528447,48.858504,2.383864,-0.439105,-0.765058,46.838725,4.669739,1.567342,0.459972,0.044866,0.36619,FAIL
S00418,L0020,T01,418,NEGATIVE,EXPOSED,50.0,,93.006955,-0.040226,130.731528,103.501452,103.404366,52.331516,2.448437,-0.253624,-0.033242,47.65661,2.737786,1.671805,0.325092,0.065952,0.078837,FAIL
S00731,L0036,T02,731,NEGATIVE,EXPOSED,50.0,72.823822,93.363875,-0.031613,113.36916,97.623607,107.835886,57.141171,2.299274,-0.416926,-0.601461,51.219095,2.566287,1.944175,0.180729,0.048778,0.052086,PASS
S00064,L0003,T02,64,NEGATIVE,EXPOSED,50.0,79.500684,101.923954,0.072372,109.777799,95.305256,102.727162,50.090818,2.372864,0.335978,0.389723,50.62209,2.638705,1.607273,0.031024,0.014928,0.028501,PASS
S00185,L0009,T01,185,NEGATIVE,EXPOSED,50.0,81.462916,104.439636,0.009683,119.94129,99.977885,106.48196,56.758484,2.428982,-0.370257,0.099539,52.43928,1.996534,1.376067,0.037119,0.081707,0.017673,PASS
S00665,L0033,T02,665,NEGATIVE,EXPOSED,50.0,73.574472,94.326246,-0.138385,101.884807,99.477372,106.321586,51.50168,2.392059,-0.526112,0.552252,50.862548,3.902203,1.437013,0.174226,0.026253,0.107235,FAIL
S00387,L0019,T03,387,NEGATIVE,EXPOSED,50.0,76.486923,98.060158,0.052478,121.960091,97.428093,101.490412,56.169024,2.384957,0.759286,0.712668,50.716671,3.350422,2.126376,0.147235,0.047007,0.096838,FAIL
S00722,L0036,T01,722,NEGATIVE,EXPOSED,50.0,74.064644,94.954672,-0.0311,119.07342,94.624639,100.49452,48.948772,2.414937,-0.829741,-0.501194,47.789145,3.334279,2.220401,0.270661,0.036856,0.133005,FAIL
S00015,L0000,T02,15,NEGATIVE,EXPOSED,50.0,74.661802,95.720259,0.014285,137.091138,102.161667,103.963786,43.616247,2.390804,-0.808321,-0.277223,49.687209,2.520788,1.770005,0.238651,0.033225,0.051537,PASS
S00784,L0039,T03,784,NEGATIVE,EXPOSED,50.0,81.452452,104.42622,0.119915,106.220576,94.476436,105.839191,50.69796,2.327397,-0.498591,-0.921774,53.835706,4.208227,1.296129,0.010389,0.017057,0.08178,FAIL
S00186,L0009,T01,186,POSITIVE,UNEXPOSED,50.0,100.722096,100.722096,0.078663,97.388396,,109.368294,39.652038,2.332619,-0.630805,-0.862843,52.697935,4.021675,1.06668,0.327277,0.004199,0.136105,FAIL
S00688,L0034,T01,688,NEGATIVE,EXPOSED,50.0,74.159361,95.076104,0.160111,109.666563,102.18738,105.357076,38.601143,2.37797,-0.602568,0.846795,49.4871,4.654683,1.532171,0.168601,0.019085,0.18831,FAIL
S00657,L0032,T01,657,NEGATIVE,EXPOSED,50.0,75.095952,96.276862,0.013186,125.777471,99.204688,109.353236,64.902214,2.280801,0.726689,0.696877,53.126836,2.918864,2.182168,0.131638,0.141239,0.084936,FAIL
S00582,L0029,T02,582,NEGATIVE,EXPOSED,50.0,78.649951,100.833271,-0.146613,110.679271,98.676236,104.212446,64.323764,2.305415,-0.180007,-0.116519,49.952684,4.171237,1.407014,0.018901,0.111681,0.106361,FAIL
S00717,L0035,T01,717,POSITIVE,UNEXPOSED,,103.325134,103.325134,-0.139536,105.870586,99.245602,113.75379,49.755745,2.389392,0.672193,-0.894027,50.627015,4.931307,2.052692,0.055829,0.0,0.213646,FAIL
S00127,L0006,T01,127,NEGATIVE,EXPOSED,50.0,74.699643,95.768773,0.114155,110.786477,96.214387,103.209394,49.898583,2.322823,-0.653429,-0.791073,50.823536,4.198506,1.274615,0.172072,0.0323,0.124806,FAIL
S00458,L0022,T01,458,POSITIVE,UNEXPOSED,50.0,97.840372,97.840372,0.028948,117.403062,99.822079,111.730656,,2.416561,0.67941,-0.003248,52.818039,3.044915,1.237608,0.421394,0.0,0.088569,FAIL
S00403,L0020,T02,403,POSITIVE,UNEXPOSED,50.0,101.072135,101.072135,-0.002621,,99.010859,105.308651,50.777031,2.436823,-0.571821,-0.779744,53.073976,2.396312,2.079044,0.089105,0.028814,0.036329,FAIL
S00054,L0002,T01,54,NEGATIVE,EXPOSED,50.0,83.887941,107.548643,0.079091,106.561315,95.957242,105.376654,61.188225,2.371435,-0.21034,0.75676,53.466578,3.287236,1.637226,0.0,0.071014,0.051767,FAIL
S00026,L0001,T01,26,NEGATIVE,EXPOSED,50.0,87.989785,112.807417,0.10681,89.749107,98.143873,106.167666,,2.305866,0.218188,0.429591,53.04199,3.756983,1.694201,0.0,0.007612,0.066874,FAIL
S00738,L0036,T03,738,NEGATIVE,EXPOSED,50.0,79.262802,101.618977,,103.317047,99.99311,104.864429,57.909479,2.439619,0.648559,0.43403,51.550683,2.521959,1.507891,0.013005,0.031735,0.024334,PASS
S00528,L0026,T01,528,POSITIVE,UNEXPOSED,50.0,87.256257,87.256257,0.03059,113.859962,97.80088,107.039843,55.594376,2.414849,0.457538,0.828182,53.134366,2.972559,2.351063,0.487779,0.043987,0.18475,FAIL
S00572,L0028,T01,572,POSITIVE,UNEXPOSED,50.0,104.529348,104.529348,0.055617,110.790519,102.943866,108.781464,42.060829,2.356191,0.337083,-0.602964,49.752588,2.517286,1.588339,0.20672,0.023485,0.041919,PASS
S00150,L0007,T01,150,POSITIVE,UNEXPOSED,50.0,97.251137,97.251137,-0.036921,124.431588,99.656588,554.0008,49.331999,2.479885,-0.928684,-0.519967,53.839135,3.325008,1.153699,0.361045,0.054761,0.10235,FAIL
S00257,L0012,T02,257,POSITIVE,UNEXPOSED,50.0,107.723555,107.723555,-0.055485,130.916106,95.640242,108.850934,37.788916,2.405036,-0.817752,,49.303524,4.071684,1.642419,0.340141,0.032302,0.200594,FAIL
S00498,L0024,T01,498,NEGATIVE,EXPOSED,50.0,84.57179,108.425371,-0.030558,110.651097,101.749386,,55.453663,2.276098,-0.811731,0.364394,53.481575,2.80394,1.722815,0.026552,0.060079,0.038252,FAIL
S00726,L0036,T01,726,POSITIVE,UNEXPOSED,50.0,97.076429,97.076429,-0.042235,105.79909,96.289735,106.881085,53.53036,2.379267,0.668282,-0.745954,50.20038,2.79694,1.90501,0.109244,0.055773,0.051685,PASS
S00454,L0022,T02,454,NEGATIVE,EXPOSED,50.0,80.394653,103.070068,-0.042106,116.699291,97.691782,106.25707,56.375947,2.413558,-0.889987,-0.155338,53.296681,3.06147,1.520873,0.045284,0.045475,0.043075,FAIL
S00099,L0004,T01,99,NEGATIVE,EXPOSED,50.0,77.384293,99.210632,0.119748,121.701884,96.844731,103.073066,54.204015,2.323251,-0.823742,-0.454467,50.035672,4.716221,1.521782,0.112772,0.081671,0.195558,FAIL
S00071,L0003,T03,71,POSITIVE,UNEXPOSED,50.0,109.16284,109.16284,-0.011717,98.030081,102.633152,106.835553,42.499273,2.358589,0.993995,0.341051,51.292843,2.585051,1.903045,0.046671,0.015508,0.033356,PASS
S00589,L0029,T03,589,POSITIVE,UNEXPOSED,50.0,102.350245,102.350245,-0.128227,102.236397,95.946538,109.022413,45.324998,2.344697,-0.973036,0.233893,53.490404,4.443002,1.106572,0.122478,0.023317,0.119876,FAIL
S00022,L0001,T01,22,POSITIVE,UNEXPOSED,50.0,103.039549,103.039549,-0.098814,100.062073,98.666595,105.915793,57.182364,2.326358,-0.200644,-0.399145,48.21828,3.425793,1.85142,0.035906,0.062345,0.069565,FAIL
S00789,L0039,T01,789,POSITIVE,UNEXPOSED,50.0,105.036532,105.036532,0.158519,117.26494,100.523114,107.811821,37.169977,2.335555,0.195899,-0.077113,48.09916,4.433725,1.692512,0.379885,0.0189,0.274975,FAIL
S00184,L0009,T03,184,POSITIVE,UNEXPOSED,50.0,97.866619,97.866619,-0.077696,111.228447,102.057046,106.841318,48.252327,2.367387,-0.458277,0.142998,50.297289,3.395435,1.676204,0.2606,0.035897,0.104094,FAIL
S00660,L0033,T01,660,NEGATIVE,EXPOSED,50.0,71.175134,91.250172,0.005325,111.117105,99.512596,106.116285,58.370278,2.383157,-0.061893,0.044221,47.302867,1.262869,1.553993,0.269283,0.058617,0.018866,FAIL
S00415,L0020,T01,415,NEGATIVE,EXPOSED,50.0,77.716261,99.636231,0.027807,100.864317,97.599323,103.335026,55.785292,2.265222,-0.777808,-0.807438,52.383691,2.78207,1.533963,0.081309,0.001461,0.034216,PASS
S00447,L0022,T01,447,NEGATIVE,EXPOSED,50.0,75.127322,96.31708,-0.075284,111.122804,92.217934,103.487225,45.777052,2.382235,0.580952,0.923535,50.255668,3.848063,1.060103,0.178032,0.036526,0.088162,FAIL
S00466,L0023,T01,466,POSITIVE,UNEXPOSED,50.0,100.649647,100.649647,-0.084627,108.062194,97.093917,109.788157,54.907089,2.401717,-0.000461,0.573802,49.553565,3.104405,1.049828,0.062088,0.052,0.036969,PASS
S00360,L0018,T01,360,POSITIVE,UNEXPOSED,50.0,104.918991,104.918991,0.103493,122.559809,100.370278,104.855197,44.99716,2.386772,-0.223199,-0.006268,46.923892,3.733383,2.873346,0.200061,0.037518,0.202245,FAIL
S00744,L0037,T01,744,NEGATIVE,EXPOSED,50.0,70.569046,90.473135,-0.072588,100.299785,99.09118,103.05663,53.13293,2.359875,-0.875271,,48.047684,3.457448,1.871314,0.337865,0.037421,0.125182,FAIL
S00496,L0024,T03,496,POSITIVE,UNEXPOSED,50.0,104.340619,104.340619,,115.013731,95.674558,114.020058,46.301434,2.387346,0.173052,0.827017,53.176191,3.044225,2.141445,0.140727,0.013139,0.069932,FAIL
S00254,L0012,T01,254,POSITIVE,UNEXPOSED,50.0,98.145569,98.145569,-0.081709,114.733455,97.540249,107.512079,49.823811,2.341317,-0.674087,0.951018,51.833278,4.096184,1.648476,0.235881,0.046701,0.165984,FAIL
S00036,L0001,T01,36,NEGATIVE,EXPOSED,50.0,83.232952,106.708913,0.015176,115.803221,97.66845,112.211634,48.249971,2.395137,0.16705,0.924074,56.967265,3.117849,3.488982,0.0,0.013778,0.101886,FAIL
S00013,L0000,T03,13,NEGATIVE,EXPOSED,50.0,76.935886,98.635751,0.012857,133.922518,98.864815,102.923049,46.228601,2.410836,-0.614209,0.044328,50.25917,2.692828,1.472381,0.14846,0.037638,0.040252,PASS
S00566,L0028,T03,566,NEGATIVE,EXPOSED,50.0,82.465103,105.724491,-0.061343,112.230107,100.241367,100.564948,45.56834,2.390949,0.768537,0.202694,51.475652,3.162218,2.55449,0.055685,0.031071,0.079179,PASS
S00401,L0020,T01,401,NEGATIVE,EXPOSED,50.0,79.843237,102.363125,-0.007018,115.542917,94.063786,109.749484,57.461418,2.411829,-0.972969,0.785304,54.412232,2.660926,2.404453,0.045748,0.043508,0.049318,FAIL
S00664,L0033,T01,664,NEGATIVE,EXPOSED,50.0,68.910355,88.346609,0.088978,121.857175,100.663428,101.922362,63.502367,2.291127,-0.238309,0.154436,44.847262,3.52647,2.16294,0.441257,0.194988,0.295277,FAIL
S00512,L0025,T03,512,NEGATIVE,EXPOSED,50.0,69.974155,89.710455,0.020544,120.841641,96.155915,105.773134,58.026283,2.362846,0.780435,0.723606,49.886518,2.759316,1.740019,0.362349,0.07974,0.094179,FAIL
S00271,L0013,T01,271,NEGATIVE,EXPOSED,50.0,80.293818,102.940792,0.000688,112.642004,98.795174,102.163376,59.498661,2.322686,-0.258054,0.82765,52.350639,2.607503,1.799858,0.041225,0.037374,0.033413,PASS
S00300,L0015,T03,300,NEGATIVE,EXPOSED,50.0,72.178962,92.53713,0.001976,126.670041,94.61307,109.783028,58.869184,2.382315,-0.181378,0.033457,52.6072,1.670014,2.479382,0.253621,0.075275,0.043169,FAIL
S00304,L0015,T01,304,NEGATIVE,EXPOSED,50.0,75.992624,97.426441,0.06691,122.691678,100.292518,103.489675,60.328077,2.418686,0.856975,-0.875352,51.377645,4.022479,1.545361,0.182283,0.093567,0.145961,FAIL
S00380,L0019,T01,380,NEGATIVE,EXPOSED,50.0,83.71493,107.326834,0.037732,125.401152,97.835516,106.758819,60.835544,2.4698,0.454277,-0.396921,54.492359,2.929788,1.539195,0.000843,0.082014,0.037843,FAIL
S00139,L0006,T02,139,POSITIVE,UNEXPOSED,50.0,103.737406,103.737406,0.100167,121.522241,96.361306,111.537677,47.521234,2.424931,-0.666793,0.226805,51.224566,3.830644,1.237592,0.167565,0.045678,0.094499,FAIL
S00196,L0009,T01,196,NEGATIVE,EXPOSED,50.0,75.402758,96.670202,0.029675,116.807601,99.099452,105.561096,49.250388,2.335531,-0.203523,-0.540167,50.332233,2.528465,1.139767,0.149916,0.039864,0.029756,PASS
S00617,L0030,T02,617,NEGATIVE,,50.0,85.614297,109.761919,-0.03889,108.943589,99.950153,109.172548,52.950983,2.384935,-0.633905,0.830222,55.639602,2.934791,2.260474,0.0,0.009225,0.04657,FAIL
S00605,L0030,T01,605,NEGATIVE,EXPOSED,50.0,77.626067,99.520599,-0.054008,108.545596,96.790029,102.890256,55.949315,2.432486,0.606867,,50.954359,3.552889,1.463376,0.071811,0.040629,0.065832,FAIL
S00486,L0024,T01,486,NEGATIVE,EXPOSED,50.0,79.433367,101.837649,-0.077674,110.997226,98.193983,103.431811,65.807153,2.346273,-0.66016,-0.6963,50.468919,3.382273,1.538236,0.0469,0.099423,0.064214,FAIL
S00222,L0011,T02,222,NEGATIVE,EXPOSED,50.0,89.495529,114.737858,-0.020326,119.859203,97.38132,106.260657,59.041649,2.397964,0.62482,-0.382701,57.377868,2.701758,1.578944,0.0,0.030939,0.028257,FAIL
S00179,L0008,T02,179,NEGATIVE,EXPOSED,50.0,77.13181,98.886936,0.065373,112.89428,96.779272,105.037293,57.839256,2.462815,-0.535294,0.295455,49.743144,3.096467,1.524116,0.094611,0.060369,0.052456,PASS
S00525,L0026,T02,525,POSITIVE,UNEXPOSED,50.0,107.348777,107.348777,0.053327,116.320468,95.864861,110.487375,40.89587,,-0.188943,-0.561911,51.542093,3.192939,1.704323,0.212755,0.03133,0.079104,PASS
S00565,L0028,T01,565,NEGATIVE,EXPOSED,50.0,78.812978,101.042279,-0.053263,107.393405,100.100943,106.178049,54.701958,2.348998,-0.702126,-0.933217,52.23456,3.751227,1.247551,0.063273,0.039964,0.067344,FAIL
S00655,L0032,T02,655,NEGATIVE,EXPOSED,50.0,65.630002,84.141028,,126.306005,96.824841,104.900933,59.022663,2.330438,-0.900457,-0.507657,48.267474,2.790299,1.829947,0.509619,0.104463,0.152686,FAIL
S00383,L0019,T02,383,POSITIVE,UNEXPOSED,50.0,102.387476,102.387476,0.022046,122.303986,97.832571,113.301285,53.809942,2.355778,0.209712,-0.051275,53.300982,1.959082,1.838686,0.096067,0.07766,0.025572,FAIL
S00137,L0006,T01,137,POSITIVE,UNEXPOSED,50.0,92.401224,92.401224,0.216398,101.232153,101.359576,382.043196,40.691406,2.390416,0.489368,-0.696068,53.664209,6.018124,1.527233,0.709029,0.02617,0.773134,FAIL
S00279,L0013,T02,279,POSITIVE,UNEXPOSED,50.0,106.736631,106.736631,0.010156,129.331205,96.097081,109.629479,52.631079,2.38876,0.898684,0.910928,49.522384,3.414587,1.522673,0.044274,0.101581,0.06524,FAIL
S00366,L0018,T01,366,POSITIVE,UNEXPOSED,50.0,98.732103,98.732103,-0.025806,96.355652,94.937283,110.100495,40.544619,2.530694,-0.772546,0.604187,51.207943,2.650827,1.248917,0.369383,0.022351,0.060101,FAIL
S00288,L0014,T02,288,POSITIVE,UNEXPOSED,50.0,105.557989,105.557989,-0.030143,123.948381,97.767026,111.468371,44.595244,2.400903,0.30554,0.468379,51.336383,2.829452,1.082825,0.179515,0.03104,0.039197,PASS
S00437,L0021,T01,437,,EXPOSED,50.0,75.802079,97.182153,-0.089431,96.997287,91.687582,109.020876,61.808257,2.34817,0.935924,0.566617,49.96518,4.053311,2.111074,0.076826,0.043809,0.135995,FAIL
S00644,L0032,T01,644,NEGATIVE,EXPOSED,50.0,63.50309,81.414218,0.098791,117.604654,99.158135,106.157046,57.514918,2.484668,-0.031582,0.349481,44.758384,3.428756,2.204365,0.498282,0.095522,0.26519,FAIL
S00229,L0011,T02,229,NEGATIVE,EXPOSED,50.0,83.531417,107.09156,-0.100014,121.154672,96.971922,100.649926,51.070218,2.387452,-0.056475,-0.823897,50.838165,4.071607,2.446122,0.032776,0.028693,0.140607,FAIL
S00350,L0017,T02,350,NEGATIVE,EXPOSED,50.0,81.016941,103.867873,0.162596,,99.717148,101.586439,51.186448,2.374605,0.862008,-0.714939,53.759129,4.925894,1.496266,0.015392,0.00875,0.177594,FAIL
S00759,L0037,T01,759,NEGATIVE,EXPOSED,50.0,81.361491,104.309604,-0.017213,116.970244,100.395429,104.049529,50.315635,2.324376,0.224566,-0.410709,50.867881,2.397427,1.254452,0.033951,0.029365,0.020159,PASS
S00615,L0030,T02,615,NEGATIVE,EXPOSED,50.0,74.054373,94.941504,0.025364,117.846562,95.04796,106.265516,61.881342,2.334577,0.885864,0.942176,52.658565,3.252587,1.31727,0.189943,0.068592,0.069948,FAIL
S00708,L0035,T01,708,NEGATIVE,EXPOSED,50.0,77.752071,99.682142,-0.113311,134.202911,96.96435,100.76588,59.141657,2.350297,0.543821,0.209523,45.783075,4.034749,2.165486,0.154184,0.171379,0.214286,FAIL
S00456,L0022,T02,456,NEGATIVE,EXPOSED,50.0,79.120693,101.436786,0.082451,118.568671,100.449342,108.070157,52.103374,2.366941,-0.042991,-0.324838,51.860361,2.727709,1.971823,0.030636,0.023429,0.037957,PASS
S00140,L0007,T01,140,POSITIVE,UNEXPOSED,50.0,102.160818,102.160818,-0.02887,108.802178,97.565325,105.685981,45.162475,2.361636,0.996976,-0.297119,53.174003,2.973166,1.89087,0.176802,0.032304,0.066793,FAIL
S00780,L0039,T02,780,NEGATIVE,EXPOSED,50.0,80.437191,103.124604,-0.025575,131.605886,101.893854,104.175604,54.848348,2.382361,0.538463,-0.267177,50.324024,2.399543,1.214948,0.051451,0.08757,0.023912,PASS
S00503,L0025,T02,503,POSITIVE,UNEXPOSED,50.0,99.310141,99.310141,0.02791,106.597053,100.29623,110.569642,49.097805,2.445197,-0.99635,0.813837,53.041557,3.196216,1.372031,0.182863,0.024772,0.060959,FAIL
S00532,L0026,T01,532,POSITIVE,UNEXPOSED,50.0,99.114416,99.114416,0.108099,110.057121,100.894523,382.421514,44.706962,2.309315,-0.350234,0.464791,52.017881,3.948557,1.264359,0.314964,0.010877,0.139525,FAIL
S00242,L0012,T01,242,,EXPOSED,50.0,73.837808,94.663856,-0.051715,113.131364,93.730954,105.210079,49.983411,2.350924,0.689417,0.844353,49.961228,3.503943,1.649839,0.202385,0.019983,0.092995,FAIL
S00019,L0000,T01,19,NEGATIVE,EXPOSED,50.0,73.611657,94.373919,-0.038639,114.796751,97.626686,100.484333,62.506568,2.322547,-0.816101,-0.519335,49.63968,2.71368,2.319081,0.285759,0.128306,0.111354,FAIL
S00159,L0007,T02,159,NEGATIVE,EXPOSED,50.0,77.461854,99.310069,0.078845,125.196271,97.209847,105.31317,50.471174,2.337401,0.976805,0.18537,52.43641,4.130367,1.146385,0.093865,0.038321,0.092789,FAIL
S00567,L0028,T03,567,POSITIVE,UNEXPOSED,50.0,95.102105,95.102105,-0.09943,99.602417,94.579374,110.723606,50.747053,2.281091,-0.493478,0.997994,53.724179,4.070109,1.597564,0.202758,0.032572,0.142755,FAIL
S00208,L0010,T03,208,POSITIVE,UNEXPOSED,50.0,115.283617,115.283617,-0.107704,99.71931,96.117053,,51.70178,2.418448,0.52339,-0.912912,48.506915,3.803213,1.565584,0.0,0.047652,0.071288,FAIL
S00307,L0015,T01,307,NEGATIVE,EXPOSED,50.0,74.995681,96.148309,-0.047059,137.959123,97.408572,100.696709,56.648229,2.381907,-0.625231,-0.327775,45.054763,3.422713,1.819747,0.269345,0.193555,0.163587,FAIL
S00570,L0028,T03,570,NEGATIVE,EXPOSED,50.0,76.12818,97.600231,-0.022005,122.815178,91.704321,108.144791,62.415124,2.383141,0.836491,0.973051,55.497129,3.185074,1.515904,0.103193,0.072589,0.059049,FAIL
S00133,L0006,T01,133,NEGATIVE,EXPOSED,50.0,73.271735,93.938122,0.015582,103.350888,96.804556,102.777191,37.38192,2.372428,0.112662,-0.19471,48.315648,1.695231,1.710748,0.239553,0.002948,0.02366,PASS
S00422,L0021,T01,422,NEGATIVE,EXPOSED,50.0,75.366202,96.623336,-0.008565,91.08779,99.106513,104.415738,57.01825,2.395536,0.208971,-0.890841,49.467243,2.385145,1.447601,0.110087,0.044027,0.028246,PASS
S00108,L0005,T01,108,NEGATIVE,EXPOSED,50.0,69.936741,89.662488,-0.067588,119.764742,99.78066,107.818296,55.836172,2.406682,-0.893983,0.81681,51.826106,4.053587,2.412203,0.323664,0.033317,0.271302,FAIL
S00412,L0020,T02,412,NEGATIVE,EXPOSED,50.0,84.995951,108.969168,-0.137947,103.485307,94.647851,105.897113,63.254362,2.362265,-0.357955,-0.97712,53.53857,4.515823,1.909009,0.023217,0.046024,0.152966,FAIL
S00191,L0009,T01,191,NEGATIVE,EXPOSED,50.0,85.015711,108.994502,0.08133,115.637957,96.729042,105.005326,41.13689,2.439484,-0.46494,0.591425,53.257503,3.569185,1.69547,0.019556,0.0,0.059585,FAIL
S00333,L0016,T01,333,POSITIVE,UNEXPOSED,50.0,110.487587,110.487587,0.057417,111.725164,100.321329,108.997295,49.702663,2.437409,-0.893334,0.641187,50.501047,2.952779,1.74804,0.008159,0.037386,0.039453,PASS
S00067,L0003,T01,67,POSITIVE,UNEXPOSED,50.0,101.586584,101.586584,-0.006418,114.450514,96.76509,110.92961,53.960147,2.441497,-0.982522,0.778271,52.223153,2.74299,1.478746,0.068812,0.041993,0.034307,PASS
S00541,L0027,T01,541,NEGATIVE,EXPOSED,50.0,85.514894,109.634479,0.11869,115.316398,99.091259,106.90968,53.58454,2.442835,0.590737,0.06381,55.1944,3.557452,1.974202,0.022335,0.034475,0.074356,FAIL
S00392,L0019,T01,392,POSITIVE,UNEXPOSED,50.0,100.326357,100.326357,-0.022926,114.48647,102.821902,111.436663,53.585612,2.403187,0.610547,-0.43505,50.884214,2.35258,1.060495,0.106892,0.050943,0.022524,PASS
S00178,L0008,T01,178,NEGATIVE,EXPOSED,50.0,75.405034,96.67312,-0.042114,88.988407,93.796001,107.176078,54.511564,2.257188,0.95734,0.935726,51.36158,3.634322,1.679604,0.072527,0.019286,0.074761,FAIL
S00663,L0033,T01,663,POSITIVE,UNEXPOSED,50.0,102.272808,102.272808,0.063287,108.627031,101.571815,106.569996,42.59058,2.393921,0.242309,0.132558,48.800251,2.697808,1.903206,0.246212,0.023615,0.063467,PASS
S00444,L0022,T01,444,NEGATIVE,EXPOSED,50.0,81.050188,103.910497,-0.124102,,94.899493,104.201581,48.310154,2.407555,0.492607,0.95231,52.693996,4.707063,1.372831,0.044227,0.033934,0.140003,FAIL
S00504,L0025,T01,504,NEGATIVE,EXPOSED,50.0,64.653804,82.889492,0.058874,111.859896,100.198514,102.756863,56.871781,2.394278,-0.702944,-0.597248,46.029913,3.236405,1.911608,0.499859,0.068943,0.196912,FAIL
S00084,L0004,T01,84,NEGATIVE,EXPOSED,50.0,77.224193,99.005376,-0.125245,115.892277,100.774003,107.899913,52.113632,2.305314,0.346926,-0.51791,49.763243,4.240631,1.510759,0.083725,0.047007,0.119982,FAIL
S00455,L0022,T01,455,NEGATIVE,EXPOSED,50.0,79.014621,101.300796,-0.002933,125.578988,97.229733,106.21354,53.542972,2.347727,-0.862768,0.679459,52.362095,3.246129,1.51207,0.076863,0.03544,0.052883,FAIL
S00683,L0034,T02,683,NEGATIVE,EXPOSED,50.0,71.726403,,-0.073592,139.404857,99.124993,105.232279,50.679176,2.432663,-0.647154,-0.255426,50.230709,3.830215,1.386006,0.384162,0.077506,0.183532,FAIL
S00199,L0009,T01,199,NEGATIVE,EXPOSED,50.0,73.080166,,-0.042985,106.40874,97.842487,102.677557,60.055579,2.390654,-0.001,-0.506978,48.858562,2.833971,1.84552,0.234865,0.06467,0.073319,PASS
S00743,L0037,T02,743,,EXPOSED,50.0,86.423362,110.799181,-0.016075,108.77679,97.055509,104.8323,54.703884,2.376815,-0.299589,0.91348,53.954444,2.251127,1.871431,0.009451,0.036442,0.023668,FAIL
S00386,L0019,T01,386,NEGATIVE,EXPOSED,50.0,77.970952,99.962759,0.016156,120.115267,101.210006,104.121815,40.507317,2.434865,-0.608229,0.817005,52.672131,2.759603,1.425601,0.091252,0.005801,0.032919,PASS
S00547,L0027,T03,547,POSITIVE,UNEXPOSED,50.0,104.013924,104.013924,0.014207,117.179032,99.43207,110.085969,39.824488,2.470936,0.687524,-0.670286,52.096218,2.702527,1.237621,0.423799,0.015843,0.05472,FAIL
S00700,L0035,T01,700,POSITIVE,UNEXPOSED,50.0,108.802638,108.802638,0.086994,116.161968,96.886362,107.961521,58.085231,2.36146,-0.41352,-0.941042,47.766323,3.549136,1.42785,0.020086,0.12507,0.068561,FAIL
S00571,L0028,T01,571,POSITIVE,UNEXPOSED,50.0,103.83374,,-0.030314,98.96465,100.027772,111.440504,44.799641,2.406848,-0.645494,0.80926,50.202961,2.752288,1.389946,0.099272,0.020068,0.033962,PASS
S00359,L0017,T01,359,POSITIVE,UNEXPOSED,50.0,102.799755,,-0.069131,111.09058,94.818811,111.960485,40.334838,2.416087,-0.084964,-0.271358,50.601731,3.147293,1.654883,0.326456,0.019536,0.028552,FAIL
S00554,L0027,T01,554,NEGATIVE,EXPOSED,50.0,73.749797,94.551021,-0.045831,113.813436,98.461421,104.647677,46.818604,2.363526,-0.835378,0.130151,49.2475,3.300369,1.387753,0.219214,0.026111,0.073622,FAIL
S00596,L0029,T01,596,POSITIVE,UNEXPOSED,50.0,100.287657,100.287657,-0.008887,118.809148,98.682319,108.228085,37.431952,2.361019,-0.36406,-0.657086,51.532381,2.476754,1.091566,0.644227,0.0,0.09359,FAIL
S00757,L0037,T01,757,NEGATIVE,EXPOSED,50.0,83.69231,107.297833,0.004003,127.435864,101.828638,112.317816,40.18634,2.306222,-0.794051,0.088861,60.08325,2.842895,3.921647,0.005607,0.0,0.100568,FAIL
S00085,L0004,T01,85,POSITIVE,UNEXPOSED,50.0,102.51648,102.51648,-0.001689,110.463586,94.415608,110.784458,44.817069,2.397904,-0.757632,0.026952,51.383168,2.03646,1.136925,0.191592,0.012111,0.020695,PASS
S00129,L0006,T01,129,NEGATIVE,EXPOSED,50.0,69.608674,89.24189,-0.06541,103.445269,94.790261,103.412943,52.392328,2.43578,-0.349203,0.644814,48.707443,3.043283,1.656503,0.365225,0.054842,0.106939,FAIL
S00080,L0004,T02,80,NEGATIVE,EXPOSED,50.0,80.190836,102.808764,-0.124797,,97.176466,111.011258,59.228755,2.30302,0.617812,0.781766,55.304767,4.314624,2.946708,0.030565,0.034995,0.211016,FAIL
