sample_id,lot_id,tool_id,sequence,photo_cd_nm,overlay_nm,etch_bias_nm,etch_depth_nm,cmp_dishing_nm,film_thickness_nm,final_cd_nm,resistance_proxy,defect_risk,electrical_result,yield_proxy
S00332,L0016,T03,332,46.013651,5.326451,-2.254341,1080.887753,45.528475,75.236798,53.831382,90.775481,0.984724,FAIL,68.816824
S00045,L0002,T01,45,52.82829,1.857528,-2.454104,968.689441,30.259151,67.197466,52.649605,94.674312,0.694199,FAIL,80.408432
S00271,L0013,T01,271,49.926916,1.188763,-2.700576,1019.00092,46.406719,60.948332,49.63194,104.41115,0.267541,PASS,92.128321
S00793,L0039,T01,793,51.191487,3.184596,-2.4619,991.880438,53.799398,73.658289,57.951051,84.744739,0.999045,FAIL,66.914874
S00672,L0033,T03,672,48.223113,3.897974,-1.29083,,28.105011,69.765981,50.943373,95.591622,0.563299,PASS,82.061434
S00642,L0032,T03,642,53.835405,4.339849,-1.345819,1047.817519,23.566812,72.990879,56.699484,84.839889,0.991908,FAIL,67.00561
S00562,L0028,T01,562,49.95624,1.973483,-0.22593,1004.433985,50.38045,66.079527,54.36133,94.92452,0.966041,FAIL,67.719502
S00450,L0022,T01,450,51.106844,2.9434,-0.653052,994.87658,39.41407,75.439097,56.625403,83.724182,0.993258,FAIL,66.337654
S00697,L0034,T03,697,47.878103,2.534221,-0.915949,936.013054,48.378545,69.590842,52.136101,95.50236,0.846849,FAIL,71.928267
S00280,L0014,T01,280,51.470638,4.986183,-2.323716,962.292623,13.561921,73.088102,51.373506,98.47774,0.571627,FAIL,80.553592
S00151,L0007,T03,151,50.678294,3.581811,-1.52211,1011.092947,63.385232,67.485784,59.618498,80.664589,0.999876,FAIL,68.260607
S00565,L0028,T01,565,49.207243,3.468269,-2.189191,982.134069,43.38816,67.298842,54.369221,89.195083,0.97448,FAIL,67.626989
S00724,L0036,T02,724,50.840777,4.322899,-1.031693,994.757763,41.041158,65.714932,58.496738,83.741841,0.999254,FAIL,68.949643
S00577,L0028,T01,577,49.981226,5.882397,-1.381825,964.784602,45.798069,70.988071,60.540579,80.079663,0.999944,FAIL,63.911411
S00555,L0027,T01,555,51.939832,3.643973,-2.742561,946.77868,46.554598,66.354662,56.337852,88.067007,0.995809,FAIL,67.252338
S00599,L0029,T02,599,48.835493,5.275071,-2.59123,1027.441214,36.176752,69.697106,56.21649,86.897258,0.996076,FAIL,65.921533
S00032,L0001,T05,32,53.094814,5.31109,-2.003294,936.960799,19.214108,73.351919,53.620607,91.434492,0.927119,FAIL,67.311626
S00632,L0031,T04,632,49.740276,4.35046,0.189153,1004.154252,48.175906,596.40426,59.783494,84.34607,0.999822,FAIL,66.288679
S00064,L0003,T01,64,49.995716,5.458649,-1.012634,1062.046901,48.106084,66.994017,60.993466,78.148121,0.999959,FAIL,66.211542
S00029,L0001,T05,29,48.120692,2.155153,-1.506494,1049.008003,40.668565,60.841327,49.035826,103.51646,0.20347,PASS,90.815679
S00084,L0004,T02,84,,3.002489,-3.342837,987.733369,34.101019,65.277809,54.647748,91.20776,0.958706,FAIL,66.638286
S00546,L0027,T01,546,52.606503,5.200976,-1.883032,1083.400111,32.863379,73.590124,57.451139,83.581189,0.998183,FAIL,70.067939
S00583,L0029,T01,583,53.224527,2.68081,-0.938623,971.142058,53.219726,,59.173297,86.544044,0.999535,FAIL,67.571855
S00070,L0003,T01,70,48.888336,3.406325,-0.585387,949.048233,45.558009,73.825827,54.557459,90.173168,0.979856,FAIL,67.989375
S00178,L0008,T01,178,51.150597,4.3141,-0.814943,1010.997331,62.325439,68.626595,61.763828,77.548917,0.999983,FAIL,67.080291
S00514,L0025,T03,514,49.054555,1.689709,-2.150505,948.912974,55.600279,70.710176,50.292574,101.421838,0.562778,FAIL,80.195391
S00005,L0000,T02,5,52.345838,5.792596,-2.751464,1014.194074,34.269788,76.128543,59.817708,77.131511,0.999806,FAIL,68.996867
S00757,L0037,T04,757,50.495083,4.120781,-1.318996,1027.524301,38.666308,69.555809,57.66099,83.419188,0.998185,FAIL,67.836713
S00609,L0030,T01,609,50.751724,5.136679,-2.737228,936.226488,46.825343,62.005077,59.024445,86.175491,0.999753,FAIL,65.046603
S00668,L0033,T01,668,45.604504,6.907032,-2.263004,987.854719,48.739338,67.785619,58.76659,85.243217,0.999877,FAIL,65.629612
S00402,L0020,T01,402,49.090498,2.462199,-1.515456,1081.568613,,66.357636,50.284896,97.910297,0.224386,FAIL,92.328044
S00219,L0010,T01,219,51.553558,3.963493,-1.843463,1024.130579,28.086769,67.605016,55.938804,88.412199,0.986338,FAIL,65.589813
S00651,L0032,T01,651,49.799024,5.631567,-0.9941,992.108265,35.574535,78.36661,57.805256,81.792673,0.999028,FAIL,67.696205
S00784,L0039,T02,784,48.572612,4.608789,-2.647653,966.469604,23.170175,69.136997,50.971607,101.385348,0.580688,FAIL,80.423285
S00145,L0007,T01,145,50.375815,3.317093,-1.747951,986.948694,45.527144,66.128813,55.447401,90.913375,0.989591,FAIL,68.935922
S00380,L0019,T01,380,54.96451,3.891423,0.562984,,47.500992,67.887879,64.673642,74.543822,0.999995,FAIL,66.584419
S00133,L0006,T01,133,51.787483,2.896111,-1.965334,993.587766,21.59117,70.189757,52.979181,96.748265,0.745378,PASS,74.379638
S00062,L0003,T01,62,50.600555,5.216697,-0.94056,991.782733,51.363387,64.987048,62.784303,73.45472,0.999991,FAIL,68.723391
S00364,L0018,T03,364,54.928508,3.943016,-2.312017,922.958809,40.301583,73.819607,59.922654,81.253979,0.999705,FAIL,67.380092
S00602,L0030,T03,602,48.360499,5.005362,-2.131236,955.821305,46.637204,71.30597,56.123031,91.342131,0.997311,FAIL,70.444542
S00671,L0033,T01,671,52.409681,2.881768,-1.377827,929.296459,54.926092,62.001368,58.477953,84.16834,0.999325,FAIL,70.656929
S00660,L0033,T05,660,48.254054,3.671844,-3.143344,804.006053,32.001915,63.635293,49.267967,105.8376,0.274245,FAIL,91.990397
S00167,L0008,T01,167,50.310603,1.083273,-0.817031,971.649499,27.378284,69.066996,50.17536,100.716283,0.1589,PASS,95.158283
S00072,L0003,T01,72,50.418817,4.351457,-1.310415,978.856845,35.985062,72.995832,56.986972,84.583764,0.996753,FAIL,67.873988
S00634,L0031,T03,634,50.868571,2.997182,-1.444273,980.914539,26.847054,64.828049,52.487583,96.374663,0.734073,FAIL,73.877042
S00634,L0031,T03,634,50.868571,2.997182,-1.444273,980.914539,26.847054,64.828049,52.487583,96.374663,0.734073,FAIL,73.877042
S00212,L0010,T01,212,54.237299,4.981117,-1.169143,,47.467092,64.036533,64.345972,70.029429,0.999996,FAIL,65.366938
S00246,L0012,T01,246,51.264748,1.620071,0.069196,970.929549,19.345641,70.469764,52.416269,95.968922,0.481523,PASS,82.428959
S00739,L0036,T02,739,50.913316,4.047538,-2.108413,1015.672119,29.974585,70.83541,54.629329,90.942311,0.966865,FAIL,67.35373
S00001,L0000,T03,1,49.584826,3.975327,-3.052484,960.49238,45.957316,,53.461851,94.338216,0.963946,FAIL,68.943612
S00759,L0037,T01,759,50.347829,3.623758,-3.192541,1035.30099,46.772898,65.863054,54.534205,93.590101,0.982546,FAIL,66.361932
S00076,L0003,T01,76,48.94661,3.765255,-0.542368,944.858085,44.574533,63.836899,56.113507,88.412024,0.994711,FAIL,66.849597
S00075,L0003,T01,75,48.17014,5.897433,-2.363933,1030.54963,19.757315,70.805976,51.327562,98.253159,0.731559,FAIL,73.799633
S00268,L0013,T01,268,51.210438,,-0.64233,944.005164,29.142495,65.64264,58.046363,85.343662,0.999218,FAIL,65.531513
S00071,L0003,T01,71,50.232785,1.724798,-0.870083,1022.989015,25.089449,71.012765,51.224342,94.306196,0.339741,PASS,90.061897
S00221,L0011,T04,221,54.013819,6.412044,-3.865632,873.42854,20.973616,66.275069,56.30955,85.99549,0.994967,FAIL,65.416176
S00013,L0000,T02,13,49.590807,5.903419,0.2586,1044.420235,28.097443,64.688358,58.153581,83.164521,0.999018,FAIL,66.255883
S00449,L0022,T03,449,51.400291,5.788584,-2.579966,1019.210874,46.293394,73.299683,59.925807,80.646565,0.999908,FAIL,69.343782
S00351,L0017,T02,351,47.720296,4.123735,-1.397757,942.356943,39.347749,67.091041,53.978497,94.340087,0.967786,FAIL,68.814421
S00377,L0018,T01,377,50.086938,4.514808,-1.963315,940.571588,16.859937,72.832247,50.997618,95.85431,0.489265,FAIL,82.615058
S00704,L0035,T01,704,48.309212,3.487567,0.359413,1088.304544,44.877149,66.672202,55.346585,88.70294,0.989174,FAIL,66.603428
S00046,L0002,T01,46,48.882281,,0.44557,915.047172,40.637342,66.894605,56.041101,87.322705,0.993291,FAIL,69.866226
S00478,L0023,T01,478,47.574115,7.080934,-0.765426,1041.388959,41.563679,70.077074,58.810115,79.356897,0.999837,FAIL,69.111085
S00561,L0028,T05,561,49.898681,1.267668,-2.160123,968.855529,,67.580926,49.011582,100.379694,0.088,PASS,97.799743
S00383,L0019,T01,383,47.634094,5.880677,-0.971576,931.014023,33.502956,63.890314,54.282956,91.855387,0.983942,FAIL,68.53738
S00261,L0013,T05,261,49.238206,5.222168,-2.108107,1024.004094,23.571936,65.274261,50.141694,101.610121,0.489948,PASS,84.104626
S00508,L0025,T02,508,51.470117,2.140798,-1.929468,1052.236666,51.336618,58.917014,56.768089,90.273783,0.99551,FAIL,65.359238
S00097,L0004,T03,97,47.246313,104.12517,-0.18136,991.595399,18.104112,63.418021,54.684842,92.873071,0.996422,FAIL,65.07539
S00627,L0031,T04,627,50.119542,6.312176,1.270797,1049.601863,34.696031,75.143259,63.076894,72.913542,0.999989,FAIL,66.428
S00275,L0013,T04,275,49.038436,2.017976,-3.343365,1030.959568,54.382326,69.311058,50.113242,102.20849,0.547286,PASS,84.606839
S00279,L0013,T01,279,50.267847,1.795993,-2.599315,961.609477,32.193621,62.65697,49.607023,103.263903,0.177185,PASS,96.310451
S00318,L0015,T01,318,49.615507,2.689058,-1.310035,915.989956,7.243802,72.714206,50.257563,99.140155,0.120738,PASS,94.412738
S00191,L0009,T01,191,50.151188,4.791099,-0.652994,980.91018,54.78162,71.040932,60.731482,80.270356,0.999952,FAIL,64.625181
S00753,L0037,T01,753,50.421819,4.321003,-1.739355,932.427732,33.418418,63.371733,54.502574,92.327982,0.972999,FAIL,67.931409
S00362,L0018,T03,362,49.373004,5.757504,-1.689065,902.002685,45.319673,,58.654339,82.123225,0.999727,FAIL,65.928853
S00550,L0027,T03,550,51.861278,4.155904,-2.49066,1027.58071,31.052211,64.420576,53.592053,94.796985,0.934114,FAIL,69.830562
S00580,L0029,T01,580,51.222209,2.854472,-1.991602,1028.429881,25.395726,69.819146,52.902068,94.531351,0.769046,FAIL,74.798515
S00393,L0019,T01,393,51.594177,7.483781,0.351586,882.344114,42.98725,66.161663,65.203001,71.22507,0.999999,FAIL,67.087263
S00744,L0037,T02,744,52.569496,6.780136,-0.013032,963.391092,43.491059,68.257136,67.390167,68.156524,1.0,FAIL,66.706069
S00208,L0010,T01,208,52.164136,5.518106,1.093516,1040.844032,41.857275,65.368124,63.5222,70.918704,0.999993,FAIL,66.392865
S00077,L0003,T04,77,47.797218,4.844423,-1.99017,1010.164122,66.75282,68.324658,61.739837,76.155937,0.999989,FAIL,68.55855
S00237,L0011,T02,237,54.995553,5.787607,-2.995641,972.864451,34.516402,67.287206,61.286499,78.126029,0.999941,FAIL,66.055642
S00710,L0035,T01,710,50.026425,6.51751,-1.489719,1020.614484,37.165066,70.266616,58.585648,85.164913,0.99968,FAIL,66.851877
S00188,L0009,T02,188,51.32323,5.26326,-1.499081,992.969455,44.729122,63.932037,62.400318,73.252008,0.999982,FAIL,67.107016
S00224,L0011,T03,224,52.376718,9.840971,-2.580556,972.426823,49.851011,72.321544,71.457868,55.917028,1.0,FAIL,66.565658
S00136,L0006,T02,136,51.131505,3.043399,-1.000828,992.280706,36.100798,66.262959,55.863583,86.415339,0.98588,FAIL,67.095446
S00740,L0037,T01,740,46.77559,4.258801,-3.104184,996.416372,30.372823,69.17254,48.978897,99.661334,0.2631,PASS,88.958301
S00761,L0038,T01,761,51.396362,5.597231,0.299842,1030.788739,18.850954,72.076451,56.930783,88.259968,0.995034,FAIL,64.119689
S00034,L0001,T01,34,50.362931,1.930248,-0.858328,933.028357,41.859799,65.442492,53.728189,95.253426,0.913208,FAIL,70.281709
S00490,L0024,T01,490,50.833455,4.102425,-0.441848,988.031616,27.679125,66.89571,56.148068,89.961051,0.98887,FAIL,65.71299
S00491,L0024,T05,491,45.141549,6.495918,-1.911971,943.43522,56.620905,71.029166,58.638452,82.433305,0.999894,FAIL,64.325315
S00432,L0021,T01,432,49.162384,5.547455,-0.95302,914.454344,41.937607,65.529092,58.570095,83.471366,0.999614,FAIL,68.092312
S00343,L0017,T01,343,47.071043,3.366856,-1.276617,1000.529493,22.36373,67.039104,49.366605,99.684184,0.173413,PASS,93.778597
S00234,L0011,T01,234,49.970619,2.641262,-1.669105,961.38291,30.973353,67.698379,52.335505,97.681882,0.723223,FAIL,76.873173
S00028,L0001,T01,28,50.661248,5.654427,-0.340423,962.949429,,69.663591,59.745983,81.452843,0.999832,FAIL,69.46736
S00288,L0014,T01,288,47.993703,4.208118,-2.465853,1022.565836,40.831398,67.118723,52.095556,98.655873,0.882449,FAIL,70.809877
S00732,L0036,T01,732,50.951583,2.36805,-3.304265,997.670782,35.138855,74.003769,52.044263,95.168104,0.69713,FAIL,79.546599
S00220,L0011,T03,220,48.601988,5.89794,-0.55524,986.44385,51.003536,64.853256,60.619601,79.281702,0.999961,FAIL,68.631398
S00233,L0011,T04,233,50.137989,1.136055,-2.672716,1035.726055,37.58891,67.010156,51.613191,99.472062,0.517285,PASS,82.522631
S00283,L0014,T01,283,48.397239,3.780598,-0.985019,1000.583976,42.074179,70.052039,54.206067,91.464339,0.972886,FAIL,66.887368
S00797,L0039,T02,797,52.609438,7.383907,-0.99232,983.879861,37.715756,62.748326,64.335191,73.132562,0.999998,FAIL,67.362072
S00501,L0025,T04,501,51.301025,5.482647,-1.150163,946.019951,43.41526,67.217646,61.308571,78.148707,0.999959,FAIL,66.613689
S00447,L0022,T03,447,46.20826,1.31775,-2.722507,1004.187028,23.832323,67.510404,44.802628,109.550769,0.465471,PASS,82.68422
S00588,L0029,T05,588,50.367177,0.532216,-1.381748,982.748541,33.325738,69.191736,47.986632,104.37449,0.074682,PASS,99.7
S00369,L0018,T01,369,53.369456,1.188133,-2.324949,1022.430639,37.504327,66.271653,53.68246,91.945916,0.851114,FAIL,68.369543
S00331,L0016,T02,331,49.831651,4.262066,-1.3113,1028.744832,49.521602,76.706526,57.507436,84.576072,0.998939,FAIL,66.447889
S00368,L0018,T01,368,51.075559,1.646917,-1.776036,1020.004859,32.299948,65.893062,52.052879,98.230177,0.589019,PASS,77.80894
S00781,L0039,T02,781,51.281347,7.075714,0.00325,1027.685965,45.35565,67.923337,66.728414,64.618224,1.0,FAIL,68.583717
S00200,L0010,T01,200,52.991811,2.884767,-1.102044,922.077105,56.83798,66.505448,59.821135,77.45829,0.999793,FAIL,68.869627
S00591,L0029,T01,591,50.650683,2.214948,-2.872287,1039.706065,28.199153,72.903155,50.214445,100.516098,0.253361,FAIL,92.263048
S00775,L0038,T02,775,49.838722,4.631374,-0.946883,986.759851,1.881556,62.876133,50.398891,97.065565,0.215298,PASS,90.501248
S00244,L0012,T02,244,49.560275,2.692989,-21.77816,1022.739304,41.005471,67.149485,53.179412,93.489771,0.901204,PASS,70.143656
S00752,L0037,T01,752,53.890252,5.224332,-1.209398,995.110588,38.21355,63.054733,60.604953,77.434869,0.999892,FAIL,68.033587
S00718,L0035,T01,718,46.037836,2.900152,3.134445,991.610202,40.60104,70.343828,53.69952,92.081737,0.936893,FAIL,70.068833
S00182,L0009,T01,182,53.522994,0.65271,0.426011,915.791135,38.557008,,56.283302,87.264031,0.974444,FAIL,66.023339
S00695,L0034,T01,695,51.110165,4.59332,-2.461621,939.31949,29.828523,64.055466,55.349056,89.979137,0.985033,FAIL,68.374076
S00737,L0036,T01,737,43.896364,3.557532,-0.848511,990.835034,27.797628,69.780793,46.591568,109.129521,0.414961,PASS,85.039465
S00241,L0012,T04,241,50.627631,3.250662,-2.248555,932.590915,41.185731,69.365726,56.124056,87.962912,0.992055,FAIL,65.305219
S00567,L0028,T01,567,51.442639,4.691862,-1.546789,931.620289,47.946895,69.972431,59.906946,80.445159,0.99986,FAIL,64.364457
S00358,L0017,T01,358,53.069925,5.28686,-2.367386,977.732207,15.548116,69.918811,53.747863,89.208977,0.919274,FAIL,68.632953
S00771,L0038,T01,771,49.272213,4.667629,-3.052759,1008.767444,,68.820335,55.270334,89.958568,0.986893,FAIL,68.105097
S00009,L0000,T01,9,53.942778,3.775425,-0.072326,1041.650627,16.874717,72.521177,57.329864,84.908935,0.990905,FAIL,65.219703
S00731,L0036,T02,731,51.958584,5.605322,-2.487501,998.225215,78.991995,62.683462,70.282617,62.059665,1.0,FAIL,66.700628
S00011,L0000,T03,11,52.954577,5.382361,-0.550033,936.040928,48.938967,66.529468,64.232197,73.757983,0.999997,FAIL,68.255063
S00798,L0039,T01,798,,6.192013,-0.960193,919.104343,43.850582,,61.241117,78.449065,0.999969,FAIL,66.421088
S00532,L0026,T04,532,50.342234,4.138402,-1.684617,1063.648969,38.164662,68.080272,58.296741,88.03312,0.998886,FAIL,65.786959
S00698,L0034,T01,698,52.387845,7.709082,-1.305226,1044.153306,62.651234,67.616617,72.975365,54.701238,1.0,FAIL,68.701452
S00683,L0034,T02,683,46.694321,2.104735,-1.606229,974.937075,35.805963,63.89247,49.156477,104.187868,0.173882,PASS,91.677251
S00378,L0018,T02,378,47.751574,4.970635,-3.126569,936.651104,41.923918,62.812943,55.094674,89.563025,0.991985,FAIL,68.431307
S00162,L0008,T01,162,50.232196,5.275907,-0.214288,977.229834,29.199399,72.542322,57.110571,87.096922,0.997181,FAIL,65.545603
S00135,L0006,T03,135,47.852207,3.448026,-0.111357,1029.021498,34.490378,63.291568,52.598424,94.564972,0.84907,FAIL,69.66111
S00474,L0023,T01,474,51.470414,8.763989,-3.433642,933.292366,33.656929,61.308353,60.549429,79.361124,0.999971,FAIL,65.911971
S00563,L0028,T03,563,45.350215,6.631053,-0.028222,945.154682,55.889623,68.244665,62.545237,73.342155,0.999995,FAIL,67.625677
S00251,L0012,T02,251,,6.086416,-1.848111,950.055037,23.852436,71.037587,56.92412,86.666462,0.996952,FAIL,64.401689
S00603,L0030,T01,603,49.600459,5.417687,0.533899,1031.362648,58.288067,63.021164,63.743067,73.743212,0.999997,FAIL,67.100087
S00473,L0023,T01,473,50.652808,6.988109,-1.692406,1019.056786,38.521442,70.509574,61.222506,77.183105,0.999971,FAIL,65.55552
S00382,L0019,T01,382,48.254393,3.560362,-1.433078,989.696136,56.065189,62.264872,56.764047,87.912319,0.998162,FAIL,67.857963
S00589,L0029,T01,589,48.4865,5.105357,-2.489872,929.219922,56.494097,72.936282,58.988718,79.849364,0.999849,FAIL,62.518241
S00154,L0007,T01,154,48.987117,6.193291,-2.811072,1000.918468,44.89184,68.196878,59.736784,78.543534,0.999903,FAIL,67.1266
S00600,L0030,T03,600,52.018548,4.216613,-4.155648,983.752661,42.813275,65.150607,55.364141,91.450406,0.991367,FAIL,67.43174
S00529,L0026,T01,529,52.854701,6.343248,-1.790053,971.938733,50.086706,71.457637,68.253372,62.996268,1.0,FAIL,67.03279
S00713,L0035,T05,713,51.917438,7.053443,-0.269455,1000.371822,32.141773,68.960382,61.347375,78.507532,0.999964,FAIL,65.477261
S00536,L0026,T02,536,51.873986,3.644591,-0.220018,892.863331,37.298844,73.514859,58.765436,81.408185,0.998997,FAIL,66.169368
S00706,L0035,T01,706,50.060638,4.10467,-2.634943,942.044531,39.987542,69.282045,55.353754,92.168247,0.989328,FAIL,67.747431
S00410,L0020,T01,410,51.464954,4.708462,-1.624608,983.763674,41.321577,71.130331,59.902585,79.779736,0.999799,FAIL,67.106922
S00429,L0021,T01,429,53.089648,1.116817,-2.774079,1019.046708,46.313079,66.991988,52.092192,96.041187,0.715763,PASS,76.014226
S00458,L0022,T01,458,51.604104,2.246672,-2.563843,1047.054974,31.611495,69.593052,52.719364,96.670766,0.754938,FAIL,75.721426
S00435,L0021,T01,435,48.111994,1.032494,-2.273943,974.917686,42.560218,69.478781,48.51546,102.91222,0.101361,PASS,95.122609
S00674,L0033,T02,674,46.597916,2.061119,-0.745199,993.516432,16.850006,70.288679,46.802863,106.431922,0.143314,PASS,90.498029
S00236,L0011,T05,236,51.63341,3.053205,1.294465,961.175443,32.750074,67.053004,56.32383,88.319032,0.988275,FAIL,65.056538
S00391,L0019,T04,391,49.0032,4.213786,-1.818464,956.878869,36.567513,70.613928,55.916486,86.323568,0.99216,FAIL,67.569612
S00756,L0037,T01,756,44.889116,1.936294,-0.904418,1028.38267,44.076797,72.187038,48.851624,100.958018,0.157998,PASS,92.611912
S00131,L0006,T03,131,48.051241,4.315774,,971.851478,18.402899,66.887113,45.896547,112.130504,0.509254,PASS,79.005323
S00750,L0037,T01,750,46.277543,2.736029,-3.708621,999.208869,33.801941,64.718319,46.830406,107.764583,0.360313,FAIL,86.302413
S00336,L0016,T02,336,52.305136,3.413111,-0.55412,966.999171,34.197407,68.360093,58.182924,82.541593,0.997899,FAIL,68.407073
S00768,L0038,T01,768,50.124804,5.934268,-2.220921,1023.175681,30.307194,71.737682,55.776412,89.50644,0.994282,FAIL,65.193997
S00195,L0009,T02,195,52.050799,7.79234,,1002.112734,46.870235,68.72333,66.885449,65.380531,1.0,FAIL,66.351068
S00689,L0034,T01,689,52.685679,4.24951,-1.581394,1030.415783,34.245099,67.033607,58.389051,83.75519,0.998779,FAIL,66.844514
S00746,L0037,T01,746,51.51749,6.211453,-0.576432,954.95527,29.284482,66.876773,60.403967,80.223274,0.999868,FAIL,68.052059
S00306,L0015,T01,306,46.482028,4.076244,-2.467013,919.697704,41.875543,73.956831,50.834433,100.16999,0.732043,FAIL,75.671241
S00789,L0039,T02,789,48.86672,,-2.111521,956.201292,23.617725,66.815314,53.519289,93.359063,0.950995,FAIL,69.677421
S00373,L0018,T03,373,52.950558,3.52587,-1.595881,963.898097,29.65002,69.782013,56.588159,84.786941,0.990878,FAIL,64.98158
S00073,L0003,T01,73,51.369551,5.70751,-2.387134,986.120329,60.918679,70.365409,64.709451,67.153673,0.999999,FAIL,65.72729
S00058,L0002,T01,58,51.329386,4.867228,0.690341,934.205795,65.093822,69.387284,65.21074,68.138468,0.999999,FAIL,67.5124
S00175,L0008,T01,175,51.142952,8.198755,-1.542945,1025.734111,36.591095,66.203554,63.715118,71.273797,0.999997,FAIL,63.604333
S00353,L0017,T02,353,47.714362,4.826704,-1.579575,1013.099248,47.407739,60.377159,56.617953,87.687947,0.998119,FAIL,67.416864
S00022,L0001,T01,22,43.973173,5.263824,-0.823361,1008.844623,52.49771,68.435786,54.986156,95.307975,0.995701,FAIL,66.303078
S00477,L0023,T01,477,48.849703,5.726887,,938.099686,39.244049,70.455689,54.322272,92.982499,0.987791,FAIL,68.927092
S00068,L0003,T01,68,51.337413,6.368034,-1.761113,990.943633,258.00328,68.979166,64.702341,70.093386,0.999999,FAIL,68.24617
S00224,L0011,T03,224,52.376718,9.840971,-2.580556,972.426823,49.851011,72.321544,71.457868,55.917028,1.0,FAIL,66.565658
S00267,L0013,T01,267,51.477427,9.041405,-2.646531,955.004599,35.300478,63.808158,64.376646,73.734221,0.999999,FAIL,68.208791
S00272,L0013,T03,272,51.72869,5.746228,-0.787907,917.094102,38.310164,69.273134,60.586962,81.115143,0.999914,FAIL,68.258389
S00139,L0006,T02,139,51.826521,7.175209,-1.573174,1008.263434,38.290782,68.050607,62.491725,73.064311,0.99999,FAIL,67.975607
S00106,L0005,T03,106,48.981209,0.281787,0.152583,,24.814607,68.203109,48.21871,104.422859,0.036146,PASS,96.444222
S00511,L0025,T01,511,52.138967,6.191302,0.192724,1026.835272,32.573007,67.766833,61.812838,76.667825,0.999964,FAIL,65.028023
S00777,L0038,T01,777,49.45855,5.771844,-0.632389,942.899608,37.430292,66.15534,57.738327,85.647331,0.99913,FAIL,67.478187
S00192,L0009,T02,192,47.895733,4.521463,-2.779823,917.522112,47.746285,65.414978,53.945776,92.245008,0.982317,FAIL,66.956311
S00091,L0004,T01,91,48.077858,8.246563,-2.180655,977.654382,30.067684,66.613728,57.351449,85.61311,0.999416,FAIL,68.417828
S00436,L0021,T01,436,49.191732,7.632597,-0.227793,1023.638498,56.508052,70.752051,68.132285,63.72509,1.0,FAIL,65.123171
S00186,L0009,T01,186,49.045768,7.079995,-0.787687,951.85809,21.50083,62.433914,54.870226,93.299115,0.988623,FAIL,67.397226
S00141,L0007,T03,141,51.034258,6.010503,,920.707545,18.899731,72.511023,54.798682,90.040463,0.977755,FAIL,67.600087
S00169,L0008,T03,169,49.643191,3.343992,-0.712511,961.038416,52.027068,68.207071,55.809018,90.377222,0.994587,FAIL,65.141496
S00745,L0037,T04,745,48.808992,5.693748,-2.225121,1045.524634,34.981634,72.473834,58.361107,81.298068,0.999374,FAIL,70.147771
S00578,L0028,T03,578,51.818111,5.825792,-0.48203,964.854907,30.142363,60.764948,58.658496,85.4185,0.999393,FAIL,68.220638
S00348,L0017,T01,348,49.698456,3.542378,-2.350782,985.0897,34.684394,64.28362,52.887299,97.38981,0.882005,FAIL,70.152984
S00147,L0007,T01,147,52.236648,2.697002,-1.326053,1051.554645,19.511876,70.668455,52.73195,95.466152,0.662032,FAIL,76.604715
S00322,L0016,T02,322,48.638426,6.04674,-0.974255,1055.450621,53.526637,,62.818721,76.094875,0.999995,FAIL,66.444715
S00598,L0029,T02,598,44.09213,4.42251,-3.374444,882.295293,23.197706,67.819916,45.338099,111.609354,0.689016,FAIL,74.793966
S00185,L0009,T04,185,49.035777,4.402877,-1.113936,975.738248,55.141188,67.067571,60.787017,77.959471,0.999947,FAIL,66.639163
S00538,L0026,T01,538,43.903386,5.339935,-1.304471,946.30586,62.756788,655.3966,56.891347,88.083796,0.999483,FAIL,66.832163
S00302,L0015,T02,302,47.974076,5.468868,-3.555809,887.86436,47.181209,60.354397,57.068231,87.645012,0.999004,FAIL,66.334551
S00342,L0017,T02,342,47.416526,1.839226,-1.251569,937.370813,64.225749,66.178949,52.644457,97.948147,0.935573,FAIL,66.875643
S00177,L0008,T02,177,48.781662,4.119027,-1.618984,968.102235,27.580663,69.705576,53.716341,93.174171,0.92714,FAIL,72.051662
S00547,L0027,T02,547,51.582169,6.072215,-1.353551,1050.432185,33.556822,67.423546,60.292869,79.095279,0.999878,FAIL,68.703098
S00488,L0024,T04,488,52.315163,6.956623,-2.890794,991.244954,46.619301,71.728897,65.212815,69.349241,0.999999,FAIL,65.756336
S00460,L0023,T02,460,48.148559,3.510422,1.408553,959.850428,52.120499,65.833953,58.980647,81.545411,0.999603,FAIL,68.678277
S00610,L0030,T01,610,49.056758,4.157452,-5.263039,921.485436,44.897176,63.776482,51.63027,100.273995,0.86347,FAIL,70.811654
S00051,L0002,T01,51,50.428737,5.14203,-3.284881,975.411284,38.60417,67.647255,56.444467,87.046353,0.99696,FAIL,67.603144
S00720,L0036,T02,720,48.980251,3.852345,-2.981248,963.851565,30.248883,66.252862,51.764893,99.130192,0.732855,FAIL,75.918054
S00273,L0013,T01,273,47.221194,5.558486,0.629262,940.126215,47.391245,64.337038,59.810973,84.17386,0.999894,FAIL,65.164686
S00313,L0015,T01,313,47.917191,1.355165,-3.083865,1008.031749,17.880802,60.045862,47.25992,107.687007,0.082061,PASS,94.922405
S00269,L0013,T02,269,53.229851,4.899378,0.944655,980.896346,49.501858,72.426684,65.345647,67.489965,0.999998,FAIL,63.857332
