sample_id,lot_id,tool_id,sequence,photo_cd_nm,overlay_nm,etch_bias_nm,etch_depth_nm,cmp_dishing_nm,film_thickness_nm,final_cd_nm,resistance_proxy,defect_risk,electrical_result,yield_proxy
S00276,L0013,T03,276,49.151445,7.20451,-1.50225,960.783132,28.266603,65.098391,47.888415,106.327113,0.571007,FAIL,81.364014
S00153,L0007,T05,153,52.006875,1.736974,-2.367019,978.175803,39.286754,67.199562,49.506313,100.545805,0.222261,PASS,91.462952
S00285,L0014,T01,285,55.203647,4.184004,-0.727601,1055.473431,43.309857,58.454289,54.043954,90.918617,0.975873,FAIL,69.923677
S00220,L0011,T01,220,51.624114,6.462584,-2.21146,953.647644,13.930738,,48.384339,106.041082,0.225636,PASS,93.310891
S00304,L0015,T03,304,50.08036,7.390006,-2.409329,987.79813,44.067583,64.954892,47.644013,108.319913,0.807525,PASS,74.421934
S00612,L0030,T01,612,53.085494,3.443042,-1.283914,901.635446,39.038582,60.669182,51.38932,98.477289,0.732618,FAIL,77.582586
S00338,L0016,T03,338,48.626391,5.296694,-1.130815,952.585392,54.130879,69.371869,48.313804,105.867014,0.624728,FAIL,82.641654
S00723,L0036,T01,723,48.123126,3.636798,-0.081665,962.623546,43.036601,70.289012,47.74323,104.868452,0.403474,PASS,85.600641
S00249,L0012,T03,249,51.262026,6.524234,-1.379947,97.891856,46.240593,70.990527,49.730311,102.540871,0.81205,PASS,74.025528
S00123,L0006,T01,123,49.156802,2.028343,-3.019651,941.400085,60.998686,66.631892,45.620154,111.925288,0.828006,FAIL,73.887323
S00356,L0017,T02,356,54.568969,5.167153,-1.193473,962.425615,48.351822,71.828502,54.422631,92.657547,0.991187,FAIL,67.550356
S00298,L0014,T03,298,53.249088,5.183281,-2.62112,924.706789,22.271956,73.300189,49.854254,99.214899,0.411162,PASS,85.998123
S00727,L0036,T01,727,50.400236,3.785949,-2.409959,962.288435,15.042158,66.1504,49.532986,103.66998,0.162109,PASS,92.477507
S00079,L0003,T01,79,49.398313,5.692696,-1.126745,966.029484,40.779983,62.5145,49.284373,104.298858,0.606377,PASS,76.937991
S00310,L0015,T03,310,48.335319,8.186241,-2.184645,1006.3865,17.097449,68.981499,45.388076,107.384696,0.892228,FAIL,72.517508
S00325,L0016,T02,325,49.744968,5.968918,-2.142968,989.295117,51.216015,67.474492,47.884501,106.167909,0.730132,PASS,76.730627
S00352,L0017,T04,352,48.467904,7.151876,-3.771338,,45.168774,68.523084,44.736846,111.236904,0.976181,FAIL,66.300116
S00411,L0020,T03,411,50.331294,6.649461,-1.992589,975.26367,29.368363,72.280477,48.446706,104.527429,0.413419,PASS,83.584486
S00261,L0013,T01,261,52.294035,5.485456,0.43837,988.225358,48.437613,68.912143,52.282079,100.944855,0.95923,FAIL,67.385779
S00539,L0026,T01,539,43.725324,4.19985,-1.837484,1031.156908,,77.244567,42.177157,117.760284,0.98954,FAIL,70.169391
S00099,L0004,T04,99,49.542013,5.599429,-1.926219,1005.401913,53.428865,67.084078,48.17382,107.769806,0.672447,FAIL,74.696254
S00508,L0025,T01,508,49.908247,1.551485,-0.471409,983.647396,31.854938,71.26034,50.486764,98.878738,0.276798,FAIL,92.069408
S00036,L0001,T02,36,46.888626,6.093212,-2.572857,924.954908,29.803926,62.899177,45.263981,112.44388,0.877609,FAIL,69.029364
S00092,L0004,T01,92,53.836646,3.482852,-0.454277,1033.851456,64.245146,65.875321,54.52594,94.574344,0.992765,FAIL,66.6348
S00783,L0039,T03,783,51.22231,3.567508,-1.352336,1047.69378,36.164637,72.096849,50.249569,98.206631,0.498522,FAIL,83.191435
S00349,L0017,T01,349,50.238745,3.525501,-2.721488,939.295876,35.734639,63.045305,46.96753,110.41282,0.444691,PASS,82.037336
S00459,L0022,T04,459,50.604946,6.490105,-2.168523,929.51368,19.416089,68.610877,47.480705,104.385257,0.451124,FAIL,87.23848
S00591,L0029,T01,591,50.612919,3.336454,1.712823,947.583904,50.267824,69.680899,51.441791,97.978661,0.834735,PASS,72.432031
S00077,L0003,T01,77,49.287232,4.752206,-0.499613,1000.242628,30.328203,75.865746,49.102616,101.505866,0.329298,FAIL,87.189377
S00115,L0005,T02,115,46.384382,5.275009,-1.741221,980.742096,32.019033,64.403001,44.57734,112.361325,0.90661,PASS,68.556251
S00460,L0023,T01,460,50.399314,4.353298,0.289239,898.895769,27.577119,65.966429,50.707791,102.092611,0.560196,FAIL,82.95772
S00725,L0036,T02,725,50.197381,5.920639,-0.859201,982.206458,58.41926,76.029513,49.138571,105.366996,0.800305,FAIL,73.634197
S00642,L0032,T01,642,48.504259,3.933292,-0.628009,949.145719,47.411047,65.139119,46.60222,109.913813,0.710088,FAIL,78.904383
S00752,L0037,T01,752,50.94466,4.307463,-2.533457,1014.222764,27.840273,69.985538,48.217497,104.604369,0.213421,PASS,91.912724
S00668,L0033,T04,668,51.440487,1.395337,-4.054212,955.211845,43.45077,62.697747,47.410815,106.2697,0.247692,PASS,93.152632
S00646,L0032,T02,646,52.344133,2.720223,-2.688964,977.724196,51.848432,65.694002,48.623232,102.280359,0.304566,PASS,91.469109
S00416,L0020,T01,416,52.742225,3.841482,-1.292417,1002.898216,20.554654,63.132013,51.419755,101.840459,0.54859,FAIL,79.151361
S00580,L0029,T01,580,51.212689,4.591006,-2.629475,1093.862599,65.718297,69.282305,49.774289,102.090817,0.84552,FAIL,69.805777
S00354,L0017,T04,354,51.39044,4.894518,-2.034069,918.479217,32.170948,70.993224,48.948877,101.532359,0.338729,FAIL,90.78087
S00265,L0013,T02,265,48.046904,6.355887,-1.031727,988.763706,46.065295,72.269061,46.422503,105.627988,0.886526,FAIL,71.602186
S00342,L0017,T01,342,47.431372,4.116472,-1.492317,925.436919,46.151135,69.97484,47.116074,102.838879,0.621958,FAIL,79.511986
S00389,L0019,T02,389,51.320248,4.922384,-1.481965,949.816832,64.00518,70.52679,49.77297,102.4528,0.852423,PASS,69.805593
S00198,L0009,T05,198,49.388436,4.449491,-1.600208,947.468946,37.676412,66.152854,48.35175,106.08855,0.308546,FAIL,86.748036
S00124,L0006,T02,124,49.657995,4.9839,-1.486945,1006.528131,38.95525,69.940837,48.235327,105.213193,0.400599,PASS,87.261142
S00118,L0005,T01,118,50.907803,2.577161,-2.032091,955.199417,27.266552,69.772355,48.549711,102.473521,0.091053,PASS,95.492618
S00305,L0015,T01,305,51.043657,1.235832,-1.656909,1016.855468,31.843702,68.084475,49.294645,105.292367,0.113371,FAIL,92.276085
S00162,L0008,T02,162,50.247764,4.818427,-2.271413,1029.269289,21.86985,60.990312,47.646491,107.658804,0.279678,PASS,88.067642
S00370,L0018,T04,370,50.394924,4.235527,-2.529433,927.386962,32.830555,64.393943,46.971677,109.706478,0.483587,PASS,86.777576
S00007,L0000,T03,7,47.497598,4.658904,-2.32718,956.820498,45.117607,67.712491,45.737851,112.612931,0.856644,FAIL,72.068406
S00319,L0015,T02,319,49.517402,2.090974,-1.823557,974.436627,50.020429,60.090017,47.64837,108.733299,0.348274,PASS,86.296807
S00056,L0002,T03,56,48.821857,5.522059,0.527447,984.115179,50.185828,71.947579,50.074874,98.919153,0.818326,FAIL,73.279501
S00608,L0030,T04,608,45.646428,5.969766,-3.24777,897.356923,53.833273,63.808035,41.870268,118.455477,0.997404,FAIL,64.422143
S00386,L0019,T05,386,50.496294,1.659398,-1.715921,970.561648,31.400261,70.586831,48.72862,103.746686,0.087595,PASS,93.407325
S00493,L0024,T02,493,48.54771,4.266861,-0.799188,960.704741,31.271472,71.839287,47.947678,103.453904,0.28534,PASS,90.486476
S00327,L0016,T03,327,45.46229,2.572742,-3.090678,1059.176059,31.006838,70.593476,41.912716,116.954936,0.958231,FAIL,66.194565
S00638,L0031,T02,638,46.174722,4.25728,-0.541792,966.227655,44.227476,69.021764,45.077317,111.165889,0.889578,FAIL,72.151674
S00679,L0033,T01,679,52.352379,3.958922,-1.162969,958.424265,35.820484,70.521146,50.463752,97.02257,0.579968,PASS,82.113605
S00266,L0013,T03,266,52.735888,3.044799,-0.681846,964.086234,31.370878,70.705376,52.521696,99.080394,0.788001,FAIL,76.387879
S00398,L0019,T02,398,50.671595,5.042504,-2.134021,928.773765,60.530273,68.078783,46.809474,109.875545,0.875524,FAIL,69.445198
S00511,L0025,T03,511,53.449028,2.67919,-3.048832,932.255466,25.020157,73.850672,49.420208,100.2977,0.156819,PASS,95.326723
S00012,L0000,T01,12,49.15036,2.947511,-2.076887,977.50121,30.197053,68.306407,47.711262,102.304971,0.200721,PASS,91.390456
S00771,L0038,T02,771,4.991737,9.066842,-2.53021,984.27468,46.393173,62.353129,45.642034,112.930489,0.980508,FAIL,70.078861
S00762,L0038,T01,762,51.49038,4.006873,-0.455144,1054.813466,47.493052,64.564524,51.721122,98.326185,0.879966,FAIL,71.748978
S00260,L0013,T01,260,,5.371449,-2.454395,1060.000778,58.057934,74.958196,50.733528,100.955652,0.916611,FAIL,67.29083
S00708,L0035,T01,708,52.330948,7.341906,-2.938955,912.60651,,62.666547,49.745515,104.083888,0.717725,FAIL,75.520607
S00784,L0039,T01,784,48.545667,3.358203,-0.378224,961.60795,35.914401,63.692655,47.827227,107.52359,0.273826,PASS,91.922542
S00018,L0000,T01,18,52.646882,4.337204,-2.220934,920.180159,20.686082,64.348688,49.933751,101.590595,0.317882,FAIL,87.569051
S00418,L0020,T04,418,46.766053,7.601617,-2.336901,1003.444193,48.03563,61.639665,44.443506,113.164008,0.986717,FAIL,67.933739
S00799,L0039,T02,799,49.524002,3.361633,-0.125302,957.393139,39.540435,66.580151,50.459935,99.791155,0.563507,PASS,79.729363
S00161,L0008,T05,161,53.608656,4.042894,-0.860937,896.938066,38.397155,71.792131,52.077433,98.979274,0.857306,FAIL,72.417671
S00483,L0024,T01,483,51.460161,3.880092,0.177989,982.157105,59.150735,71.633313,50.165436,100.209274,0.791119,FAIL,74.79865
S00765,L0038,T01,765,48.315398,4.060477,-2.756828,1000.407407,43.749919,64.306104,45.855813,110.118274,0.793935,FAIL,72.0985
S00676,L0033,T03,676,50.187437,7.669943,-2.660953,1014.902575,,72.701962,46.840238,106.858165,0.82987,FAIL,70.995416
S00773,L0038,T02,773,49.127185,6.425852,-0.589701,881.58402,32.138237,65.693026,46.618686,108.076368,0.762111,FAIL,75.840774
S00073,L0003,T03,73,50.366997,4.923059,-0.633547,972.553114,50.114843,66.00329,50.977293,101.410521,0.875831,FAIL,70.559113
S00296,L0014,T03,296,52.260762,8.128881,-1.119368,1042.110519,56.476993,67.087801,51.258532,99.724924,0.981495,PASS,65.318257
S00613,L0030,T01,613,47.078674,4.007891,-2.621039,1071.814734,59.114211,67.522599,45.702393,109.109131,0.908289,FAIL,67.749487
S00665,L0033,T02,665,51.374275,5.114518,-0.638008,934.347457,24.555547,70.936787,50.146793,95.792773,0.492381,FAIL,84.286896
S00289,L0014,T02,289,45.699013,6.091914,0.591898,986.187281,50.195068,64.582766,43.46657,116.425376,0.989322,FAIL,67.932345
S00532,L0026,T03,532,47.960076,2.445346,0.057967,949.165175,58.440736,67.083082,48.397114,105.725577,0.353647,FAIL,85.839464
S00714,L0035,T01,714,51.508955,3.809937,-0.998858,990.419448,18.809122,72.18239,50.02405,99.785239,0.262738,PASS,92.263673
S00574,L0028,T04,574,50.327933,3.38989,-2.076617,991.640568,37.272017,68.292058,46.996728,106.687625,0.444734,FAIL,84.225568
S00621,L0031,T02,621,50.773862,1.683266,-2.821545,1035.893881,34.344174,69.438203,46.264428,111.294143,0.362358,PASS,87.249469
S00131,L0006,T01,131,51.445384,3.877273,-1.425543,1021.186404,16.688647,63.607206,49.65084,103.512894,0.195183,PASS,92.005228
S00038,L0001,T01,38,48.804569,5.890016,-0.843046,978.420486,43.731613,63.019337,47.215042,108.40023,0.747196,PASS,74.832193
S00345,L0017,T04,345,48.901926,3.289166,-2.610774,975.19273,64.583015,64.302047,46.019547,112.356555,0.882524,FAIL,71.473277
S00501,L0025,T05,501,52.228813,4.590751,-0.825858,1031.934833,33.911709,68.637073,52.447318,98.435322,0.889813,FAIL,70.76219
S00363,L0018,T03,363,53.229226,2.43926,-0.199133,936.827075,32.70248,73.655765,53.564683,94.715389,0.875234,FAIL,70.922871
S00730,L0036,T05,730,48.428214,5.781498,-3.334632,999.053884,43.928954,66.42654,46.419581,108.36033,0.843183,FAIL,72.44404
S00116,L0005,T02,116,50.483475,3.857425,0.603225,1012.087558,21.124982,66.036694,52.086199,99.081005,0.682801,FAIL,74.785858
S00477,L0023,T02,477,50.54689,1.842986,-2.166665,1033.554668,35.319995,72.185514,48.219781,105.591442,0.118796,PASS,95.058411
S00119,L0005,T01,119,47.473248,1.370343,-2.130368,950.962643,38.784309,73.2971,45.808665,108.578444,0.475734,PASS,82.400079
S00786,L0039,T04,786,50.776718,3.683802,-2.214036,906.38228,51.078868,66.573478,48.463987,106.353,0.376568,PASS,86.329268
S00265,L0013,T02,265,48.046904,6.355887,-1.031727,988.763706,46.065295,72.269061,46.422503,105.627988,0.886526,FAIL,71.602186
S00233,L0011,T01,233,47.112425,0.711102,-3.541551,981.299332,49.101939,70.74271,44.378445,115.885637,0.788823,FAIL,70.903003
S00782,L0039,T04,782,53.02859,1.257664,-3.410936,1025.23538,41.501332,60.278344,48.601963,105.641439,0.112056,PASS,96.005733
S00215,L0010,T04,215,53.775197,2.618693,-0.406936,1016.241436,30.088689,58.80049,52.42751,96.960405,0.726174,FAIL,74.316205
S00021,L0001,T04,21,51.265271,9.344718,0.315718,981.454406,27.30159,69.131543,52.839074,96.079946,0.984902,FAIL,67.548736
S00568,L0028,T01,568,51.180386,0.95093,-0.822675,,25.037938,64.84786,50.901491,99.823663,0.218607,PASS,89.799348
S00226,L0011,T02,226,50.788474,,-1.86806,958.82964,46.279605,69.558685,48.449702,102.758035,0.524364,PASS,81.55197
S00109,L0005,T03,109,53.31017,6.863732,-1.849645,1015.221251,46.476503,67.343908,53.078925,97.827742,0.986719,FAIL,66.947888
S00495,L0024,T02,495,53.37571,3.404595,-1.932319,861.037419,36.292883,69.64129,50.369186,99.291571,0.505881,FAIL,82.820028
S00078,L0003,T02,78,44.420649,6.493462,-1.459407,1006.936912,46.085085,66.963057,43.422841,114.265294,0.989212,FAIL,67.69828
S00444,L0022,T01,444,47.818784,3.448829,0.016436,983.11686,27.509259,60.942863,47.815642,108.479625,0.199802,PASS,91.509145
S00378,L0018,T01,378,48.794527,4.211807,-1.798791,923.033947,45.114866,70.64705,48.266137,103.622555,0.392628,FAIL,84.91674
S00490,L0024,T01,490,51.049903,2.806054,1.566846,990.380658,35.559228,69.748526,52.166674,95.454903,0.759843,FAIL,71.787216
S00657,L0032,T01,657,54.258633,3.994487,-0.856266,1027.896056,42.52573,70.997104,52.676207,96.305055,0.922542,FAIL,68.432856
S00736,L0036,T01,736,49.794061,4.546621,-2.081039,976.748749,45.004238,61.272944,46.841272,119.882156,0.700188,FAIL,74.425797
S00019,L0000,T01,19,49.184091,0.420366,-1.250485,980.070476,52.209551,70.106864,47.622443,106.210401,0.224913,PASS,92.712293
S00282,L0014,T01,282,50.888507,2.379887,-2.163569,954.156868,36.072866,70.286551,49.118203,99.815811,0.189928,PASS,92.009571
S00368,L0018,T02,368,47.396762,4.657986,-0.657391,989.329281,44.276836,70.783427,46.15669,109.20419,0.803129,FAIL,72.005303
S00196,L0009,T04,196,50.997595,5.051042,-0.370083,882.141246,53.640202,619.789,49.317798,106.368476,0.706287,PASS,75.55089
S00210,L0010,T02,210,49.692528,2.877866,0.026485,908.428171,18.631382,67.250369,48.695683,102.651973,0.074214,PASS,98.105377
S00255,L0012,T01,255,50.58394,6.133812,-1.343369,1040.67068,48.236984,60.815501,49.898146,103.926917,0.822265,FAIL,74.21099
S00757,L0037,T01,757,48.505485,4.638119,-2.790552,1013.876769,28.618468,67.571293,44.792901,112.283998,0.835737,FAIL,71.438956
S00326,L0016,T03,326,50.762713,3.527771,0.375052,996.281416,32.085472,67.23659,50.823538,100.97438,0.552562,FAIL,80.268478
S00467,L0023,T02,467,51.444955,4.502806,-0.540107,901.685781,43.347968,70.625236,51.124816,99.962406,0.819099,FAIL,71.189578
S00760,L0038,T04,760,48.630863,2.722471,-1.624113,1099.287297,31.899865,73.268246,45.928586,110.108386,0.509183,PASS,83.718446
S00586,L0029,T02,586,54.974395,1.184516,,931.042849,17.017535,64.792236,50.108277,101.076686,0.095835,PASS,96.9513
S00562,L0028,T01,562,51.011112,1.691641,-3.447954,1013.0015,65.287092,69.791701,46.776914,105.457742,0.674914,FAIL,76.286974
S00151,L0007,T04,151,53.18255,4.821196,-0.81842,997.513714,41.604955,71.378344,52.635862,95.913088,0.940838,FAIL,68.64821
S00758,L0037,T01,758,49.026193,4.933444,-0.261451,990.266538,33.166837,67.796482,48.574236,105.347208,0.289794,PASS,90.652738
S00189,L0009,T02,189,48.959007,5.860156,-2.511049,964.19994,28.085725,66.209602,46.058712,107.934202,0.756726,PASS,74.899522
S00084,L0004,T04,84,48.012919,6.617553,-3.619845,998.509117,57.590702,74.157129,46.133625,110.142222,0.954283,FAIL,68.462104
S00427,L0021,T02,427,47.568591,5.180783,-1.715295,1008.943431,48.982196,63.675141,46.54125,112.556181,0.83095,FAIL,70.584787
S00264,L0013,T01,264,49.975212,2.149986,-0.419293,928.85217,30.981325,70.390792,48.990994,104.106174,0.126117,PASS,97.037584
S00431,L0021,T01,431,51.929649,46.91652,0.013847,1012.055255,34.710637,65.288992,51.885698,98.572599,0.84927,FAIL,70.655463
S00781,L0039,T01,781,50.368878,6.516993,0.134092,930.77114,54.056911,66.688658,49.612764,102.694454,0.85766,FAIL,74.191334
S00692,L0034,T02,692,52.051046,6.300505,-2.878613,1115.038859,22.305296,64.608583,49.671047,101.729276,0.499714,PASS,83.838041
S00571,L0028,T05,571,54.278383,1.695504,-0.218588,1017.563345,46.001763,67.346668,55.004927,90.613367,0.970603,FAIL,68.17135
S00693,L0034,T01,693,51.075833,5.463102,-1.319494,1026.357575,28.239792,65.931501,50.278887,101.232937,0.606994,PASS,81.168219
S00383,L0019,T01,383,46.465463,5.811523,-2.657748,998.744519,53.743876,68.591485,44.451171,113.159356,0.978335,FAIL,66.259969
S00452,L0022,T03,452,50.002667,4.264073,-0.084682,947.413239,40.0085,70.189184,50.269265,98.315349,0.630582,PASS,78.483071
S00647,L0032,T01,647,51.647463,4.523114,-1.259352,939.616341,67.88386,71.302308,49.309773,103.544551,0.804841,FAIL,71.341629
S00609,L0030,T01,609,49.477701,2.658337,1.194355,988.611769,31.326417,67.784613,50.26234,103.186789,0.33829,FAIL,89.151265
S00382,L0019,T01,382,50.358091,4.938298,-1.155859,989.848024,58.488762,65.545989,50.303846,102.768084,0.867863,FAIL,71.704611
S00160,L0008,T01,160,48.604811,5.106209,-1.981251,1005.045093,58.685656,67.437591,47.88645,105.439373,0.73426,FAIL,74.544435
S00335,L0016,T02,335,52.459909,3.320712,-1.038481,971.085917,41.503088,61.494742,50.835391,101.730926,0.655951,PASS,75.991891
S00086,L0004,T01,86,46.491095,3.829951,-1.298426,1027.280279,27.277459,70.277625,44.444384,111.555581,0.812788,FAIL,73.460781
S00258,L0012,T01,258,50.781029,4.761091,-1.747438,1015.082596,31.369958,70.080271,48.574141,102.751989,0.254862,FAIL,92.900104
S00231,L0011,T01,231,52.224034,3.396948,-0.163703,963.237234,37.738947,77.108021,52.324391,92.688396,0.840745,FAIL,72.719529
S00468,L0023,T01,468,49.795124,5.243642,-1.431367,923.150943,35.156135,74.425317,49.388227,100.920032,0.500952,PASS,84.092237
S00287,L0014,T05,287,51.89872,3.58062,0.671819,923.254256,38.618273,67.31909,52.989117,96.008527,0.911054,FAIL,70.255797
S00348,L0017,T02,348,52.117527,2.084652,-2.912376,1049.068962,,66.362076,48.67315,105.787683,0.174201,FAIL,96.034053
S00269,L0013,T02,269,49.081796,2.524549,-3.631773,989.790299,36.347813,64.866553,45.791827,109.825344,0.574862,FAIL,80.583859
S00172,L0008,T03,172,46.833947,4.570466,-1.341305,1069.070219,43.776578,67.592369,45.685702,109.561898,0.847595,FAIL,70.671
S00377,L0018,T01,377,49.786171,6.680002,-2.780181,948.170803,,67.170465,47.262456,105.4922,0.614385,FAIL,79.454486
S00063,L0003,T03,63,48.398642,5.066778,-3.315084,937.006363,32.673554,72.599628,45.101583,112.385415,0.85764,FAIL,70.626429
S00032,L0001,T01,32,48.624048,4.435787,-2.48698,1024.753632,17.81215,69.289849,45.000709,111.122804,0.684646,PASS,76.560278
S00297,L0014,T01,297,49.311677,,-0.468323,925.25241,33.560508,65.912612,49.147553,104.326687,0.446338,FAIL,85.070682
S00517,L0025,T04,517,45.987109,1.978227,-1.900286,1069.65784,18.321106,68.945273,43.88126,115.33102,0.64402,FAIL,81.063854
S00547,L0027,T01,547,47.319971,4.582053,-2.694647,1023.37836,40.398283,62.290498,44.870941,110.903776,0.899083,FAIL,68.355673
S00421,L0021,T03,421,50.559212,1.241582,-1.116355,987.614411,41.687173,64.972422,48.501602,104.908652,0.104592,FAIL,92.897427
S00180,L0009,T04,180,50.082063,5.244018,-1.615295,1013.93309,32.786816,74.59994,48.60078,102.650271,0.319452,FAIL,88.774634
S00432,L0021,T01,432,50.0538,1.876478,-1.536259,931.887551,10.611555,72.35732,48.384864,104.534055,0.029891,PASS,99.035947
S00211,L0010,T01,211,49.484496,7.469266,-1.420196,944.74444,19.603227,68.637246,47.486397,106.918633,0.562233,FAIL,82.181364
S00408,L0020,T01,408,49.230345,5.037358,-1.836187,978.210045,52.388885,62.839725,47.043986,111.159202,0.788017,FAIL,74.697385
S00419,L0020,T02,419,46.457871,4.651406,-1.066604,995.896782,46.488147,70.072755,44.584311,111.962222,0.941725,FAIL,70.124486
S00751,L0037,T01,751,46.661156,3.263781,-2.85213,1001.477831,33.580043,66.818812,44.239463,111.210126,0.848648,FAIL,73.715042
S00729,L0036,T02,729,48.257515,5.071186,0.127771,1037.837363,46.372188,72.275954,48.263298,104.813812,0.505466,FAIL,83.111723
S00489,L0024,T02,489,48.03666,3.65002,-2.514751,916.299708,56.953531,68.689929,45.502875,115.674815,0.897767,FAIL,71.429571
S00488,L0024,T01,488,51.288976,2.848161,-1.206825,978.711238,37.672443,69.778093,49.824889,101.322005,0.357454,PASS,90.445426
S00412,L0020,T01,412,51.139539,7.295441,-0.675461,956.832984,45.366213,70.230701,50.368123,102.324575,0.906581,FAIL,70.801331
S00448,L0022,T01,448,49.038031,2.2425,-1.566931,965.866881,49.915425,64.550754,46.761646,106.385448,0.536226,PASS,79.751051
S00062,L0003,T01,62,44.528853,4.102805,-1.767365,1110.529315,51.341226,72.206528,43.740762,112.775274,0.970038,FAIL,68.121765
S00573,L0028,T03,573,50.351105,5.482639,-2.786908,1027.661145,22.985224,59.219841,45.561193,112.823685,0.746952,FAIL,76.148279
S00481,L0024,T01,481,47.485072,2.538802,-2.364843,979.715701,39.387419,68.88149,45.593014,110.358715,0.653477,FAIL,78.861754
S00579,L0028,T01,579,49.386777,6.204809,-1.167939,970.435056,48.230761,64.563347,47.969853,105.879722,0.704532,FAIL,74.573197
S00487,L0024,T01,487,49.635497,7.24179,-2.763937,908.155952,50.584203,67.588943,47.332295,107.063035,0.878158,FAIL,69.27018
S00748,L0037,T04,748,52.216201,3.076274,-0.346533,957.373614,33.724429,69.165226,50.57329,101.375381,0.474472,PASS,85.543881
S00291,L0014,T01,291,,6.847171,-1.195094,962.781747,10.919012,66.672153,46.743178,108.319192,0.521794,FAIL,83.73812
S00069,L0003,T04,69,52.269012,3.433739,-1.915655,916.745548,45.408613,64.397506,49.271023,105.256068,0.415682,FAIL,88.125791
S00263,L0013,T04,263,48.704824,1.217984,-2.022693,1007.68538,50.193504,68.181535,47.575055,103.885685,0.278622,PASS,90.148959
S00134,L0006,T03,134,49.175457,3.398098,-2.013044,915.430515,46.499192,64.591934,47.52685,106.380054,0.466331,PASS,83.951973
S00392,L0019,T02,392,53.489202,5.110354,0.790882,949.86445,15.674145,78.031747,54.576552,88.943089,0.953602,FAIL,68.130885
S00604,L0030,T01,604,54.991767,2.326348,-1.288924,941.742868,51.598306,65.441075,53.908718,92.251023,0.961274,FAIL,70.800823
S00555,L0027,T01,555,50.795394,6.963282,-2.132138,1011.631238,43.320986,64.624274,48.266598,107.889967,0.66882,FAIL,76.700773
S00320,L0016,T02,320,52.637836,3.419347,-2.371136,937.685433,36.18803,69.254615,50.629976,98.832917,0.557995,FAIL,81.017384
S00674,L0033,T01,674,48.135356,5.417877,-0.082272,916.686157,39.047337,70.584786,47.634483,106.756789,0.569071,FAIL,80.43076
S00767,L0038,T01,767,48.924353,1.778193,-1.085609,934.438657,26.834865,64.149848,47.915239,104.820117,0.094826,FAIL,95.211872
S00324,L0016,T01,324,49.279971,1.824263,-1.87702,958.039115,40.495494,69.336934,47.089278,109.60873,0.305074,PASS,76.978873
S00728,L0036,T02,728,50.181466,4.438002,-1.455097,1042.849844,28.221794,73.156165,49.112351,101.194631,0.276714,FAIL,91.09537
S00214,L0010,T01,214,49.850497,5.10388,-2.385025,,41.897818,68.250832,48.036624,105.470569,0.492957,PASS,80.717991
S00121,L0006,T03,121,48.923032,3.128316,0.009152,840.5842,44.543691,67.759867,48.811515,103.867552,0.290462,PASS,92.471547
S00645,L0032,T01,645,48.55928,1.982291,-2.206503,1061.394103,51.253788,61.92652,46.718678,108.410516,0.533959,PASS,79.091856
S00441,L0022,T02,441,50.714273,2.720646,,888.491013,46.100847,69.870511,47.775086,107.62636,0.340688,PASS,88.357082
S00322,L0016,T01,322,47.842661,1.239424,-1.786518,1080.486998,25.029773,65.883146,46.15179,111.648507,0.233786,PASS,90.886791
S00536,L0026,T01,536,44.744986,5.136094,-2.117881,990.330548,17.761366,68.809049,42.698722,115.596004,0.949268,FAIL,69.650334
S00525,L0026,T04,525,54.218683,4.354511,-0.730418,1067.160606,48.702866,56.341487,53.817973,96.206975,0.980015,FAIL,65.711882
S00163,L0008,T02,163,49.682332,7.284944,-2.376779,994.180335,40.74232,68.755076,47.318552,107.199194,0.812176,FAIL,73.247901
S00227,L0011,T03,227,51.855607,4.846081,-1.076716,959.06945,44.901877,65.095696,49.99191,103.226982,0.699279,FAIL,74.357171
S00480,L0024,T05,480,51.047929,5.798651,-0.80085,978.000408,37.084867,74.122337,50.049274,96.916896,0.708576,PASS,77.107214
S00199,L0009,T01,199,55.884158,6.134718,-0.693778,976.70041,16.349994,71.622769,56.596207,87.273191,0.994158,FAIL,65.531196
S00463,L0023,T01,463,48.035295,2.185123,-0.156978,1001.796688,60.223382,63.478548,46.917673,109.936664,0.636789,FAIL,79.163357
S00456,L0022,T02,456,50.777518,6.364765,-1.656215,963.788523,35.436555,73.825662,49.403644,101.083415,0.630898,FAIL,79.702829
S00393,L0019,T01,393,52.575156,4.797778,-0.972518,915.565663,42.880869,65.04791,51.438808,100.427768,0.866284,PASS,69.071397
S00111,L0005,T04,111,48.001876,3.722317,-2.023348,951.172256,41.493486,61.199212,45.995333,112.020742,0.723306,FAIL,75.096678
S00566,L0028,T01,566,51.904917,6.516402,-4.198578,931.851998,49.464751,69.870857,46.835294,105.331107,0.879182,FAIL,72.572024
S00061,L0003,T02,61,51.635628,2.233512,-2.350258,958.774279,46.835634,61.072003,49.434104,126.574402,0.338122,FAIL,89.162753
S00537,L0026,T03,537,55.220296,4.447569,-1.989528,1096.294073,26.003902,68.447707,53.507009,96.045044,0.919622,FAIL,67.579709
S00080,L0004,T01,80,51.278379,5.276305,-1.332978,965.451368,53.784159,72.365004,50.317543,102.801866,0.856498,PASS,70.394327
S00507,L0025,T03,507,52.512788,4.678001,-1.364073,1075.771208,51.37532,67.268865,51.209002,99.084762,0.890703,FAIL,70.148539
