sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00146,L0007,T04,146,-0.926774,0.512043,1,0.891218,21.328832,0.674511,1.206521,1.382265,PASS
S00678,L0033,T01,678,0.660419,-0.327592,4,0.816913,20.621166,4.189688,-0.246642,4.196941,PASS
S00669,L0033,T01,669,0.204664,0.799895,1,0.678472,21.171097,3.356042,0.537861,3.398869,PASS
S00037,L0001,T02,37,-0.583678,0.497359,1,0.833378,21.072272,-0.947814,0.99632,1.375138,PASS
S00360,L0018,T03,360,0.135629,-0.597439,1,0.944912,24.901961,2.601515,-2.129798,3.36213,PASS
S00786,L0039,T02,786,0.522267,0.463317,3,0.692494,22.626521,3.524291,3.133432,4.715827,PASS
S00206,L0010,T03,206,0.569341,0.201943,1,0.771762,22.052378,5.545024,1.493001,5.742503,PASS
S00662,L0033,T01,662,-0.049736,0.263103,1,0.779688,23.233576,3.160984,0.527858,3.204755,PASS
S00689,L0034,T01,689,-0.181538,-0.398955,4,0.93593,21.399812,2.36077,-1.736808,2.930826,PASS
S00701,L0035,T02,701,-0.219428,0.77819,0.4,0.882425,20.604792,4.374579,2.384136,4.982073,PASS
S00271,L0013,T03,271,0.11716,-0.480498,4,,22.145711,4.701217,-2.912338,5.530204,PASS
S00528,L0026,T02,528,0.741234,0.32019,4,0.595048,22.075579,7.063711,3.744512,7.994834,PASS
S00074,L0003,T01,74,0.602058,-0.724496,2,0.901886,21.828537,15.101814,-7.130081,16.700384,FAIL
S00015,L0000,T02,15,-0.944795,0.208404,2,0.847253,21.569905,-0.001081,-0.070135,0.070144,PASS
S00612,L0030,T01,612,-0.337706,0.601428,1,0.814168,22.354967,1.172046,0.56255,1.300059,PASS
S00569,L0028,T01,569,0.32743,-0.509998,1,0.928143,20.759839,2.229862,-1.7038,2.806283,PASS
S00540,L0027,T02,540,0.376623,0.912016,1,0.977278,21.776138,2.613125,-1.703227,3.119199,PASS
S00377,L0018,T02,377,0.946111,-0.342299,2,0.93112,22.607172,9.179407,-1.57651,7.789818,PASS
S00209,L0010,T01,209,0.963648,0.341949,1,0.861897,22.207259,3.914645,-0.008041,3.914653,PASS
S00392,L0019,T02,392,-0.844082,0.936875,4,0.990699,21.596939,3.200396,1.067518,3.373742,PASS
S00716,L0035,T01,716,0.753075,-0.265768,4,0.839917,21.956156,5.261322,-1.36663,5.435916,PASS
S00020,L0001,T03,20,-0.356092,0.812691,2,0.904487,23.42059,3.80089,4.044248,5.550019,PASS
S00743,L0037,T01,743,0.549425,-0.722296,1,0.952559,21.807927,11.012227,-7.993614,13.607608,FAIL
S00102,L0005,T02,102,0.745483,-0.779302,2,0.78834,20.798361,9.405889,-8.25628,12.515466,FAIL
S00242,L0012,T01,242,0.708723,0.404506,4,0.858919,20.941836,7.254656,-0.900978,7.310389,PASS
S00152,L0007,T03,152,-0.246826,0.621355,4,0.814336,22.539732,3.856189,-0.392627,3.876125,PASS
S00322,L0016,T04,322,0.52985,-0.864296,3,0.741205,22.167168,12.538642,-8.776098,15.304817,FAIL
S00307,L0015,T02,307,,-0.857448,2,0.809183,22.906802,1.729926,-2.389284,2.9498,PASS
S00389,L0019,T03,389,0.61349,-0.195131,3,0.71287,22.336357,5.529485,1.485548,5.725562,PASS
S00460,L0023,T01,460,0.751114,0.63783,2,0.951339,20.743869,5.105393,0.355938,5.117785,PASS
S00081,L0004,T01,81,0.638745,-0.224977,3,0.773479,21.443391,3.787826,0.739804,3.859395,PASS
S00475,L0023,T02,475,0.427052,0.669148,1,0.96841,23.1255,3.411404,0.60293,3.464275,PASS
S00300,L0015,T04,300,0.371626,-0.794533,1,0.948647,22.460446,2.011996,-4.00567,4.48258,PASS
S00313,L0015,T01,313,-0.975507,-0.05666,4,0.731361,23.295821,1.132621,0.352047,1.186072,PASS
S00734,L0036,T01,734,0.118549,,2,0.692947,23.411543,3.973438,-1.990394,4.444083,PASS
S00278,L0013,T01,278,-0.216077,-0.702299,4,0.679524,21.567788,4.991845,-1.336922,5.167772,PASS
S00062,L0003,T04,62,-0.418133,-0.826722,3,0.852072,21.394947,3.840212,-2.494132,4.579075,PASS
S00456,L0022,T03,456,0.199828,-0.990554,2,1.0,22.539037,3.263876,-1.825695,3.739793,PASS
S00393,L0019,T03,393,-0.246466,-0.747527,2,0.940319,2.108234,2.776791,-2.01473,3.430701,PASS
S00104,L0005,T01,104,-0.62966,0.369664,1,0.7235,22.584191,-0.315224,0.206346,0.376756,PASS
S00741,L0037,T03,741,-0.111844,-0.656169,3,0.930664,22.153473,4.557905,-3.059648,5.489621,PASS
S00488,L0024,T02,488,-0.308776,0.955866,1,,21.924942,1.618347,1.920188,2.511209,PASS
S00602,L0030,T03,602,0.280343,-0.413858,1,0.855197,22.897766,1.512685,-1.008357,1.817966,PASS
S00796,L0039,T01,796,-0.275415,-0.94713,2,0.806603,21.714812,1.330995,-2.561287,2.886475,PASS
S00787,L0039,T01,787,0.907061,0.70578,4,0.839357,23.601198,7.227615,2.422835,15.996717,PASS
S00449,L0022,T04,449,0.510867,-0.063106,2,0.762391,21.25576,2.004522,0.691623,2.120484,PASS
S00309,L0015,T01,309,-0.713737,-0.588555,1,0.66065,21.354046,0.523703,-1.869431,1.941401,PASS
S00761,L0038,T01,761,-0.540289,-0.774062,4,1.0,21.41345,2.135068,-2.282096,3.125136,PASS
S00707,L0035,T02,707,-0.391483,0.716507,3,0.881833,22.212553,2.70873,2.634945,3.778909,PASS
S00085,L0004,T01,85,0.195983,-0.262213,4,0.781007,21.433364,5.317194,0.332097,5.327555,PASS
S00446,L0022,T04,446,-0.820613,0.569539,,1.0,22.85543,1.285078,-0.545801,1.396182,PASS
S00453,L0022,T01,453,-0.76563,-0.407911,2,0.885777,21.937037,1.312975,-0.924636,1.605882,PASS
S00611,L0030,T04,611,-0.538374,0.570151,2,0.744487,22.104141,1.701116,2.59928,3.106454,PASS
S00257,L0012,T04,257,0.375546,0.559059,3,0.703492,22.07437,5.294152,2.592118,5.894668,PASS
S00287,L0014,T01,287,-0.226784,-0.480257,1,1.0,20.912461,0.758683,-5.235879,5.290561,PASS
S00320,L0016,T02,320,-0.013096,-0.072781,4,0.743764,20.660393,3.897678,0.50277,3.929971,PASS
S00799,L0039,T01,799,0.877272,-0.788627,3,1.0,22.908752,15.227165,-6.841921,16.693665,FAIL
S00785,L0039,T02,785,0.145974,0.820868,2,0.697826,21.136793,2.058192,4.973095,5.382177,PASS
S00598,L0029,T01,598,-0.926377,-0.802083,4,0.78297,21.313318,2.324881,-1.428859,2.728866,PASS
S00756,L0037,T01,756,-0.108336,0.488222,3,0.906711,21.826971,5.053001,-0.903132,5.133075,PASS
S00138,L0006,T01,138,-0.971541,-0.73139,4,0.525642,21.806986,1.546405,0.11678,1.550808,PASS
S00564,L0028,T03,564,0.033803,0.977893,3,0.892459,,4.492023,4.17903,6.135353,PASS
S00688,L0034,T04,688,0.757395,0.323906,1,0.995954,22.140117,3.401374,-0.400942,3.424923,PASS
S00702,L0035,T02,702,0.740277,-0.074902,1,0.843271,21.677856,2.996307,2.621391,3.981149,PASS
S00476,L0023,T04,476,-0.816292,0.554077,3,0.896288,20.82195,1.290977,0.429513,1.360552,PASS
S00530,L0026,T04,530,0.56728,0.494543,4,0.752763,22.080323,7.305627,0.890516,7.359701,PASS
S00617,L0030,T02,617,0.519807,-0.896197,2,0.857726,21.385255,11.691947,-6.907038,13.57972,FAIL
S00183,L0009,T03,183,0.894237,0.733188,3,0.826557,22.602373,5.506192,1.604911,5.735319,PASS
S00327,L0016,T01,327,-0.430274,0.832039,3,0.717806,21.067006,3.588995,2.110767,4.163679,PASS
S00502,L0025,T04,502,0.504353,0.139185,4,0.74628,21.997768,5.772724,-0.296057,5.780311,PASS
S00792,L0039,T02,792,-0.727231,0.574212,1,0.92341,22.792332,1.249603,0.003656,1.249608,PASS
S00194,L0009,T02,194,-0.666304,-0.716638,4,0.872372,21.432847,4.662835,-3.350393,5.741704,PASS
S00463,L0023,T01,463,0.544285,-0.577821,4,0.920119,21.746746,13.802659,-4.939701,14.659947,FAIL
S00030,L0001,T03,30,0.232817,0.422769,1,0.974203,22.588398,3.718564,1.488649,4.005471,PASS
S00487,L0024,T01,487,0.788895,-0.391258,3,0.860457,22.298262,18.079037,-7.795787,16.576389,FAIL
S00097,L0004,T01,97,-0.586455,0.974986,1,0.805292,21.973159,0.961908,3.175694,3.318177,PASS
S00520,L0026,T02,520,0.892358,-0.423525,3,0.82626,22.870639,11.539151,-8.306731,14.218079,FAIL
S00128,L0006,T03,128,,-0.826277,3,0.829275,22.32377,11.588086,-7.909853,14.030307,FAIL
S00302,L0015,T03,302,0.09823,-0.953552,2,0.93233,22.714921,2.21973,-3.397803,4.058604,PASS
S00006,L0000,T03,6,0.933633,0.020748,3,0.738706,23.928608,5.4405,1.103792,5.551342,PASS
S00687,L0034,T01,687,-0.753384,0.051425,2,0.82423,23.548763,1.824163,1.226254,2.198014,PASS
S00507,L0025,T01,507,0.220644,0.80129,2,0.964102,22.120099,3.240278,0.761599,3.328578,FAIL
S00042,L0002,T01,42,-0.549249,-0.471728,3,0.850572,21.70057,1.68484,-1.830989,2.488213,PASS
S00203,L0010,T02,203,0.811259,0.505559,1,0.704937,22.632842,3.794322,0.267129,3.803713,PASS
S00634,L0031,T01,634,-0.993954,-0.119635,3,0.852934,22.146446,-0.37322,0.101446,0.386762,PASS
S00172,L0008,T01,172,-0.038056,0.146913,2,0.812488,20.970473,2.982827,-0.150014,2.986596,PASS
S00036,L0001,T02,36,-0.020923,-0.546816,3,0.88993,22.072199,3.633994,-0.663119,3.694001,PASS
S00199,L0009,T01,199,-0.363086,0.949198,2,0.883178,24.071727,-10.595973,0.455681,2.948425,PASS
S00330,L0016,T01,330,0.179735,-0.780934,2,0.914906,22.116638,4.071846,-4.481601,6.055136,PASS
S00606,L0030,T04,606,-0.980096,0.544259,2,0.859244,22.909826,-1.378571,2.468523,2.827378,PASS
S00109,L0005,T01,109,0.72026,-0.422124,1,0.754199,22.733782,9.242371,-6.908581,11.53906,FAIL
S00017,L0000,T02,17,0.412496,0.198116,1,1.0,23.172819,2.483333,0.212815,2.492435,PASS
S00362,L0018,T02,362,0.631332,-0.43365,,0.947111,23.194813,12.222265,-8.53885,14.909585,FAIL
S00542,L0027,T01,542,0.449949,0.597359,4,0.879016,21.905525,4.638084,1.338978,4.827493,PASS
S00763,L0038,T03,763,0.335476,-0.799293,2,0.870681,22.525568,4.55487,-1.876982,4.92645,PASS
S00448,L0022,T01,448,-0.598232,-0.065984,3,0.789531,23.355726,2.80597,-1.657334,3.258869,PASS
S00288,L0014,T02,288,0.369665,0.755894,2,0.949774,22.307938,6.074104,-0.241576,6.078906,PASS
S00381,L0019,T01,381,-0.819129,0.575756,3,0.884604,22.583098,0.441631,1.303162,1.375962,PASS
S00583,L0029,T01,583,-0.086818,0.766449,4,0.861318,22.233599,3.740497,3.135677,4.880962,PASS
S00403,L0020,T02,403,-0.67637,-0.438918,1,0.915061,21.600887,1.666611,-2.778607,-1.441079,PASS
S00111,L0005,T02,111,-0.760203,-0.811628,1,0.778748,20.999943,-0.416953,-0.5388,0.681289,PASS
S00679,L0033,T02,679,-0.062694,-0.711087,3,0.958528,22.062329,2.992578,-2.473968,3.882788,PASS
S00087,L0004,T01,87,0.071938,0.656357,2,0.788291,21.279938,3.474274,-0.051783,3.47466,PASS
S00732,L0036,T02,732,-0.183309,0.538624,4,0.883286,23.497461,3.873386,1.379647,4.111757,PASS
S00092,L0004,T01,92,0.219437,-0.522736,2,0.787465,22.104313,2.951387,0.607188,3.013198,PASS
S00308,L0015,T01,308,0.988755,-0.099673,2,0.741798,20.886898,5.369859,0.017766,5.369888,PASS
S00514,L0025,T01,514,-0.609055,0.011406,1,0.976979,22.008994,0.571595,-3.108366,3.160484,PASS
S00779,L0038,T04,779,-0.505742,0.569244,1,0.947158,21.065324,-0.340376,2.48869,2.511859,PASS
S00193,L0009,T01,193,-0.836861,0.700848,2,1.0,21.290205,0.806842,0.300124,0.860853,PASS
S00144,L0007,T01,144,0.572709,-0.910117,1,0.77269,21.767174,12.776692,-7.085133,14.609688,FAIL
S00289,L0014,T01,289,-0.576539,-0.13636,3,0.960019,22.157811,1.861642,-3.813085,4.243268,PASS
S00178,L0008,T02,178,0.533386,-0.213858,1,0.774285,22.214104,3.139477,-0.22619,3.147614,PASS
S00776,L0038,T02,776,-0.470723,0.476306,1,0.72196,22.259654,3.515211,0.442659,3.542972,PASS
S00784,L0039,T01,784,-0.290853,-0.699214,3,0.985831,21.495616,2.222513,-2.796835,3.572373,PASS
S00474,L0023,T01,474,0.460491,-0.574241,2,0.798464,21.460872,12.050915,-9.491844,15.340133,FAIL
S00628,L0031,T02,628,-0.301508,0.292826,2,0.60245,20.961,3.138234,2.180684,3.821504,PASS
S00236,L0011,T01,236,-0.052286,-0.320621,2,0.777675,22.585506,0.87516,0.258055,0.912413,PASS
S00184,L0009,T02,184,-0.185855,-0.646788,,0.899592,22.076872,3.122487,-1.542252,3.482595,PASS
S00527,L0026,T02,527,-0.732222,0.947,3,,22.834173,2.868288,2.763644,3.983065,PASS
S00517,L0025,T02,517,,0.738297,4,0.808849,22.29581,5.295234,1.866099,5.61443,PASS
S00248,L0012,T03,248,-0.93204,0.581866,2,0.870935,21.719589,1.608669,0.21064,1.622401,PASS
S00484,L0024,T03,484,-0.520601,0.017389,3,0.753381,21.993275,2.64634,0.089903,2.647867,PASS
S00623,L0031,T02,623,-0.950053,-0.474085,2,0.787991,22.080728,1.152313,-2.443979,2.70201,PASS
S00227,L0011,T03,227,0.442926,0.040925,2,0.965673,19.886686,2.371191,0.258582,2.385249,PASS
S00269,L0013,T01,269,0.501243,0.505125,1,0.811507,22.333614,5.40524,1.745701,5.680148,PASS
S00747,L0037,T01,747,0.057187,-0.614647,3,0.865743,22.472223,1.474306,-2.426941,2.839651,PASS
S00595,L0029,T01,595,0.054978,-0.351674,4,0.903408,20.941005,4.328315,-1.277798,4.51299,PASS
S00034,L0001,T03,34,-0.512255,-0.112824,2,0.783399,22.008861,3.08956,1.555717,3.459139,PASS
S00306,L0015,T01,306,-0.396885,0.449708,2,0.665193,21.578891,1.789879,1.812289,2.547167,PASS
S00455,L0022,T02,455,0.446984,-0.13931,2,0.910723,22.5163,4.159038,-1.249669,4.342726,PASS
S00411,L0020,T01,411,0.269569,-0.409293,3,0.924326,21.926751,7.535014,-0.482495,7.550447,PASS
S00486,L0024,T02,486,0.109719,-0.07702,1,0.974872,21.076336,2.852169,-0.502692,2.89613,PASS
S00126,L0006,T01,126,-0.26361,-0.473021,2,0.817708,21.473091,2.222656,-3.067717,3.788283,PASS
S00125,L0006,T03,125,-0.21856,-0.678159,3,0.721488,21.820935,4.171982,-0.655864,4.22322,PASS
S00462,L0023,T03,462,-0.670935,-0.048137,2,1.0,23.256332,1.422491,-2.352551,2.749178,PASS
S00406,L0020,T01,406,0.541294,-0.921646,3,0.92585,23.393918,13.98833,-9.279365,16.786304,FAIL
S00516,L0025,T01,516,-0.632603,0.917798,4,0.894039,22.465738,3.305108,2.381784,4.073897,PASS
S00525,L0026,T02,525,0.542962,-0.628878,4,0.83814,22.872785,12.892887,-6.986263,14.664052,FAIL
S00376,L0018,T01,376,0.401054,0.420566,1,1.0,21.762952,4.399187,-0.322429,4.410988,PASS
S00201,L0010,T02,201,-0.548321,0.564121,4,0.810002,21.47497,4.690986,2.063595,5.12482,PASS
S00276,L0013,T03,276,-0.801203,-0.659507,1,0.084186,20.415907,0.416761,-1.232802,1.301342,PASS
S00593,L0029,T04,593,0.205773,-0.053236,1,1.0,20.340548,0.298068,1.99609,2.018222,PASS
S00244,L0012,T01,244,-0.681669,-0.995802,4,0.931659,23.733294,3.072892,-3.262832,4.482047,PASS
S00609,L0030,T01,609,0.950073,-0.525125,4,0.69957,21.684026,16.546713,-6.27367,17.696119,FAIL
S00202,L0010,T01,202,-0.309979,-0.165659,4,0.922151,21.24731,3.022483,-0.225805,3.030906,PASS
S00032,L0001,T01,32,-0.133056,0.030691,1,1.0,19.870186,1.743693,0.652893,1.861917,PASS
S00586,L0029,T02,586,-0.624991,-0.47507,4,0.975312,23.239784,3.197825,-1.984161,3.763373,PASS
S00415,L0020,T03,415,-0.515453,0.485381,3,1.0,22.447366,3.689065,-1.106576,3.851455,PASS
S00710,L0035,T01,710,-0.62231,0.468144,4,0.927353,20.012529,2.330794,0.861301,2.484842,PASS
S00222,L0011,T01,222,-0.36702,0.988647,2,0.734432,21.913853,0.86829,3.243431,3.357644,PASS
S00272,L0013,T01,272,0.890972,0.843199,1,0.744095,22.534738,3.249331,2.630964,4.180924,PASS
S00174,L0008,T01,174,0.884545,0.819379,1,0.721388,21.503352,5.817954,2.598498,6.371874,PASS
S00150,L0007,T01,150,-0.270412,0.246206,2,0.691273,22.029769,2.499431,1.489849,2.909777,PASS
S00015,L0000,T02,15,-0.944795,0.208404,2,0.847253,21.569905,-0.001081,-0.070135,0.070144,PASS
S00328,L0016,T03,328,-0.381207,-0.237588,2,0.760117,22.750234,2.2613,-0.696896,2.366251,PASS
S00637,L0031,T01,637,-0.562941,-0.820376,2,0.988616,22.863906,2.36433,-2.780707,3.649985,PASS
S00565,L0028,T01,565,-0.674517,0.550254,4,0.755033,21.758327,3.56073,0.690673,3.627096,PASS
S00311,L0015,T02,311,-0.291059,-0.892087,3,0.755952,22.872083,1.784615,-2.912531,3.4158,PASS
S00468,L0023,T03,468,0.421052,-0.401576,3,0.866111,,3.057517,-3.557176,4.69062,PASS
S00650,L0032,T02,650,0.253406,0.046309,4,0.85995,22.958358,6.784308,0.920387,6.846455,PASS
S00480,L0024,T02,480,-0.391492,0.371254,2,0.727739,23.147486,2.402518,1.746892,2.970475,PASS
S00648,L0032,T02,648,-0.66381,0.576788,3,0.963669,21.196448,1.666412,1.029094,1.958561,PASS
S00464,L0023,T04,464,-0.843597,-0.013512,4,0.939161,22.310659,0.129206,-1.533811,1.539244,PASS
S00653,L0032,T02,653,0.895635,-0.121333,4,1.0,22.733673,9.83674,-2.541664,10.159799,FAIL
S00134,L0006,T01,134,0.743465,-0.201357,3,0.988059,21.480597,3.47414,1.316891,3.715353,PASS
S00421,L0021,T01,421,0.848935,0.680585,1,0.947972,21.671108,5.669493,1.842562,5.961391,PASS
S00693,L0034,T02,693,0.502877,0.058313,3,0.998071,21.508877,4.954142,-0.348717,4.9664,PASS
S00215,L0010,T01,215,0.886332,0.685037,4,0.816048,22.844942,8.484323,2.194433,8.763519,FAIL
S00027,L0001,T03,27,0.671292,0.250277,4,0.964682,22.37422,6.576691,1.941022,6.857145,PASS
S00435,L0021,T01,435,0.616094,0.337024,3,0.948954,21.834986,4.956876,0.940166,5.045248,PASS
S00261,L0013,T03,261,-0.677775,0.637388,1,,21.710561,0.897102,-0.13528,0.907245,PASS
S00310,L0015,T01,310,0.372125,0.31691,4,0.864157,23.279783,5.18739,1.431741,5.381347,PASS
S00790,L0039,T01,790,-0.787336,-0.796741,4,0.972943,22.676679,0.889242,-2.858032,2.993175,PASS
S00764,L0038,T03,764,-0.533649,0.804183,1,0.886466,,-0.483859,2.064453,2.120397,PASS
S00131,L0006,T01,131,0.549669,0.654774,3,0.728374,20.766431,6.645079,2.943155,7.267684,PASS
S00780,L0039,T01,780,-0.698997,0.923377,2,0.808517,21.977757,-0.205433,0.47751,0.519826,PASS
S00373,L0018,T01,373,0.525081,0.606228,2,0.911768,23.488915,5.88891,1.144769,5.999146,PASS
S00647,L0032,T04,647,0.604182,0.528259,,0.747204,21.22184,3.838988,0.537306,3.876407,PASS
S00400,L0020,T03,400,0.029016,-0.225874,2,0.832889,22.865847,2.27821,-1.112424,2.535296,PASS
S00546,L0027,T02,546,-0.544427,-0.848172,3,1.0,21.633,2.268998,-3.595275,4.251394,PASS
S00343,L0017,T04,343,-0.64552,0.670627,2,0.755388,21.551681,1.635451,0.673402,1.768663,PASS
S00058,L0002,T02,58,0.486216,0.101743,2,0.935961,19.351691,2.638614,-1.343164,2.960806,PASS
S00450,L0022,T01,450,0.478064,0.862876,4,0.96824,22.631567,3.305956,0.187144,3.311249,PASS
S00180,L0009,T02,180,0.576075,-0.83129,3,0.652365,23.117807,13.370444,-6.352189,14.802671,FAIL
S00512,L0025,T04,512,0.659649,-0.590974,2,0.838425,22.601513,13.679673,-6.777413,15.266525,FAIL
S00246,L0012,T02,246,-0.207558,-0.296575,1,0.764796,21.807829,1.857487,-1.432301,2.34558,PASS
S00745,L0037,T03,745,-0.115215,0.867796,4,0.761138,22.567835,5.035219,0.170214,5.038095,PASS
S00410,L0020,T02,410,0.296041,-0.408581,3,0.770496,22.213754,4.331852,-3.465337,5.547387,PASS
S00469,L0023,T02,469,-0.949591,-0.621728,3,0.966982,22.199236,-1.675388,0.011004,1.675424,PASS
S00778,L0038,T04,778,-0.386903,0.717981,1,0.946082,21.217203,0.438655,0.267102,0.513577,PASS
S00098,L0004,T01,98,-0.179454,-0.777078,1,0.911716,22.631185,4.236872,-0.852932,4.321872,PASS
S00266,L0013,T01,266,,0.469123,1,0.942895,22.53467,3.580451,-0.985456,3.71359,PASS
S00105,L0005,T02,105,0.307537,-0.060237,4,0.821749,23.489048,5.561348,-0.690399,5.604038,PASS
S00533,L0026,T02,533,0.960294,0.594597,2,0.849791,21.535916,4.501665,1.110901,4.636711,PASS
S00672,L0033,T01,672,-0.537906,-0.957636,3,0.797051,21.847575,1.582467,-1.151025,1.956798,PASS
S00622,L0031,T01,622,-0.255945,-0.883651,4,0.791723,20.841934,7.096517,-1.757306,7.31086,PASS
S00661,L0033,T04,661,-0.568759,0.217328,3,0.763109,20.97889,3.929718,1.095569,4.079578,PASS
S00353,L0017,T01,353,-0.943646,0.297677,3,0.866252,21.948422,-0.53471,-0.278059,0.602687,PASS
S00633,L0031,T03,633,-0.790102,0.245676,1,0.82637,22.480739,-0.288659,-0.993596,1.034677,PASS
S00560,L0028,T03,560,0.607363,-0.032453,4,0.837272,23.932838,6.922347,1.011779,6.995898,PASS
S00028,L0001,T02,28,-0.308462,0.773982,3,0.847636,21.874228,4.365996,3.755704,5.7591,PASS
S00760,L0038,T01,760,0.304968,-0.221893,4,0.880171,21.9749,5.721895,-0.340474,5.732016,PASS
S00317,L0015,T02,317,-0.319633,-0.221899,4,0.806197,21.820535,2.792143,0.150814,2.796213,PASS
S00777,L0038,T01,777,-0.984105,0.21649,2,0.831015,,1.191299,0.280804,1.223946,PASS
S00247,L0012,T02,247,0.154144,0.291132,3,0.890603,22.507851,3.706168,-0.806244,3.79285,PASS
S00185,L0009,T01,185,0.577921,-0.414041,2,0.815465,20.817499,12.963605,-6.007821,14.288071,FAIL
S00666,L0033,T02,666,-0.472882,-0.137818,4,1.0,20.464353,3.613334,-1.981579,4.121024,PASS
S00725,L0036,T01,725,-0.465184,0.185311,4,0.846942,22.266727,3.637496,-0.461316,3.666632,PASS
S00219,L0010,T01,219,-0.712659,0.210968,3,0.891474,22.276397,1.661618,0.645857,1.782724,PASS
S00130,L0006,T04,130,0.784547,0.20122,2,0.850057,22.37198,6.879263,0.895121,6.937254,PASS
S00160,L0008,T01,160,0.962754,0.818846,4,0.946049,23.154193,7.138851,2.097454,7.440598,PASS
S00491,L0024,T01,491,0.579239,-0.860567,1,0.929352,21.378071,10.110824,-7.769745,12.75138,FAIL
S00305,L0015,T01,305,0.854839,-0.085254,3,0.90365,20.501766,7.686459,-1.307733,7.796911,PASS
S00562,L0028,T01,562,-0.792433,-0.961773,1,1.0,21.764692,-0.884107,-1.316542,1.585852,PASS
S00145,L0007,T03,145,-0.28154,0.087074,3,0.928067,,2.316667,-0.016257,2.316724,PASS
S00281,L0014,T02,281,0.032803,0.253783,3,0.989522,23.227982,4.767768,2.427,5.349947,PASS
S00292,L0014,T01,292,-0.848828,-0.602819,2,1.0,21.496543,1.909515,-3.740626,4.199825,PASS
S00431,L0021,T01,431,-0.69431,-0.971404,2,0.797768,24.049515,4.68844,-2.677113,5.398927,PASS
S00656,L0032,T02,656,-0.65301,-0.451503,1,0.976853,21.835165,-0.374334,-0.993421,1.061607,PASS
S00029,L0001,T03,29,-0.760116,-0.863713,1,0.655771,22.742613,-0.786256,0.34863,0.860082,PASS
S00370,L0018,T01,370,0.298493,0.69749,1,1.0,20.721587,4.08925,-0.711009,4.150602,PASS
S00064,L0003,T03,64,-0.307509,0.126381,4,0.917404,21.06314,5.066559,-0.424057,5.084274,PASS
S00429,L0021,T01,429,-0.112339,0.533091,2,0.786244,22.416158,1.033096,1.956724,2.212704,PASS
S00658,L0032,T01,658,-0.017667,-0.190528,1,0.931154,20.745534,0.229573,1.054614,1.079312,PASS
S00544,L0027,T01,544,0.058264,0.628577,2,,23.745751,3.321216,1.277277,3.558358,PASS
S00365,L0018,T01,365,0.3443,,1,0.811654,21.872991,0.745288,-2.631144,2.734661,PASS
S00553,L0027,T02,553,-0.926788,0.401482,4,0.963697,22.038605,-0.468588,0.600572,0.761749,PASS
S00416,L0020,T01,416,0.836883,-0.817212,2,0.796942,22.901564,12.757606,-5.590124,13.928603,FAIL
S00739,L0036,T03,739,0.661074,0.948939,4,1.0,,7.994467,3.167743,8.599192,FAIL
S00264,L0013,T01,264,-0.470837,-0.529217,1,0.810522,294.775207,0.068227,-1.849202,1.850461,PASS
S00771,L0038,T01,771,-0.87368,-0.854407,1,0.903061,19.888129,-0.265181,-2.626621,2.639973,PASS
S00384,L0019,T01,384,0.271113,0.040355,2,0.847911,22.19948,5.801182,0.095583,5.801969,PASS
S00472,L0023,T02,472,0.139761,0.981024,3,0.909693,21.403877,3.239798,1.397784,3.528469,PASS
S00490,L0024,T01,490,0.210577,-0.829849,3,0.815841,22.579085,3.622843,-2.016369,4.146171,PASS
S00577,L0028,T01,577,-0.106097,-0.496748,3,1.0,,2.779766,-2.580597,3.792964,PASS
S00620,L0031,T01,620,0.76216,-0.114406,3,0.864908,20.792736,4.439449,-0.40669,4.458038,PASS
S00459,L0022,T01,459,0.391533,-0.361691,1,0.839114,21.864993,2.019222,-1.11494,2.306588,PASS
S00133,L0006,T01,133,0.518493,-0.634665,3,0.947575,20.949439,12.811638,-9.485329,15.940814,FAIL
S00584,L0029,T02,584,0.487606,0.111731,2,0.747737,22.877154,5.145493,-0.245319,5.151337,PASS
S00295,L0014,T02,295,0.323454,-0.526384,2,0.770937,21.473883,6.902832,-2.615367,7.381682,PASS
S00572,L0028,T01,572,0.420938,0.246469,2,0.807112,21.657556,4.519872,-0.321605,4.531299,PASS
S00149,L0007,T01,149,0.351102,-0.131045,3,0.761831,22.018258,5.456988,1.232356,5.59441,PASS
S00561,L0028,T03,561,0.279916,0.490065,3,0.903141,21.852576,4.546831,0.032367,4.546946,PASS
S00268,L0013,T02,268,0.63433,0.679725,3,0.771004,22.042403,5.825258,2.489777,6.335031,PASS
S00627,L0031,T03,627,-0.087704,-0.229478,2,1.0,22.672539,2.5829,-0.368371,2.609036,PASS
S00757,L0037,T01,757,0.459175,,4,0.910117,20.855186,5.169228,-1.024292,5.269733,PASS
S00504,L0025,T01,504,-0.803014,-0.094522,3,0.844386,20.91191,3.54293,-0.510496,3.579519,PASS
S00363,L0018,T02,363,-0.250274,0.927371,2,0.756495,22.070252,3.153274,1.042142,3.321024,PASS
S00057,L0002,T03,57,-0.603301,0.788703,4,0.859437,22.460483,5.211062,2.023225,5.590045,PASS
S00217,L0010,T03,217,-0.987088,0.9575,1,0.811777,22.334538,-1.872431,0.890358,2.073339,PASS
S00364,L0018,T02,364,0.933076,0.132513,4,0.823083,21.114145,8.079538,-0.68213,8.108282,FAIL
