sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00774,L0038,T01,774,61,19.265622,17.591768,52.669664,11.833084,7,3.353914,0.227777,0.262766,0.026846,LOW
S00644,L0032,T03,644,14,424.674165,16.780742,49.291358,263.674409,1,-1.283439,0.454077,0.03,0.041887,LOW
S00526,L0026,T02,526,63,1067.46581,16.721643,54.767611,82.838984,3,0.341699,0.390204,0.03,0.080913,LOW
S00753,L0037,T01,753,97,452.162928,18.750185,70.040549,172.735748,2,-0.724368,0.337802,0.03,0.058415,LOW
S00554,L0027,T01,554,81,40.740685,17.924693,50.893942,14.653382,0,-1.667381,0.312097,0.13035,0.010112,LOW
S00236,L0011,T03,236,105,17.161824,15.957087,32.652355,3.586913,5,2.096603,0.291769,0.173171,0.035404,LOW
S00640,L0032,T03,640,90,1079.09803,18.158935,57.109141,1.744101,0,-1.147848,0.373894,0.03,0.029887,HIGH
S00692,L0034,T02,692,36,2149.552354,18.897483,35.416575,6.417865,7,3.665742,0.438579,0.03,0.263084,HIGH
S00548,L0027,T01,548,151,17.368341,17.615342,42.074262,9.144144,0,-1.549527,0.32874,0.06938,0.019586,LOW
S00216,L0010,T01,216,156,129.837365,17.311652,35.605009,178.124572,6,2.557563,0.375056,0.035533,0.191411,HIGH
S00466,L0023,T02,466,166,89.27076,20.772275,52.668274,27.462974,6,2.726231,0.335682,0.03,0.201009,HIGH
S00214,L0010,T02,214,111,916.584549,20.42668,47.853021,101.704935,6,2.547274,0.381438,0.03,0.201009,HIGH
S00758,L0037,T01,758,24,,17.531696,39.235675,236.034678,6,2.449549,0.329782,0.084739,0.121092,HIGH
S00395,L0019,T01,395,166,1411.241689,16.677371,39.693309,1.056871,5,2.065378,0.381179,0.03,0.150588,HIGH
S00344,L0017,T02,344,148,24.892745,17.134746,54.066933,45.584007,4,1.004785,0.282327,0.156898,0.030006,LOW
S00341,L0017,T03,341,111,13.520074,18.099748,57.92536,23.213023,0,-1.809168,0.288579,0.054042,0.023102,LOW
S00795,L0039,T01,795,45,49.472975,19.049685,48.256417,11.399095,6,2.798181,0.338212,0.090849,0.114119,LOW
S00471,L0023,T01,471,139,261.579406,15.716662,40.506277,18.215103,4,1.049416,0.396333,0.03,0.111056,LOW
S00115,L0005,T01,115,153,1815.1624,17.856675,194.1929,1.541161,0,-1.370401,0.411188,0.03,0.029887,LOW
S00299,L0014,T01,299,30,82.83408,20.361044,37.747385,18.417128,4,1.194736,0.352758,0.057871,0.084202,LOW
S00543,L0027,T01,543,63,12.067167,16.856383,46.073318,1.087073,1,-0.697817,0.297493,0.214995,0.005681,LOW
S00622,L0031,T03,622,92,17.524065,18.314858,34.786746,240.38786,2,-0.253368,0.265541,0.201131,0.009355,LOW
S00227,L0011,T01,227,32,1912.930005,16.084541,52.619825,31.663111,3,0.387255,0.467405,0.03,0.080913,LOW
S00428,L0021,T03,428,31,272.72016,17.672952,45.216184,17.892494,5,1.864558,0.362959,0.03,0.150588,HIGH
S00182,L0009,T01,182,65,145.647927,17.330975,36.241629,249.825659,6,2.301918,0.342333,0.032552,0.196539,HIGH
S00514,L0025,T01,514,138,90.687009,19.81833,35.795748,1.110949,0,-1.432274,0.369839,0.048402,0.024544,LOW
S00141,L0007,T01,141,16,320.979917,18.723364,42.748087,32.704959,2,-0.211258,0.424593,0.03,0.058415,LOW
S00620,L0031,T01,620,157,4978.256543,18.491267,55.081359,503.854137,0,-1.935514,0.460272,0.03,0.029887,LOW
S00097,L0004,T01,97,110,1659.406937,19.631002,38.882042,350.229543,6,2.573443,0.388019,0.091683,0.113195,LOW
S00727,L0036,T01,727,177,450.120507,20.858724,38.176599,960.167901,3,0.284426,0.397196,0.03,0.080913,LOW
S00528,L0026,T01,528,183,398.960954,16.976671,47.210577,72.029673,7,2.987221,0.380469,0.048898,0.224805,HIGH
S00151,L0007,T02,151,86,108.519215,17.557295,53.434213,11.173466,1,-0.936114,0.321674,0.075415,0.025842,LOW
S00177,L0008,T01,177,11,54.348862,19.130639,38.8442,3.415955,1,-0.679144,0.380018,0.046339,0.035239,LOW
S00317,L0015,T01,317,191,73.182013,17.428042,42.430198,794.075045,2,-0.657973,0.360494,0.045305,0.049814,LOW
S00064,L0003,T01,64,180,4489.832364,17.255892,40.398262,1.707948,1,-0.750958,0.45337,0.03,0.041887,LOW
S00573,L0028,T01,573,14,1428.286632,16.637898,47.212196,277.272472,1,-1.604862,0.443721,0.03,0.041887,LOW
S00311,L0015,T02,311,115,1121.797475,18.56196,35.953741,184.259761,3,0.269352,0.383121,0.03,0.080913,LOW
S00242,L0012,T01,242,30,205.043443,16.051224,39.809211,813.331601,6,2.136393,0.373711,0.03,0.201009,HIGH
S00377,L0018,T01,377,136,645.76195,20.384204,49.116781,194.615728,5,1.770334,0.347052,0.03,0.150588,HIGH
S00255,L0012,T01,255,69,15.457714,19.35567,39.659662,29.622655,1,-0.864128,0.262522,0.174362,0.008854,LOW
S00030,L0001,T01,30,103,4193.227534,18.450483,55.312506,706.269686,1,-1.485057,0.411319,0.03,0.041887,LOW
S00595,L0029,T01,595,173,1187.33039,17.409217,52.651547,310.397349,5,1.585716,0.423219,0.03,0.150588,HIGH
S00305,L0015,T01,305,156,24.28537,17.368806,50.159186,1.144271,7,3.652812,0.287475,0.148821,0.088102,LOW
S00080,L0004,T02,80,54,45.491193,18.802049,51.149517,61.464891,4,0.905288,0.358328,0.03,0.111056,LOW
S00349,L0017,T01,349,146,25.75488,17.867322,37.878848,39.999223,4,1.137844,0.311448,0.076426,0.06974,LOW
S00487,L0024,T01,487,192,3827.304246,18.26899,63.104388,31.552428,1,-1.170843,0.470858,0.03,0.041887,LOW
S00481,L0024,T02,481,55,119.689763,16.310449,36.478927,2.157864,3,0.668002,0.302902,0.242189,0.008459,LOW
S00390,L0019,T01,390,45,1339.601342,19.769414,41.439777,1.154478,1,-0.707197,0.388484,0.03,0.041887,LOW
S00709,L0035,T01,709,174,46.264286,18.679535,31.924291,203.82903,2,-0.165389,0.37185,0.03,0.058415,LOW
S00606,L0030,T01,606,70,113.709885,18.984822,36.53014,93.972236,3,0.463027,0.325972,0.045986,0.068763,LOW
S00575,L0028,T01,575,149,17.620861,18.26956,45.100896,2.531121,1,-0.745203,0.32768,0.039555,0.037866,LOW
S00259,L0012,T01,259,56,33.505915,19.642656,36.764568,2.700058,4,1.530265,0.312094,0.160687,0.028817,LOW
S00393,L0019,T01,393,30,472.02515,19.613618,56.038577,35.546046,7,3.372497,0.433128,0.03,0.263084,HIGH
S00164,L0008,T01,164,106,14.583018,16.433863,37.728906,7.104676,5,2.066601,0.256355,0.225084,0.020314,LOW
S00192,L0009,T03,192,127,1256.470865,17.630549,42.10445,71.51039,7,3.182349,0.422771,0.03,0.263084,HIGH
S00760,L0038,T03,760,152,157.460204,,56.458956,295.762012,5,1.43149,0.377825,0.03,0.150588,HIGH
S00460,L0023,T01,460,175,30.159698,18.621253,40.590826,76.242689,1,-1.101831,0.311903,0.065729,0.028664,LOW
S00505,L0025,T01,505,169,39.653755,18.153739,45.277912,,2,-0.098295,0.358187,0.069206,0.038744,LOW
S00118,L0005,T01,118,35,32.398081,18.151003,27.523825,135.475253,7,3.349711,0.328811,0.106581,0.133265,HIGH
S00431,L0021,T01,431,82,94.502429,15.736191,40.148165,5.941926,4,1.401131,0.303188,0.209761,0.017,LOW
S00454,L0022,T02,454,91,113.649671,16.937391,41.731691,3.142645,6,2.819989,0.361885,0.0946,0.110013,LOW
S00721,L0036,T01,721,179,14.929636,19.786144,46.697338,37.001056,2,-0.241495,0.304277,0.132535,0.019688,LOW
S00772,L0038,T01,772,30,214.869243,16.85935,39.674913,135.52195,3,0.259446,0.413117,0.03,0.080913,LOW
S00374,L0018,T01,374,51,4088.571999,17.887216,62.674294,224.291398,5,1.323982,0.464143,0.03,0.150588,HIGH
S00402,L0020,T02,402,18,80.912621,18.085608,47.382128,323.1144,7,3.074112,0.315513,0.03,0.263084,HIGH
S00410,L0020,T02,410,12,1040.691137,17.293281,50.502286,2.852039,3,0.61913,0.422615,0.03,0.080913,LOW
S00253,L0012,T01,253,42,239.120356,17.978937,33.855957,79.360681,1,-1.063525,0.411211,0.03,0.041887,LOW
S00043,L0002,T01,43,84,951.802642,16.367676,29.058066,7.896316,2,0.084996,0.390784,0.03,0.058415,LOW
S00336,L0016,T01,336,69,201.428599,20.747862,39.503299,7.138027,7,3.68048,0.372315,0.097246,0.145579,HIGH
S00143,L0007,T03,143,16,300.98262,19.104631,44.176689,29.121636,4,1.106406,0.340786,0.158843,0.02939,LOW
S00793,L0039,T01,793,128,55.610651,18.8305,38.961453,137.955564,1,-1.023997,0.290522,0.1033,0.019146,LOW
S00050,L0002,T02,50,151,2843.252977,19.036487,42.741584,23.959489,4,1.273995,0.400588,0.03,0.111056,LOW
S00525,L0026,T01,525,27,2293.050521,18.42948,50.665141,48.904236,1,-1.045098,0.446628,0.03,0.041887,LOW
S00473,L0023,T01,473,109,118.732034,21.202312,55.232205,5.655716,3,0.673374,0.253354,0.206569,0.012465,LOW
S00034,L0001,T01,34,85,80.390792,18.310128,49.15738,182.539387,5,1.624084,0.289317,0.161026,0.040261,LOW
S00433,L0021,T01,433,44,1437.554616,17.328731,42.977374,12.242578,1,-0.933389,0.439602,0.03,0.041887,LOW
S00450,L0022,T02,450,178,1448.501738,17.112915,50.490325,5.17939,4,1.262195,0.47979,0.03,0.111056,LOW
S00504,L0025,T02,504,17,11.554896,19.046084,38.085246,22.725118,0,-1.686338,0.322403,0.036701,0.027822,LOW
S00707,L0035,T02,707,89,215.016078,17.683334,36.233411,70.947699,1,-0.96703,0.371375,0.03,0.041887,LOW
S00539,L0026,T01,539,149,12.244953,18.131561,60.476263,547.1432,1,-1.516896,0.268233,0.048771,0.034341,LOW
S00244,L0012,T01,244,86,54.046106,18.805638,46.385965,1.611812,5,2.306948,0.286753,0.168825,0.037074,LOW
S00144,L0007,T01,144,108,18.388192,17.828957,34.291453,112.459766,0,-1.675548,0.241754,0.22188,0.003719,LOW
S00578,L0028,T01,578,13,10.194961,17.821945,27.301,26.576374,2,-0.114901,0.29665,0.199406,0.009533,LOW
S00178,L0008,T02,178,159,11.624963,16.607608,52.834766,23.983279,7,3.175654,0.321713,0.049651,0.223364,HIGH
S00605,L0030,T01,605,186,24.604773,15.769389,52.677727,45.496361,6,2.348149,0.349289,0.03,0.201009,HIGH
S00476,L0023,T01,476,95,364.723474,16.811629,48.819396,1.050138,4,1.589265,0.357107,0.10335,0.052807,LOW
S00748,L0037,T01,748,117,646.987593,20.954242,51.628778,226.967876,4,0.845259,0.336326,0.112253,0.048118,LOW
S00764,L0038,T01,764,142,161.611689,19.598591,53.44893,3.995211,7,3.53261,0.371328,0.03,0.263084,HIGH
S00626,L0031,T01,626,92,1270.849052,18.860024,35.195473,2.960168,1,-0.536416,0.356572,0.033307,0.040451,LOW
S00583,L0029,T02,583,122,321.677877,16.895372,55.80368,226.279367,5,1.576755,0.343531,0.03,0.150588,HIGH
S00052,L0002,T01,52,114,17.78078,17.14351,41.938742,494.455992,7,3.153167,0.208382,0.236552,0.0355,LOW
S00629,L0031,T02,629,34,145.10804,18.284502,,35.439155,2,-0.590852,0.335117,0.03,0.058415,LOW
S00212,L0010,T01,212,21,3398.0731,18.337488,38.179793,1.015871,2,0.047795,0.470744,0.03,0.058415,LOW
S00507,L0025,T03,507,49,10.089821,17.477724,57.589465,19.21989,4,1.051304,0.220139,0.286773,0.007359,LOW
S00767,L0038,T02,767,6,23.564603,17.603084,40.473963,13.123912,7,3.328403,0.333907,0.03,0.263084,HIGH
S00016,L0000,T01,16,168,77.793787,18.328291,48.414057,2.8681,3,0.74573,0.324256,0.122222,0.030935,LOW
S00506,L0025,T01,506,183,1732.15983,17.843602,45.567363,59.937692,0,-1.758239,0.455638,0.03,0.029887,LOW
S00611,L0030,T01,611,161,93.078597,14.608894,42.315325,51.275286,5,1.625944,0.331475,0.03,0.150588,HIGH
S00365,L0018,T02,365,10,1781.878164,18.873732,50.23958,2.681487,0,-1.410729,0.458763,0.03,0.029887,LOW
S00631,L0031,T01,631,13,163.111933,19.995634,46.075925,16.024987,0,-1.53346,0.359215,0.03,0.029887,LOW
S00677,L0033,T02,677,63,658.022112,18.793413,29.54032,180.587815,5,1.827475,0.371687,0.03,0.150588,HIGH
S00570,L0028,T03,570,192,378.031744,16.263563,51.844557,2.380142,0,-1.50908,0.416814,0.03,0.029887,LOW
S00280,L0014,T02,280,99,1236.263837,,48.338663,117.890783,5,2.039003,0.407932,0.03,0.150588,HIGH
S00429,L0021,T02,429,94,1724.742369,17.423926,46.195038,2.607558,3,0.919906,0.3877,0.058337,0.060557,LOW
S00301,L0015,T01,301,,643.079308,19.001907,42.042035,3.035474,6,3.011899,0.399691,0.03,0.201009,HIGH
S00398,L0019,T01,398,48,145.680506,16.989198,40.362426,1.005664,5,2.180763,0.316542,0.138694,0.050901,LOW
S00181,L0009,T01,181,12,135.671465,16.79333,43.650755,8.97087,0,-1.642098,0.373917,0.03,0.029887,LOW
S00497,L0024,T02,497,124,1015.214596,19.447356,49.398378,215.831324,2,-0.44365,0.400309,0.03,0.058415,LOW
S00690,L0034,T01,690,86,173.345671,17.946874,35.00527,560.299026,7,3.069731,0.344301,0.030694,0.261607,HIGH
S00419,L0020,T02,419,189,15.644591,18.598906,49.787061,1.547744,5,2.059024,0.323818,0.176878,0.034038,LOW
S00650,L0032,T01,650,143,264.238792,17.004524,51.709346,744.146177,1,-1.613067,0.346639,0.054567,0.032288,LOW
S00085,L0004,T03,85,190,2009.819316,18.982653,48.446218,12.506687,0,-1.768135,0.460986,0.03,0.029887,LOW
S00046,L0002,T03,46,112,1019.704791,17.861512,29.50328,29.084498,1,-0.755602,0.36754,0.03,0.041887,LOW
S00458,L0022,T01,458,186,1044.252325,19.371558,46.710672,14.102764,6,2.779891,0.449547,0.03,0.201009,HIGH
S00124,L0006,T01,124,152,230.126301,16.390646,54.897922,58.945188,2,-0.502296,0.358721,0.03,0.058415,LOW
S00560,L0028,T01,560,48,16.511189,18.682462,42.662746,11.37388,7,3.515265,0.295426,0.16831,0.072332,LOW
S00232,L0011,T01,232,77,85.032576,19.331735,42.270817,19.089305,6,2.781159,0.329657,0.070265,0.139085,HIGH
S00254,L0012,T03,254,129,162.444028,18.251895,33.956881,5.069123,7,3.494024,0.356924,0.03904,0.244264,LOW
S00193,L0009,T02,193,90,2064.015921,17.693707,50.034031,7.84321,4,1.489507,0.421877,0.03,0.111056,LOW
S00387,L0019,T01,387,95,124.80468,19.302616,46.48912,21.723241,1,-0.699617,0.340493,0.048432,0.034465,LOW
S00746,L0037,T02,746,3,209.958074,17.956,30.660278,27.154773,6,2.664733,0.435629,0.03,0.201009,HIGH
S00491,L0024,T01,491,46,32.990846,19.173659,31.245991,6.952464,0,-1.530661,0.302736,0.12582,0.010623,LOW
S00468,L0023,T01,468,65,114.632921,18.228795,43.592708,4.79256,3,0.809564,0.320636,0.124192,0.030292,LOW
S00362,L0018,T01,362,69,2198.249003,17.567467,27.696647,921.604491,1,-1.283288,0.39156,0.03,0.041887,LOW
S00688,L0034,T01,688,57,2998.195104,18.012278,40.775346,235.347715,2,-0.619123,0.430276,0.03,0.058415,LOW
S00019,L0000,T02,19,177,694.450876,18.742332,40.920412,87.908988,6,2.411167,0.405032,0.03,0.201009,HIGH
S00241,L0012,T03,241,54,403.885921,,198.26297,179.476011,7,3.310395,0.361391,0.03,0.263084,HIGH
S00021,L0001,T02,21,156,1200.527166,16.763295,,3.731625,6,2.793866,0.450121,0.03,0.201009,HIGH
S00230,L0011,T03,230,106,435.217208,20.270614,39.616179,1.693485,,2.292764,0.341299,0.037696,0.140076,HIGH
S00267,L0013,T01,267,190,236.080308,18.272023,48.260383,3.492394,4,1.199015,0.357206,0.03,0.111056,LOW
S00465,L0023,T01,465,55,1031.921557,19.289264,44.310146,145.423481,3,0.334911,0.420498,0.03,0.080913,LOW
S00737,L0036,T01,737,8,75.112353,,42.943396,297.699385,7,3.045939,0.354173,0.03,0.263084,HIGH
S00017,L0000,T03,17,144,500.210344,14.837957,32.796858,553.153443,0,-2.014266,0.404879,0.03,0.029887,LOW
S00082,L0004,T01,82,135,1532.963112,16.285715,52.392777,83.944948,5,1.718898,0.419598,0.03,0.150588,HIGH
S00039,L0001,T02,39,188,3860.445469,16.928486,43.198118,12.353391,3,0.516429,0.460296,0.03,0.080913,LOW
S00217,L0010,T01,217,,68.504534,18.547899,,198.006283,7,3.155534,0.315501,0.03,0.263084,HIGH
S00752,L0037,T01,752,177,102.556167,18.266076,45.269185,1.153641,3,0.598925,0.354812,0.03,0.080913,LOW
S00099,L0004,T01,99,52,563.887529,18.611645,47.975029,3.834466,4,1.315471,0.410223,0.03,0.111056,LOW
S00091,L0004,T01,91,21,991.575148,19.387938,46.088485,29.387268,1,-0.885282,0.416533,0.03,0.041887,LOW
S00326,L0016,T01,326,25,1522.161138,19.469227,54.913927,92.865984,5,1.604955,0.422009,0.03,0.150588,HIGH
S00511,L0025,T01,511,192,771.502684,16.551666,47.77219,,7,2.906981,0.441753,0.03,0.263084,HIGH
S00591,L0029,T01,591,104,14.540476,18.562953,30.846327,126.804982,6,2.438307,0.23622,0.286258,0.014791,LOW
S00445,L0022,T01,445,51,4800.304356,19.666539,53.280138,884.200508,6,2.212042,0.451259,0.03,0.201009,HIGH
S00330,L0016,T02,330,147,1131.364199,17.237504,49.349633,3.089268,3,0.619455,0.436302,0.03,0.080913,LOW
S00669,L0033,T01,669,23,4878.662018,17.82698,54.288827,36.533903,1,-0.91426,0.480476,0.03,0.041887,LOW
S00123,L0006,T02,123,137,2202.893171,15.944071,44.22983,4.113571,2,-0.304014,0.447404,0.03,-0.126743,LOW
S00087,L0004,T01,87,32,502.75497,16.60407,57.509618,1.484571,6,2.916514,0.412471,0.03,0.201009,HIGH
S00166,L0008,T03,166,120,140.93427,19.200429,37.026806,17.456755,7,3.610136,0.346009,0.058492,0.20695,HIGH
S00104,L0005,T02,104,154,3408.089619,16.648925,30.90014,,4,1.253503,0.459403,0.03,0.111056,LOW
S00580,L0029,T01,580,65,10.282057,19.965018,45.424922,9.486709,5,2.168493,0.231682,0.239901,0.017312,LOW
S00534,L0026,T03,534,133,2530.815889,18.622778,41.32898,1.861141,4,1.648853,0.435666,0.03,0.111056,LOW
S00237,L0011,T01,237,95,26.424729,15.937727,59.172126,676.203695,1,-1.586389,0.292885,0.10784,0.018231,LOW
S00624,L0031,T01,624,168,1217.619039,16.535487,46.978844,1.283492,1,-0.706738,0.411045,0.03,0.041887,LOW
S00222,L0011,T01,222,67,774.772525,16.540226,35.490763,45.291576,3,0.49225,0.377846,0.03,0.080913,LOW
S00246,L0012,T01,246,147,284.263141,17.748809,44.8331,22.689892,7,3.400794,0.395597,0.03,0.263084,HIGH
S00208,L0010,T02,208,6,15.213265,18.627792,51.581025,15.992826,6,2.444841,0.373303,0.043527,0.17817,HIGH
S00078,L0003,T01,78,106,45.070625,17.964699,37.820011,2.647947,7,3.794706,0.293347,0.130872,0.105308,LOW
S00689,L0034,T02,689,153,83.922554,18.820537,31.545705,8.734304,7,3.405346,0.336924,0.064114,0.196984,HIGH
S00370,L0018,T02,370,98,226.661074,15.394893,69.20106,995.055859,6,1.718583,0.336092,0.03,0.201009,HIGH
S00594,L0029,T03,594,99,10.815463,,47.551327,1.303138,7,3.779745,0.252252,0.297767,0.018425,LOW
S00417,L0020,T03,417,113,459.538425,16.210266,49.351437,9.062355,0,-1.583594,0.37461,0.056398,0.022524,LOW
S00128,L0006,T01,128,192,11.838541,19.814222,22.380387,7.377787,3,0.798723,0.314885,0.139551,0.025704,LOW
S00331,L0016,T01,331,138,42.13556,18.381646,44.16696,4.635378,5,2.31947,0.35432,0.03,0.150588,HIGH
S00095,L0004,T01,95,34,1913.847785,16.999202,58.091135,13.394457,2,-0.29687,0.431537,0.03,0.058415,LOW
S00799,L0039,T03,799,70,1180.269133,18.296753,58.20442,8.10416,6,2.719289,0.397587,0.03,0.201009,HIGH
S00083,L0004,T02,83,131,52.576906,17.500141,33.614865,1.58159,7,3.814305,0.288027,0.212377,0.04582,LOW
S00407,L0020,T02,407,144,564.197991,20.732096,58.881556,1.410041,1,-0.549623,0.346064,0.102309,0.019352,LOW
S00446,L0022,T01,446,87,83.829802,17.973196,50.507289,22.078145,5,2.028197,0.306401,0.10505,0.072055,LOW
S00047,L0002,T02,47,185,10.88051,15.493895,40.906626,566.657816,7,2.952873,0.298801,0.046419,0.229594,HIGH
S00252,L0012,T01,252,6,245.06002,1.60262,43.06979,1.024967,4,1.288416,0.431812,0.03,0.111056,LOW
S00204,L0010,T02,204,81,19.083262,,37.615927,507.475614,3,0.35687,0.315947,0.036736,0.075571,LOW
S00785,L0039,T02,785,,25.659022,15.756393,49.085845,141.366645,6,2.214496,0.313145,0.052777,0.163755,HIGH
S00518,L0025,T03,518,126,199.702362,,53.108231,24.673295,2,-0.286315,0.346307,0.03,0.058415,LOW
S00672,L0033,T02,672,75,283.988439,15.599824,25.363957,84.344252,0,-1.834632,0.31382,0.137187,0.009386,LOW
S00715,L0035,T01,715,122,1042.695853,13.668702,52.857245,315.668924,5,1.339179,0.382237,0.03,0.150588,HIGH
S00726,L0036,T01,726,58,301.00153,17.26909,60.118073,22.997124,5,1.800773,0.392078,0.03,0.150588,HIGH
S00732,L0036,T02,732,2,162.099608,17.447365,41.064961,11.962996,7,3.412759,0.387102,0.03,0.263084,HIGH
S00302,L0015,T01,302,126,330.500879,19.607111,44.820905,258.841362,5,1.830854,0.364344,0.03,0.150588,HIGH
S00367,L0018,T01,367,39,325.199754,18.557888,24.112734,292.577026,5,1.723284,0.391982,0.03,0.150588,HIGH
S00470,L0023,T01,470,189,894.727011,18.159149,62.439097,3.183928,7,3.59768,0.452106,0.03,0.263084,HIGH
S00121,L0006,T01,121,77,956.987001,17.950924,29.787994,7.470122,3,0.750683,0.343463,0.065057,0.056485,LOW
S00355,L0017,T02,355,171,444.342425,17.232003,38.728613,3.015987,7,3.608845,0.365746,0.03,0.263084,HIGH
S00576,L0028,T01,576,97,25.40726,20.379155,55.420104,372.927403,6,2.266723,0.225389,0.156859,0.058666,LOW
S00687,L0034,T03,687,162,12.072545,17.941336,44.788545,8.907886,5,2.175371,0.276419,0.22277,0.020827,LOW
S00274,L0013,T01,274,54,499.75842,,62.03305,1.142208,0,-1.378919,0.411041,0.03,0.029887,LOW
S00329,L0016,T01,329,15,11.962148,18.148465,48.411629,102.670379,6,2.401718,0.34048,0.03,0.201009,HIGH
S00545,L0027,T02,545,39,640.323417,17.394682,41.492934,1.186833,0,-1.330034,0.441202,0.03,0.029887,LOW
S00113,L0005,T01,113,151,19.13634,15.457293,44.976716,222.689584,7,3.057782,0.319016,0.03,0.263084,HIGH
S00406,L0020,T02,406,170,790.113963,17.768306,27.325525,4.665135,1,-0.664664,0.426716,0.03,0.041887,LOW
S00483,L0024,T02,483,155,808.461648,19.904462,45.622975,198.997518,1,-1.05538,0.374503,0.03,0.041887,LOW
S00059,L0002,T01,59,41,321.641016,20.513875,49.247586,46.611796,4,1.132437,0.402262,0.03,0.111056,LOW
S00459,L0022,T01,459,78,863.424656,17.195239,45.370706,89.462049,3,0.296348,0.41123,0.03,0.080913,LOW
S00637,L0031,T01,637,46,170.639341,18.653851,38.705441,1.92783,3,1.044373,0.317128,0.144994,0.024247,LOW
S00313,L0015,T01,313,11,21.014024,17.368399,48.152134,21.256721,3,0.531726,0.335683,0.047899,0.067428,LOW
S00394,L0019,T02,394,144,60.228416,17.331762,55.808443,4.893616,2,-0.200175,0.330742,0.08521,0.032694,LOW
S00231,L0011,T01,231,171,1581.991747,18.624719,46.923507,45.600499,2,-0.342439,0.424515,0.03,0.058415,LOW
S00287,L0014,T03,287,122,160.170182,18.884117,36.487628,2.121934,0,-1.416024,0.317126,0.199853,0.004733,LOW
S00265,L0013,T01,265,159,23.145856,19.172895,45.904194,16.110478,1,-0.906344,0.287304,0.190459,0.007428,LOW
S00679,L0033,T01,679,178,692.320921,19.163097,,657.881047,0,-1.918459,0.434019,0.03,0.029887,LOW
S00179,L0008,T01,179,43,,18.616672,41.559239,34.875552,2,-0.161998,0.29946,0.15485,0.015469,LOW
S00045,L0002,T01,45,32,65.962563,18.783352,31.726547,12.340371,0,-1.427287,0.342565,0.080291,0.017409,LOW
S00316,L0015,T03,316,133,3663.704454,18.476266,63.176529,2.662777,1,-0.708723,0.457361,0.03,0.041887,LOW
S00415,L0020,T01,415,50,71.056354,15.744747,30.546793,5.282317,7,3.483374,0.343041,0.050707,0.221357,HIGH
S00693,L0034,T03,693,49,11.053633,17.249158,39.969723,8.957795,5,1.897058,0.297244,0.204602,0.025317,LOW
S00027,L0001,T01,27,81,145.643968,18.085747,,313.570879,1,-1.206365,0.346895,0.048473,0.03445,LOW
S00352,L0017,T02,352,71,1807.274294,17.636256,48.906032,465.933049,5,1.580446,0.42173,0.03,0.150588,HIGH
S00667,L0033,T02,667,15,70.500546,18.048493,54.470484,21.124966,,1.794418,0.349266,0.035539,0.142959,HIGH
S00041,L0002,T01,41,96,193.023614,18.799411,66.893138,36.253848,,-1.012078,0.340049,0.053664,0.0326,LOW
S00706,L0035,T02,706,1,58.440335,17.041607,37.218621,1.019643,6,3.000725,0.32391,0.109799,0.09468,LOW
S00240,L0012,T02,240,127,,,38.945663,1.601104,6,2.986046,0.312554,0.148848,0.063725,LOW
S00320,L0016,T02,320,118,275.664564,18.539727,39.10941,178.777186,4,1.255173,0.363105,0.037604,0.103063,LOW
S00224,L0011,T01,224,169,61.885169,19.04726,34.785177,15.725199,6,2.806216,0.339176,0.095445,0.109107,LOW
S00375,L0018,T02,375,163,262.710246,18.362264,42.998771,1.024366,5,2.302264,0.389768,0.03,0.150588,HIGH
S00358,L0017,T02,358,72,3732.58017,17.853676,43.646861,1.804034,4,1.484545,0.440837,0.03,0.111056,LOW
S00436,L0021,T01,436,172,1535.758469,20.940422,35.190982,12.101731,3,0.76175,0.420953,0.03,0.080913,LOW
S00680,L0034,T01,680,148,19.914352,20.940699,43.060335,353.845026,2,-0.362621,0.291667,0.176649,0.012211,LOW
S00589,L0029,T01,589,191,882.330085,17.961651,56.408096,1.378356,3,0.77445,0.428081,0.03,0.080913,LOW
S00314,L0015,T02,314,117,504.666405,18.698169,37.111743,,6,2.955767,0.318124,0.165309,0.053738,LOW
S00129,L0006,T01,129,123,31.034162,17.013411,40.44288,27.062331,0,-1.65367,0.277527,0.09513,0.014826,LOW
S00056,L0002,T01,56,98,27.639445,20.098072,,79.037883,6,2.726657,0.293486,0.091755,0.113115,LOW
S00203,L0010,T01,203,,225.941534,15.745705,32.151886,133.643796,1,-1.228674,0.370673,0.039378,0.037937,LOW
S00577,L0028,T02,577,29,40.125917,17.313486,55.167965,258.958368,1,-1.381338,0.321329,0.045707,0.035476,LOW
S00663,L0033,T02,663,152,63.259605,19.136615,42.62682,28.577876,0,-1.527047,0.328511,0.03,0.029887,LOW
S00532,L0026,T01,532,63,136.43126,17.245329,53.524261,55.867997,6,2.33956,0.323412,0.062664,0.149402,HIGH
S00522,L0026,T01,522,78,20.51587,17.835486,40.548951,2.690642,1,-0.670326,0.257159,0.267897,0.003183,LOW
S00409,L0020,T01,409,116,4362.591672,17.058751,48.739304,100.557597,2,-0.310116,0.383804,0.03,0.058415,LOW
S00167,L0008,T03,167,180,15.057395,16.60599,37.679125,16.087688,6,2.56339,0.30373,0.098884,0.105484,LOW
S00061,L0003,T01,61,183,897.621633,15.464037,57.125843,77.082932,4,0.727855,0.429786,0.03,0.111056,LOW
